Batchsize,8,16,8,16
Throughput,52.83666333,56.35344481,220.8882426,884.8663084
Latency,151.4178349,283.9379453,36.22522942,18.09746683
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,8,16,16,1
Throughput,56.17872354,62.45264049,260.4735309,96.09811924
Latency,142.4104855,256.2097709,61.44222624,10.40700837
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,8,16,16,8
Throughput,53.95587769,58.3291641,249.5302912,569.5109289
Latency,148.2771156,274.3209589,64.13611106,14.05496007
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,8,16,16,16
Throughput,52.79068708,56.25715043,243.8162015,883.8599371
Latency,151.5497003,284.4239301,65.63884191,18.11805497
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,1,1,1
Throughput,71.38420623,31.23517927,59.87700966,99.40505125
Latency,224.154855,32.01616109,16.70187828,10.06082841
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,1,1,8
Throughput,68.5468788,29.20188405,57.56754759,591.0163058
Latency,233.4325399,34.24534327,17.3718755,13.54382519
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,1,1,16
Throughput,67.06132651,28.17953603,56.35611224,919.1961037
Latency,238.6032252,35.48772212,17.74528167,17.42215344
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,1,8,1
Throughput,69.63048744,29.73727178,236.7448638,96.66369066
Latency,229.8000425,33.62881014,33.79947143,10.34612353
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,1,8,8
Throughput,66.8397305,27.82346758,227.0369856,573.1073535
Latency,239.3942226,35.9418607,35.24436922,13.96680996
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,1,8,16
Throughput,65.37832244,26.85939924,221.9608264,889.6862333
Latency,244.7450756,37.23189208,36.05021563,17.99950752
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,1,16,1
Throughput,69.56997861,29.68687017,261.7187845,96.56940702
Latency,229.9998986,33.68590262,61.14995958,10.35622381
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,1,16,8
Throughput,66.78082196,27.77702694,250.7480014,572.4929075
Latency,239.6053827,36.00195057,63.82472215,13.98179188
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,1,16,16
Throughput,65.32024367,26.81489332,245.0196499,888.6754481
Latency,244.9626741,37.29368595,65.31652436,18.01996249
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,8,1,1
Throughput,70.96697501,60.67436264,59.53654922,98.77999855
Latency,225.4726212,131.8592253,16.79738257,10.12448439
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,8,1,8
Throughput,68.13816678,56.63208409,57.23325791,587.0218324
Latency,234.8326406,141.2705001,17.47333595,13.63593287
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,8,1,16
Throughput,66.65704004,54.60418686,56.02503701,912.7030471
Latency,240.0503001,146.5167315,17.85014014,17.54598504
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,8,8,1
Throughput,69.21982993,57.68215184,235.3189682,96.0517427
Latency,231.1632745,138.6989008,34.00422912,10.4120327
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,8,8,8
Throughput,66.43737369,53.88691542,225.6424876,569.2124787
Latency,240.8439429,148.4668646,35.46213538,14.06232529
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,8,8,16
Throughput,64.98027874,51.97910741,220.5826075,883.3727979
Latency,246.2441922,153.9158107,36.27541159,18.12803762
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,8,16,1
Throughput,69.15954704,57.58161158,260.1100461,95.95790744
Latency,231.3647542,138.9410621,61.52806543,10.42221346
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,8,16,8
Throughput,66.37868362,53.79454781,249.1775037,568.6014286
Latency,241.0568761,148.7217753,64.22689334,14.07742903
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,8,16,16
Throughput,64.92241459,51.89071889,243.4689376,882.3681226
Latency,246.4636511,154.1779713,65.73244141,18.14866062
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,16,1,1
Throughput,70.90005108,65.55370565,59.48192921,98.67979188
Latency,225.6854344,244.0903234,16.81280608,10.13476453
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,16,1,8
Throughput,68.07260815,61.17144377,57.17962711,586.3817024
Latency,235.0587856,261.575593,17.48972389,13.65081014
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,16,1,16
Throughput,66.59219068,58.97371953,55.97192151,911.6627903
Latency,240.2840527,271.3229288,17.8670784,17.56598812
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,16,8,1
Throughput,69.15395935,62.30761816,235.0902841,95.9536342
Latency,231.3834474,256.8060683,34.03729912,10.42267756
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,16,8,8
Throughput,66.37283343,58.19469649,225.4188344,568.5882854
Latency,241.0781218,274.9547826,35.49731199,14.07775425
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,16,8,16
Throughput,64.91642974,56.12783615,220.3615627,882.3612702
Latency,246.4863719,285.0791852,36.31179162,18.14880144
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,16,16,1
Throughput,69.09371267,62.19857022,259.8520744,95.85987073
Latency,231.58519,257.2562791,61.58913272,10.43287135
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,16,16,8
Throughput,66.31417837,58.09455621,248.9256581,567.9777788
Latency,241.2913422,275.428708,64.29185781,14.09287771
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,25,50
Batchsize,16,16,16,16
Throughput,64.85859998,56.03203076,243.2202617,881.3575721
Latency,246.7061322,285.5665962,65.79963231,18.16945165
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,1,1
Throughput,16.89098378,31.8003306,68.57581359,91.94170213
Latency,59.20416024,31.44719142,14.58337827,10.87743478
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,1,8
Throughput,16.70222074,31.15569422,67.78551847,312.0307302
Latency,59.87325525,32.09783888,14.75339099,25.64632003
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,1,16
Throughput,16.66353389,31.02503811,67.62361694,378.128233
Latency,60.01225756,32.23300878,14.78871058,42.32932707
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,8,1
Throughput,16.25872325,29.22787566,341.0747416,87.50344573
Latency,61.50642194,34.21489063,23.46308918,11.42909885
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,8,8
Throughput,16.07381213,28.64774983,336.8888173,294.2428549
Latency,62.21397283,34.90773299,23.75452653,27.19624534
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,8,16
Throughput,16.03591336,28.53007522,336.0318246,355.6195745
Latency,62.36100508,35.05170874,23.81508852,45.00753833
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,16,1
Throughput,16.14376736,28.78491387,427.6912141,86.70721257
Latency,61.94438742,34.74139754,37.42580688,11.53404339
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,16,8
Throughput,15.95955253,28.21556126,422.2786825,291.0852986
Latency,62.65937582,35.44241315,37.90530944,27.49117258
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,16,16
Throughput,15.92179621,28.10005609,421.1710225,351.6363654
Latency,62.80796147,35.58809503,38.00495749,45.51719024
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,8,1,1
Throughput,16.79917456,61.80110338,68.19277357,91.35454221
Latency,59.52771174,129.4553467,14.66528787,10.94734067
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,8,1,8
Throughput,16.6108306,60.51711784,67.40448299,309.7884554
Latency,60.20266297,132.2018217,14.83678593,25.83189365
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,8,1,16
Throughput,16.57222953,60.25702624,67.24299147,375.3234053
Latency,60.34288851,132.7724199,14.87241577,42.64554131
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,8,8,1
Throughput,16.16870023,56.66275276,339.054094,86.93871438
Latency,61.84886788,141.1940418,23.60287465,11.50333296
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,8,8,8
Throughput,15.98419479,55.51232848,334.8807616,292.1202222
Latency,62.56277761,144.1199515,23.89691963,27.39380455
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,8,8,16
Throughput,15.94637904,55.27909132,334.026342,352.9769005
Latency,62.71113863,144.7279988,23.95802653,45.34438451
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,8,16,1
Throughput,16.05406736,55.780377,425.0855915,86.14646111
Latency,62.29048812,143.4274312,37.65511782,11.60911535
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,8,16,8
Throughput,15.87025579,54.65216783,419.6909968,288.9835751
Latency,63.01193414,146.3881064,38.1389255,27.69105387
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,8,16,16
Throughput,15.83258201,54.42340075,418.587,349.0219033
Latency,63.1618693,147.0034114,38.23947327,45.8580344
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,16,1,1
Throughput,16.78444186,66.77572052,68.13131762,91.26042471
Latency,59.57996187,239.6236865,14.67851541,10.95862972
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,16,1,8
Throughput,16.59616511,65.38335393,67.34334841,309.4293543
Latency,60.25586124,244.7262428,14.85025394,25.86186318
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,16,1,16
Throughput,16.55757779,65.10133198,67.18192262,374.8743285
Latency,60.39628483,245.7863403,14.88593402,42.69660936
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,16,8,1
Throughput,16.15425395,61.20146064,338.7299809,86.8481871
Latency,61.90417665,261.4473082,23.62545153,11.51532258
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,16,8,8
Throughput,15.96981357,59.95474107,334.5586664,291.7802468
Latency,62.6191161,266.8836086,23.91991878,27.42571406
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,16,8,16
Throughput,15.93201114,59.70199999,333.7046592,352.553735
Latency,62.7676923,268.0133614,23.98111392,45.39879201
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,16,16,1
Throughput,16.03967287,60.24461675,424.6677193,86.05657093
Latency,62.3463886,265.5995348,37.69215499,11.62124061
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,16,16,8
Throughput,15.85592598,59.02210807,419.2759985,288.6469424
Latency,63.06888037,271.1005009,38.17665983,27.72333927
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,16,16,16
Throughput,15.81826544,58.77423811,418.1725886,348.6032463
Latency,63.21903408,272.2437534,38.2773533,45.91308908
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,1,1,1
Throughput,57.95221465,31.29608527,68.00168396,91.02597618
Latency,138.0525872,31.95385563,14.70649564,10.9868525
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,1,1,8
Throughput,57.26222692,30.6635549,67.21485308,308.4362288
Latency,139.7159733,32.61298227,14.87864146,25.94510992
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,1,1,16
Throughput,57.12093123,30.53533473,67.05365995,373.6009551
Latency,140.0615587,32.74992254,14.9144065,42.84208225
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,1,8,1
Throughput,55.5799658,28.77612848,338.0140907,86.62637054
Latency,143.9445761,34.75200383,23.67547202,11.54480636
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,1,8,8
Throughput,54.90814185,28.20626675,333.8500346,290.8581051
Latency,145.7057021,35.45409178,23.97067473,27.51264023
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,1,8,16
Throughput,54.77055757,28.09065991,332.9975094,351.3777641
Latency,146.0716969,35.59999874,24.03202335,45.55067773
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,1,16,1
Throughput,55.1504238,28.3419194,423.7165851,85.83698452
Latency,145.0656351,35.2844029,37.77672903,11.65096732
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,1,16,8
Throughput,54.48186393,27.78253364,418.3353073,287.7371321
Latency,146.845674,35.99481491,38.26247075,27.81097434
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,1,16,16
Throughput,54.34494663,27.66903677,417.2340283,347.4441171
Latency,147.215619,36.14245965,38.36342233,46.06621033
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,8,1,1
Throughput,57.61876599,60.79482115,67.62023401,90.4429626
Latency,138.8514735,131.5979756,14.78945038,11.05766966
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,8,1,8
Throughput,56.93073359,59.53593887,66.8353944,306.2160873
Latency,140.5294587,134.3804381,14.96310955,26.13316162
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,8,1,16
Throughput,56.78983761,59.28089416,66.67460858,370.8261442
Latency,140.8780939,134.9585506,14.99919074,43.16254315
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,8,8,1
Throughput,55.25490261,55.76528776,336.0034584,86.0655268
Latency,144.7913523,143.4662383,23.81709838,11.62003141
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,8,8,8
Throughput,54.58495373,54.63600546,331.851895,288.7557067
Latency,146.5683542,146.4314085,24.11495936,27.71289979
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,8,8,16
Throughput,54.44775278,54.40702424,331.0019227,348.7623282
Latency,146.9376669,147.0476571,24.17686353,45.89215376
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,8,16,1
Throughput,54.8268683,54.90098092,421.1252551,85.28007541
Latency,145.9216799,145.724706,38.00908613,11.72704588
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,8,16,8
Throughput,54.16016919,53.79327789,415.7617582,285.6553174
Latency,147.7178457,148.7252861,38.49921715,28.01359973
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,8,16,16
Throughput,54.0236323,53.56863968,414.6641105,344.8564197
Latency,148.0911613,149.3489276,38.60108613,46.41175977
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,16,1,1
Throughput,57.56527544,65.68419997,67.55903296,90.34950887
Latency,138.9804892,243.605422,14.80284711,11.06910624
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,16,1,8
Throughput,56.87755646,64.31921473,66.77451261,305.8605246
Latency,140.6608381,248.7748952,14.97675131,26.16353231
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,16,1,16
Throughput,56.73672455,64.04269696,66.61379209,370.3818643
Latency,141.0099671,249.8489655,15.01288368,43.21429867
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,16,8,1
Throughput,55.20275596,60.22862364,335.6809502,85.97562192
Latency,144.9281205,265.670058,23.83997334,11.63218148
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,16,8,8
Throughput,54.53310763,59.00494183,331.5313889,288.4189666
Latency,146.7076933,271.1793673,24.1382648,27.74524653
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,16,8,16
Throughput,54.39596812,58.7568378,330.6818258,348.3435161
Latency,147.0775433,272.3243713,24.20025894,45.94731091
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,16,16,1
Throughput,54.77496327,59.29147511,420.7096727,85.19080039
Latency,146.0599486,269.8689356,38.04661655,11.73933412
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,16,16,8
Throughput,54.10856242,58.09130755,415.3490246,285.3218681
Latency,147.8587261,275.44411,38.5374584,28.04632946
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,8,16,16,16
Throughput,53.97208651,57.84793543,414.2519588,344.4420407
Latency,148.2325876,276.6028654,38.63947595,46.46757634
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,1,1,1
Throughput,71.32574818,31.17055435,67.85739533,90.79629941
Latency,224.3385578,32.08253715,14.73776473,11.01464218
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,1,1,8
Throughput,70.46150994,30.54102015,67.07143388,307.5363938
Latency,227.089967,32.74382609,14.91045444,26.02100104
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,1,1,16
Throughput,70.28457378,30.41340294,66.91041855,372.4682458
Latency,227.6616096,32.88121785,14.94633308,42.9723213
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,1,8,1
Throughput,68.33404116,28.66358757,337.2453287,86.40636223
Latency,234.1595554,34.88844566,23.72942322,11.57419931
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,1,8,8
Throughput,67.49404833,28.09626881,333.0867565,290.0105911
Latency,237.0735784,35.59289206,24.02558631,27.59301909
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,1,8,16
Throughput,67.3220644,27.98117432,332.2353516,350.316204
Latency,237.6791771,35.73929167,24.08713558,45.68866215
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,1,16,1
Throughput,67.79298206,28.23154559,422.7186193,85.6186892
Latency,236.0282694,35.42234668,37.86587645,11.6806704
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,1,16,8
Throughput,66.95733874,27.6746296,417.3451748,286.8987454
Latency,238.9737625,36.13515574,38.35320962,27.89222181
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,1,16,16
Throughput,66.78624327,27.56163044,416.2454951,346.3949125
Latency,239.5859343,36.28330125,38.45449372,46.20569409
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,8,1,1
Throughput,70.9088094,60.54443614,67.47634447,90.21432352
Latency,225.6575607,132.1421743,14.82098597,11.08569173
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,8,1,8
Throughput,70.04717405,59.29176215,66.69237098,305.3217761
Latency,228.4331339,134.9338146,14.99519621,26.20968477
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,8,1,16
Throughput,69.87076979,59.03796576,66.53176228,369.7009202
Latency,229.0098245,135.5138435,15.03139249,43.29386534
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,8,8,1
Throughput,67.92828241,55.54180866,335.2372082,85.8464916
Latency,235.5581767,144.0434604,23.87151914,11.64967714
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,8,8,8
Throughput,67.09077878,54.41776089,331.0911038,287.9132443
Latency,238.4984873,147.018646,24.17035348,27.79396758
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,8,8,16
Throughput,66.91930355,54.18983353,330.2422468,347.707563
Latency,239.10958,147.6369869,24.23246102,46.03131941
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,8,16,1
Throughput,67.38923005,54.68197254,420.1308718,85.0627419
Latency,237.4423021,146.308321,38.0990106,11.75700574
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,8,16,8
Throughput,66.55605571,53.57934759,414.7751692,284.8219012
Latency,240.4145005,149.3190815,38.59075463,28.09554732
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,8,16,16
Throughput,66.38546483,53.35573196,413.6791128,343.8138924
Latency,241.032254,149.9448499,38.69296066,46.55244408
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,16,1,1
Throughput,70.84193232,65.41262622,67.41520741,90.12103591
Latency,225.870574,244.6167343,14.83442585,11.09716593
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,16,1,8
Throughput,69.98071411,64.05441191,66.63155264,304.9670965
Latency,228.6500595,249.8032733,15.00888227,26.24015779
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,16,1,16
Throughput,69.80439509,63.77925543,66.47100913,369.2578364
Latency,229.2275675,250.8809072,15.04512998,43.3457962
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,16,8,1
Throughput,67.86319681,59.98639218,334.9151025,85.75674251
Latency,235.7840786,266.7427989,23.89447013,11.66186814
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,16,8,8
Throughput,67.02609211,58.76841372,330.7709963,287.5773119
Latency,238.7286463,272.2707333,24.19373705,27.82642587
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,16,8,16
Throughput,66.85469842,58.5214578,329.9225476,347.289837
Latency,239.3406288,273.4196282,24.25593501,46.08666783
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,16,16,1
Throughput,67.32446602,59.0541163,419.7158634,84.97362087
Latency,237.6706991,270.9535688,38.13666684,11.76933556
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,16,16,8
Throughput,66.49168738,57.8594807,414.3630034,284.4892467
Latency,240.6472224,276.5476753,38.6291252,28.12839042
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,16,16,16,16
Throughput,66.32117736,57.61722244,413.2675276,343.4005807
Latency,241.2658799,277.7103861,38.73148054,46.60845506
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,1,1
Throughput,16.89098378,31.8003306,68.57581359,91.94170213
Latency,59.20416024,31.44719142,14.58337827,10.87743478
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,1,8
Throughput,16.70222074,31.15569422,67.78551847,312.0307302
Latency,59.87325525,32.09783888,14.75339099,25.64632003
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,1,16
Throughput,16.66353389,31.02503811,67.62361694,378.128233
Latency,60.01225756,32.23300878,14.78871058,42.32932707
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,8,1
Throughput,16.25872325,29.22787566,341.0747416,87.50344573
Latency,61.50642194,34.21489063,23.46308918,11.42909885
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,8,8
Throughput,16.07381213,28.64774983,336.8888173,294.2428549
Latency,62.21397283,34.90773299,23.75452653,27.19624534
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,8,16
Throughput,16.03591336,28.53007522,336.0318246,355.6195745
Latency,62.36100508,35.05170874,23.81508852,45.00753833
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,16,1
Throughput,16.14376736,28.78491387,427.6912141,86.70721257
Latency,61.94438742,34.74139754,37.42580688,11.53404339
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
GPU allocate,10,10,50,10
Batchsize,1,1,16,8
Throughput,15.95955253,28.21556126,422.2786825,291.0852986
Latency,62.65937582,35.44241315,37.90530944,27.49117258
 ,,,,
 ,densenet201,vgg19,resnet50,mobilenet
