 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,1,1
Throughput,26.357156236149446,62.02178868566028
Latency,37.94133759963868,16.124343471417596
 
 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,1,8
Throughput,26.243551545273746,153.03385565011348
Latency,38.10557615090947,52.28383376418299
 
 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,1,16
Throughput,26.255702562620645,144.2599489269884
Latency,38.0879415193984,110.92653393897857
 
 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,1,32
Throughput,26.295750866599136,112.83622232552848
Latency,38.029935253586665,283.628153205802
 
 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,8,1
Throughput,73.4791536427625,61.8024031502553
Latency,108.88223643890365,16.18157803036415
 
 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,8,8
Throughput,73.15126408524299,152.47895917269727
Latency,109.37024966460785,52.47407493745879
 
 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,8,16
Throughput,73.18632996129627,143.73384836025676
Latency,109.31785067946562,111.3324945752956
 
 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,8,32
Throughput,73.30191102163482,112.42343916213404
Latency,109.14549269974155,284.6694308603865
 
 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,16,1
Throughput,85.77052925028802,61.74734836091704
Latency,186.5599003359907,16.196004877503583
 
 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,16,8
Throughput,85.38488572517636,152.33972344142128
Latency,187.40243336528272,52.52202813875871
 
 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,16,16
Throughput,85.42612679795324,143.60184162363979
Latency,187.31196885867018,111.43482317103512
 
 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,16,32
Throughput,85.5620641245178,112.31986698454067
Latency,187.01440050779198,284.93190084056795
 
 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,32,1
Throughput,96.67338642372472,61.69835386961996
Latency,331.0427511315317,16.20886530376077
 
 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,32,8
Throughput,96.2367177788005,152.21581967585857
Latency,332.5446969015523,52.56477473495908
 
 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,32,16
Throughput,96.2834146565918,143.48437200043392
Latency,332.3834298908597,111.52604125540182
 
 ,densenet201,resnet50
GPU allocate,10,10
Batchsize,32,32
Throughput,96.43733668167928,112.22770109042058
Latency,331.85296816371635,285.1658726704644
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,1,1
Throughput,26.317842165810255,90.58664245833371
Latency,37.99801359830305,11.040132597755013
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,1,8
Throughput,26.04427354747015,308.35999725729187
Latency,38.39713383715019,25.951522033419042
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,1,16
Throughput,26.034839847582123,319.25344796022296
Latency,38.411046648532476,50.13256080396632
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,1,32
Throughput,26.106284915909487,263.7878563638874
Latency,38.305929814526316,121.34088104609796
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,8,1
Throughput,73.3656727534552,90.27157072931074
Latency,109.05064170498885,11.078662177663992
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,8,8
Throughput,72.57634342782538,307.2542797357364
Latency,110.23657493258104,26.0448857656968
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,8,16
Throughput,72.54913466986906,318.09638943378116
Latency,110.27791501935572,50.31485841344235
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,8,32
Throughput,72.75521433155123,262.82542933774585
Latency,109.96557419046846,121.78509848834202
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,16,1
Throughput,85.63705703996622,90.19249762726021
Latency,186.8506445033824,11.088374148367084
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,16,8
Throughput,84.70876276801454,306.9768168960545
Latency,188.89810523221703,26.068419524298765
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,16,16
Throughput,84.6767664983338,317.8060573768296
Latency,188.96947704491987,50.360809317829506
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,16,32
Throughput,84.91911136525985,262.58394205485746
Latency,188.4302345595257,121.8970702979249
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,32,1
Throughput,96.52225223164375,90.12212672128558
Latency,331.56104769343506,11.097031624379133
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,32,8
Throughput,95.47117977502165,306.7299022023451
Latency,335.2109639270343,26.089398062722996
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,32,16
Throughput,95.4349534882121,317.5476950725076
Latency,335.3381952502713,50.40177102010659
 
 ,densenet201,resnet50
GPU allocate,10,25
Batchsize,32,32
Throughput,95.70934029728404,262.36904848722816
Latency,334.3769119037493,121.99688456684365
 
 ,densenet201,resnet50
GPU allocate,10,50
Batchsize,1,1
Throughput,26.2935221803208,107.82358922553472
Latency,38.033158656516285,9.275385839414733
 
 ,densenet201,resnet50
GPU allocate,10,50
Batchsize,1,8
Throughput,25.82748466034214,476.0865278411539
Latency,38.719420738938936,16.811487734842572
 
 ,densenet201,resnet50
GPU allocate,10,50
Batchsize,1,16
Throughput,25.743291431914713,551.4364740956196
Latency,38.8460490975705,29.0307674907885
 
 ,densenet201,resnet50
GPU allocate,10,50
Batchsize,1,32
Throughput,25.822515566917083,492.46571729297114
Latency,38.7268714290723,65.01042100414267
 
 ,densenet201,resnet50
GPU allocate,10,50
