,,,,,,,,,,,,,,,,hit sum,miss sum,hit+miss sum,hit rate,l1 read from l2,l1 write to l2,l1 read+write from/to l2,l2 read from dram,l2 write to dram,l2 read+write from/to dram,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,83.10468872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,25,32,86.37576365,43,3.271074929,0.039360895,,mobilenet,10,1,7.168777081,500,1.401364271,0.242979706,,2021923,2955048,4976971,0.406255733,4742612,3094102,7836714,3526137,650259,4176396,,0.086,,23510732.56,34361023.26,57871755.81,4.723903868,55146651.16,35977930.23,91124581.4,41001593.02,7561151.163,48562744.19
resnet50,25,32,86.48842996,130,3.383741245,0.040716611,,mobilenet,10,8,22.12175833,500,2.692370257,0.138572056,,11093898,22776914,33870812,0.327535637,32910564,20874532,53785096,24372805,12992906,37365711,,0.26,,42668838.46,87603515.38,130272353.8,1.259752452,126579092.3,80286661.54,206865753.8,93741557.69,49972715.38,143714273.1
resnet50,25,32,86.77653594,219,3.67184722,0.044183394,,mobilenet,10,16,37.45177048,500,3.608276977,0.106616564,,18851231,47845660,66696891,0.282640326,65055313,41144094,106199407,50667425,31522588,82190013,,0.438,,43039340.18,109236666.7,152276006.8,0.645297547,148528111.9,93936287.67,242464399.5,115679052.5,71969379,187648431.5
resnet50,25,32,87.05971832,395,3.955029603,0.047590932,,mobilenet,10,32,68.08952513,500,5.618953651,0.08994561,,24128868,100916572,125045440,0.192960799,121729851,80305179,202035030,106027294,70266110,176293404,,0.79,,30542870.89,127742496.2,158285367.1,0.244254176,154088419,101652125.3,255740544.3,134211764.6,88944443.04,223156207.6
resnet50,25,32,86.55427806,36,3.449589336,0.041508962,,mobilenet,25,1,6.035059909,500,0.838838786,0.161432465,,2101877,2955048,5056925,0.415643301,4822791,3093477,7916268,3124990,611317,3736307,,0.072,,29192736.11,41042333.33,70235069.44,5.772823625,66983208.33,42964958.33,109948166.7,43402638.89,8490513.889,51893152.78
resnet50,25,32,91.0776843,55,7.972995578,0.095939179,,mobilenet,25,8,9.705298685,500,1.65030157,0.204879225,,10260681,23747778,34008459,0.301709672,33069815,20856593,53926408,24623982,12632991,37256973,,0.11,,93278918.18,215888890.9,309167809.1,2.742815197,300634681.8,189605390.9,490240072.7,223854381.8,114845372.7,338699754.5
resnet50,25,32,93.79527417,91,10.69058545,0.128639979,,mobilenet,25,16,16.61656808,500,2.675932265,0.191951952,,16223788,50479016,66702804,0.243224977,64999170,41099302,106098472,51526576,31285129,82811705,,0.182,,89141692.31,277357230.8,366498923.1,1.336400975,357138296.7,225820340.7,582958637.4,283113054.9,171896313.2,455009368.1
resnet50,25,32,95.2210119,163,12.11632318,0.145795904,,mobilenet,25,32,30.55479171,500,4.74780549,0.183973652,,21770914,103030464,124801378,0.1744445,121587800,80216963,201804763,105019033,70789926,175808959,,0.326,,66781944.79,316044368.1,382826312.9,0.535105829,372968711.7,246064303.7,619033015.3,322144273,217147012.3,539291285.3
resnet50,25,32,86.29429971,31,3.18961099,0.038380638,,mobilenet,50,1,5.042916089,500,-0.088750447,-0.017294664,,2095118,2981840,5076958,0.412671919,4845070,3092578,7937648,3147172,493757,3640929,,0.062,,33792225.81,48094193.55,81886419.35,6.655998692,78146290.32,49880290.32,128026580.6,50760838.71,7963822.581,58724661.29
resnet50,25,32,100.3148447,34,17.21015597,0.207090072,,mobilenet,50,8,6.442600504,500,0.912774263,0.165063824,,9161675,24892654,34054329,0.269031141,33122957,20843324,53966281,25190489,12416375,37606864,,0.068,,134730514.7,366068441.2,500798955.9,3.956340314,487102308.8,306519470.6,793621779.4,370448367.6,182593750,553042117.6
resnet50,25,32,110.5758106,51,27.47112188,0.330560433,,mobilenet,50,16,10.99550069,500,1.767069617,0.191481044,,15656851,50932060,66588911,0.235127002,64889056,41092411,105981467,51647160,30740500,82387660,,0.102,,153498539.2,499333921.6,652832460.8,2.305166685,636167215.7,402866774.5,1039033990,506344705.9,301377451,807722156.9
resnet50,25,32,115.7754974,90,32.67080863,0.393128344,,mobilenet,50,32,20.46755289,500,3.600019511,0.213428925,,19881558,104563740,124445298,0.159761424,121276657,80186714,201463371,105646220,70891089,176537309,,0.18,,110453100,580909666.7,691362766.7,0.887563466,673759205.6,445481744.4,1119240950,586923444.4,393839383.3,980762827.8
resnet50,25,32,86.30180868,36,3.197119955,0.038470994,,mobilenet,75,1,5.985710269,500,0.899101616,0.176758559,,2062134,3061084,5123218,0.402507565,4887344,3091566,7978910,3192418,292451,3484869,,0.072,,28640750,42515055.56,71155805.56,5.590382841,67879777.78,42938416.67,110818194.4,44339138.89,4061819.444,48400958.33
resnet50,25,32,106.1903566,29,23.08566783,0.277790197,,mobilenet,75,8,5.939031873,500,0.823050437,0.160878308,,9182769,24956776,34139545,0.268977486,33204728,20841871,54046599,25253178,12072906,37326084,,0.058,,158323603.4,430289241.4,588612844.8,4.637542868,572495310.3,359342603.4,931837913.8,435399620.7,208153551.7,643553172.4
resnet50,25,32,124.6867969,39,41.5821082,0.500358149,,mobilenet,75,16,9.319953212,500,1.776904277,0.235568441,,14222880,51621746,65844626,0.216006694,64229599,41074298,105303897,52100352,31230080,83330432,,0.078,,182344615.4,661817256.4,844161871.8,2.769316594,823456397.4,526593564.1,1350049962,667953230.8,400385641,1068338872
resnet50,25,32,135.6580601,66,52.55337141,0.632375528,,mobilenet,75,32,17.55182846,500,3.147385929,0.218501058,,19114134,104921854,124035988,0.154101518,120885436,80163295,201048731,105621688,68979798,174601486,,0.132,,144804045.5,794862530.3,939666575.8,1.16743574,915798757.6,607297689.4,1523096447,800164303,522574227.3,1322738530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,6.423712325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,50,1,6.907626167,491,0.483913842,0.075332427,,mobilenet,10,1,6.702731066,500,0.935318256,0.162172934,,2021923,2955048,4976971,0.406255733,4742612,3094102,7836714,3526137,650259,4176396,,0.982,,2058984.725,3009213.849,5068198.574,0.413702375,4829543.788,3150816.701,7980360.489,3590770.876,662178.2077,4252949.084
resnet50,50,1,6.629568637,500,0.205856312,0.032046316,,mobilenet,10,8,20.63131169,159,1.201923623,0.061861116,,11093898,22776914,33870812,0.327535637,32910564,20874532,53785096,24372805,12992906,37365711,,3.144654088,,3527859.564,7243058.652,10770918.22,0.104156333,10465559.35,6638101.176,17103660.53,7750551.99,4131744.108,11882296.1
resnet50,50,1,7.047471166,500,0.623758841,0.097102549,,mobilenet,10,16,35.05265088,99,1.209157376,0.035727913,,18851231,47845660,66696891,0.282640326,65055313,41144094,106199407,50667425,31522588,82190013,,5.050505051,,3732543.738,9473440.68,13205984.42,0.055962785,12880951.97,8146530.612,21027482.59,10032150.15,6241472.424,16273622.57
resnet50,50,1,7.168032585,500,0.74432026,0.115870734,,mobilenet,10,32,64.13419271,54,1.663621234,0.026630479,,24128868,100916572,125045440,0.192960799,121729851,80305179,202035030,106027294,70266110,176293404,,9.259259259,,2605917.744,10898989.78,13504907.52,0.020839766,13146823.91,8672959.332,21819783.24,11450947.75,7588739.88,19039687.63
resnet50,50,1,6.461424525,434,0.0377122,0.00587078,,mobilenet,25,1,5.58589261,500,0.389671487,0.074991321,,2101877,2955048,5056925,0.415643301,4822791,3093477,7916268,3124990,611317,3736307,,0.868,,2421517.281,3404433.18,5825950.461,0.478851729,5556210.829,3563913.594,9120124.424,3600218.894,704282.2581,4304501.152
resnet50,50,1,6.754656131,500,0.330943806,0.051519089,,mobilenet,25,8,8.813228321,380,0.758231206,0.094131779,,10260681,23747778,34008459,0.301709672,33069815,20856593,53926408,24623982,12632991,37256973,,1.315789474,,7798117.56,18048311.28,25846428.84,0.22929935,25133059.4,15851010.68,40984070.08,18714226.32,9601073.16,28315299.48
resnet50,50,1,7.26825338,500,0.844541055,0.131472428,,mobilenet,25,16,14.96218025,242,1.021544428,0.073278181,,16223788,50479016,66702804,0.243224977,64999170,41099302,106098472,51526576,31285129,82811705,,2.066115702,,7852313.392,24431843.74,32284157.14,0.117720889,31459598.28,19892062.17,51351660.45,24938862.78,15142002.44,40080865.22
resnet50,50,1,7.268928903,500,0.845216578,0.131577589,,mobilenet,25,32,27.64357482,130,1.836588597,0.071166334,,21770914,103030464,124801378,0.1744445,121587800,80216963,201804763,105019033,70789926,175808959,,3.846153846,,5660437.64,26787920.64,32448358.28,0.04535557,31612828,20856410.38,52469238.38,27304948.58,18405380.76,45710329.34
resnet50,50,1,6.712967546,449,0.289255221,0.045029292,,mobilenet,50,1,6.003939005,500,0.872272469,0.1699784,,2095118,2981840,5076958,0.412671919,4845070,3092578,7937648,3147172,493757,3640929,,0.898,,2333093.541,3320534.521,5653628.062,0.459545567,5395400.891,3443850.78,8839251.67,3504645.88,549840.7572,4054486.637
resnet50,50,1,6.922572994,436,0.498860669,0.077659248,,mobilenet,50,8,5.961761291,500,0.43193505,0.078110058,,9161675,24892654,34054329,0.269031141,33122957,20843324,53966281,25190489,12416375,37606864,,0.872,,10506508.03,28546621.56,39053129.59,0.308521951,37985042.43,23902894.5,61887936.93,28888175.46,14238962.16,43127137.61
resnet50,50,1,7.545842298,500,1.122129973,0.174685589,,mobilenet,50,16,9.799914894,382,0.571483822,0.061926433,,15656851,50932060,66588911,0.235127002,64889056,41092411,105981467,51647160,30740500,82387660,,1.308900524,,11961834.16,38912093.84,50873928,0.179637029,49575238.78,31394602,80969840.79,39458430.24,23485742,62944172.24
resnet50,50,1,7.603171589,500,1.179459264,0.183610225,,mobilenet,50,32,18.4420617,205,1.574528319,0.093346685,,19881558,104563740,124445298,0.159761424,121276657,80186714,201463371,105646220,70891089,176537309,,2.43902439,,8151438.78,42871133.4,51022572.18,0.065502184,49723429.37,32876552.74,82599982.11,43314950.2,29065346.49,72380296.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,16.03730689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,50,8,16.37105464,234,0.333747751,0.020810711,,mobilenet,10,1,7.456678149,500,1.689265339,0.292898288,,2021923,2955048,4976971,0.406255733,4742612,3094102,7836714,3526137,650259,4176396,,0.468,,4320348.291,6314205.128,10634553.42,0.868067805,10133786.32,6611329.06,16745115.38,7534480.769,1389442.308,8923923.077
resnet50,50,8,16.72238519,500,0.685078295,0.042717789,,mobilenet,10,8,23.47979699,352,4.050408919,0.208468167,,11093898,22776914,33870812,0.327535637,32910564,20874532,53785096,24372805,12992906,37365711,,1.420454545,,7810104.192,16034947.46,23845051.65,0.230585089,23169037.06,14695670.53,37864707.58,17158454.72,9147005.824,26305460.54
resnet50,50,8,16.80155128,500,0.764244387,0.04765416,,mobilenet,10,16,39.94049923,208,6.097005732,0.180152966,,18851231,47845660,66696891,0.282640326,65055313,41144094,106199407,50667425,31522588,82190013,,2.403846154,,7842112.096,19903794.56,27745906.66,0.117578376,27063010.21,17115943.1,44178953.31,21077648.8,13113396.61,34191045.41
resnet50,50,8,16.84602613,500,0.808719237,0.050427372,,mobilenet,10,32,72.58358933,113,10.11301785,0.16188451,,24128868,100916572,125045440,0.192960799,121729851,80305179,202035030,106027294,70266110,176293404,,4.424778761,,5453124.168,22807145.27,28260269.44,0.043609141,27510946.33,18148970.45,45659916.78,23962168.44,15880140.86,39842309.3
resnet50,50,8,16.59608749,175,0.558780604,0.034842546,,mobilenet,25,1,5.669315724,500,0.473094601,0.091045895,,2101877,2955048,5056925,0.415643301,4822791,3093477,7916268,3124990,611317,3736307,,0.35,,6005362.857,8442994.286,14448357.14,1.187552289,13779402.86,8838505.714,22617908.57,8928542.857,1746620,10675162.86
resnet50,50,8,17.89372204,295,1.856415153,0.115756041,,mobilenet,25,8,10.3591189,500,2.304121781,0.286048741,,10260681,23747778,34008459,0.301709672,33069815,20856593,53926408,24623982,12632991,37256973,,0.59,,17390984.75,40250471.19,57641455.93,0.511372325,56050533.9,35350157.63,91400691.53,41735562.71,21411849.15,63147411.86
resnet50,50,8,18.45443549,485,2.417128596,0.150719108,,mobilenet,25,16,17.70782421,500,3.767188387,0.270230744,,16223788,50479016,66702804,0.243224977,64999170,41099302,106098472,51526576,31285129,82811705,,0.97,,16725554.64,52040222.68,68765777.32,0.250747399,67009453.61,42370414.43,109379868,53120181.44,32252710.31,85372891.75
resnet50,50,8,18.70527512,500,2.66796823,0.166360116,,mobilenet,25,32,32.47613833,285,6.669152106,0.258424291,,21770914,103030464,124801378,0.1744445,121587800,80216963,201804763,105019033,70789926,175808959,,1.754385965,,12409420.98,58727364.48,71136785.46,0.099433365,69305046,45723668.91,115028714.9,59860848.81,40350257.82,100211106.6
resnet50,50,8,16.68596438,176,0.648657488,0.040446784,,mobilenet,50,1,5.72972883,500,0.598062294,0.116543484,,2095118,2981840,5076958,0.412671919,4845070,3092578,7937648,3147172,493757,3640929,,0.352,,5952039.773,8471136.364,14423176.14,1.172363406,13764403.41,8785732.955,22550136.36,8940829.545,1402718.75,10343548.3
resnet50,50,8,19.94578794,175,3.908481052,0.243711808,,mobilenet,50,8,6.798532552,500,1.268706311,0.229429688,,9161675,24892654,34054329,0.269031141,33122957,20843324,53966281,25190489,12416375,37606864,,0.35,,26176214.29,71121868.57,97298082.86,0.768660404,94637020,59552354.29,154189374.3,71972825.71,35475357.14,107448182.9
resnet50,50,8,21.7426193,270,5.705312405,0.355752524,,mobilenet,50,16,11.52015769,500,2.29172662,0.248333287,,15656851,50932060,66588911,0.235127002,64889056,41092411,105981467,51647160,30740500,82387660,,0.54,,28994168.52,94318629.63,123312798.1,0.435420374,120164918.5,76097057.41,196261975.9,95642888.89,56926851.85,152569740.7
resnet50,50,8,22.73073401,477,6.693427121,0.417366031,,mobilenet,50,32,21.46480104,500,4.597267664,0.272551271,,19881558,104563740,124445298,0.159761424,121276657,80186714,201463371,105646220,70891089,176537309,,0.954,,20840207.55,109605597.5,130445805,0.167464805,127124378.4,84053159.33,211177537.7,110740272.5,74309317.61,185049590.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,27.63375874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,50,16,28.4165307,152,0.782771957,0.028326655,,mobilenet,10,1,8.408515514,500,2.641102704,0.457935437,,2021923,2955048,4976971,0.406255733,4742612,3094102,7836714,3526137,650259,4176396,,0.304,,6651062.5,9720552.632,16371615.13,1.336367542,15600697.37,10177967.11,25778664.47,11599134.87,2139009.868,13738144.74
resnet50,50,16,28.74161884,461,1.107860097,0.040090822,,mobilenet,10,8,26.2424589,500,6.81307083,0.350658024,,11093898,22776914,33870812,0.327535637,32910564,20874532,53785096,24372805,12992906,37365711,,0.922,,12032427.33,24703811.28,36736238.61,0.355244726,35694754.88,22640490.24,58335245.12,26434712.58,14092088.94,40526801.52
resnet50,50,16,29.00694367,500,1.373184932,0.049692296,,mobilenet,10,16,44.4475543,323,10.6040608,0.313326424,,18851231,47845660,66696891,0.282640326,65055313,41144094,106199407,50667425,31522588,82190013,,1.547987616,,12177895.23,30908296.36,43086191.59,0.18258565,42025732.2,26579084.72,68604816.92,32731156.55,20363591.85,53094748.4
resnet50,50,16,29.18479182,500,1.551033081,0.056128198,,mobilenet,10,32,80.9443577,177,18.47378622,0.295719821,,24128868,100916572,125045440,0.192960799,121729851,80305179,202035030,106027294,70266110,176293404,,2.824858757,,8541619.272,35724466.49,44266085.76,0.068308123,43092367.25,28428033.37,71520400.62,37533662.08,24874202.94,62407865.02
resnet50,50,16,28.61558722,101,0.981828476,0.035530037,,mobilenet,25,1,5.603666175,500,0.407445052,0.0784118,,2101877,2955048,5056925,0.415643301,4822791,3093477,7916268,3124990,611317,3736307,,0.202,,10405331.68,14628950.5,25034282.18,2.057640104,23875202.97,15314242.57,39189445.54,15470247.52,3026321.782,18496569.31
resnet50,50,16,30.81628404,196,3.182525303,0.115168021,,mobilenet,25,8,11.82794752,500,3.772950404,0.468398728,,10260681,23747778,34008459,0.301709672,33069815,20856593,53926408,24623982,12632991,37256973,,0.392,,26175206.63,60581066.33,86756272.96,0.76966753,84361772.96,53205594.39,137567367.3,62816280.61,32227017.86,95043298.47
resnet50,50,16,31.90322453,320,4.269465794,0.154501812,,mobilenet,25,16,20.14468094,500,6.204045119,0.445033153,,16223788,50479016,66702804,0.243224977,64999170,41099302,106098472,51526576,31285129,82811705,,0.64,,25349668.75,78873462.5,104223131.3,0.380039027,101561203.1,64217659.38,165778862.5,80510275,48883014.06,129393289.1
resnet50,50,16,32.38392114,500,4.750162403,0.171897079,,mobilenet,25,32,36.83805003,436,11.03106381,0.427444868,,21770914,103030464,124801378,0.1744445,121587800,80216963,201804763,105019033,70789926,175808959,,1.146788991,,18984237.01,89842564.61,108826801.6,0.152115604,106024561.6,69949191.74,175973753.3,91576596.78,61728815.47,153305412.2
resnet50,50,16,28.6018124,105,0.968053659,0.035031559,,mobilenet,50,1,5.831219261,500,0.699552725,0.136320768,,2095118,2981840,5076958,0.412671919,4845070,3092578,7937648,3147172,493757,3640929,,0.21,,9976752.381,14199238.1,24175990.48,1.965104376,23071761.9,14726561.9,37798323.81,14986533.33,2351223.81,17337757.14
resnet50,50,16,34.10829502,117,6.474536277,0.234298068,,mobilenet,50,8,7.744305913,500,2.214479672,0.400460987,,9161675,24892654,34054329,0.269031141,33122957,20843324,53966281,25190489,12416375,37606864,,0.234,,39152457.26,106378863.2,145531320.5,1.149705732,141551098.3,89074034.19,230625132.5,107651662.4,53061431.62,160713094
resnet50,50,16,37.21371544,181,9.579956703,0.346675846,,mobilenet,50,16,13.18237382,500,3.953942745,0.428452325,,15656851,50932060,66588911,0.235127002,64889056,41092411,105981467,51647160,30740500,82387660,,0.362,,43250969.61,140696298.3,183947268,0.649522105,179251535.9,113514947.5,292766483.4,142671712.7,84918508.29,227590221
resnet50,50,16,38.72442482,318,11.09066608,0.401344825,,mobilenet,50,32,24.31889777,500,7.451364394,0.441757797,,19881558,104563740,124445298,0.159761424,121276657,80186714,201463371,105646220,70891089,176537309,,0.636,,31260311.32,164408396.2,195668707.5,0.251197207,190686567.6,126079739,316766306.6,166110408.8,111463976.4,277574385.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,50.28016605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,50,32,51.86008372,89,1.579917669,0.031422284,,mobilenet,10,1,8.908839306,500,3.141426496,0.544685563,,2021923,2955048,4976971,0.406255733,4742612,3094102,7836714,3526137,650259,4176396,,0.178,,11359117.98,16601393.26,27960511.24,2.282335577,26643887.64,17382595.51,44026483.15,19809758.43,3653140.449,23462898.88
resnet50,50,32,52.37971125,266,2.099545202,0.041756927,,mobilenet,10,8,27.47884985,500,8.049461776,0.414293119,,11093898,22776914,33870812,0.327535637,32910564,20874532,53785096,24372805,12992906,37365711,,0.532,,20853191.73,42813748.12,63666939.85,0.615668491,61861962.41,39237842.11,101099804.5,45813543.23,24422755.64,70236298.87
resnet50,50,32,52.93794752,443,2.657781467,0.052859441,,mobilenet,10,16,46.44059145,500,12.59709795,0.372216242,,18851231,47845660,66696891,0.282640326,65055313,41144094,106199407,50667425,31522588,82190013,,0.886,,21276784.42,54001873.59,75278658.01,0.31900714,73425861.17,46438029.35,119863890.5,57186709.93,35578541.76,92765251.69
resnet50,50,32,53.24101389,500,2.960847835,0.058886994,,mobilenet,10,32,84.65287712,311,22.18230564,0.355084084,,24128868,100916572,125045440,0.192960799,121729851,80305179,202035030,106027294,70266110,176293404,,1.607717042,,15008155.9,62770107.78,77778263.68,0.120021617,75715967.32,49949821.34,125665788.7,65948976.87,43705520.42,109654497.3
resnet50,50,32,52.2719673,57,1.991801252,0.039614055,,mobilenet,25,1,5.771302204,500,0.575081081,0.110672942,,2101877,2955048,5056925,0.415643301,4822791,3093477,7916268,3124990,611317,3736307,,0.114,,18437517.54,25921473.68,44358991.23,3.645993869,42305184.21,27135763.16,69440947.37,27412192.98,5362429.825,32774622.81
resnet50,50,32,56.102878,114,5.822711952,0.115805345,,mobilenet,25,8,12.49296137,500,4.437964255,0.550957895,,10260681,23747778,34008459,0.301709672,33069815,20856593,53926408,24623982,12632991,37256973,,0.228,,45002986.84,104156921.1,149159907.9,1.323288034,145043048.2,91476285.09,236519333.3,107999921.1,55407855.26,163407776.3
resnet50,50,32,58.02522727,185,7.745061223,0.1540381,,mobilenet,25,16,21.13919116,500,7.198555338,0.516372096,,16223788,50479016,66702804,0.243224977,64999170,41099302,106098472,51526576,31285129,82811705,,0.37,,43848075.68,136429773,180277848.6,0.657364804,175673432.4,111079194.6,286752627,139261016.2,84554402.7,223815418.9
resnet50,50,32,59.01464632,332,8.734480273,0.173716218,,mobilenet,25,32,38.72008061,500,12.91309439,0.500372042,,21770914,103030464,124801378,0.1744445,121587800,80216963,201804763,105019033,70789926,175808959,,0.664,,32787521.08,155166361.4,187953882.5,0.262717621,183114156.6,120808679.2,303922835.8,158161194.3,106611334.3,264772528.6
resnet50,50,32,52.33946929,55,2.059303235,0.040956572,,mobilenet,50,1,5.541826561,500,0.410160025,0.079927256,,2095118,2981840,5076958,0.412671919,4845070,3092578,7937648,3147172,493757,3640929,,0.11,,19046527.27,27107636.36,46154163.64,3.751562899,44046090.91,28114345.45,72160436.36,28610654.55,4488700,33099354.55
resnet50,50,32,61.75165923,68,11.47149318,0.228151458,,mobilenet,50,8,8.143023666,500,2.613197425,0.472564112,,9161675,24892654,34054329,0.269031141,33122957,20843324,53966281,25190489,12416375,37606864,,0.136,,67365257.35,183034220.6,250399477.9,1.978170157,243551154.4,153259735.3,396810889.7,185224183.8,91296875,276521058.8
resnet50,50,32,67.10023898,105,16.82007293,0.334526996,,mobilenet,50,16,13.79829484,500,4.56986377,0.495194008,,15656851,50932060,66588911,0.235127002,64889056,41092411,105981467,51647160,30740500,82387660,,0.21,,74556433.33,242533619,317090052.4,1.11965239,308995504.8,195678147.6,504673652.4,245938857.1,146383333.3,392322190.5
resnet50,50,32,70.37134502,184,20.09117897,0.399584579,,mobilenet,50,32,25.48055278,500,8.613019396,0.510627085,,19881558,104563740,124445298,0.159761424,121276657,80186714,201463371,105646220,70891089,176537309,,0.368,,54025972.83,284140597.8,338166570.7,0.434134304,329556133.2,217898679.3,547454812.5,287082119.6,192638828.8,479720948.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,6.235333443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,75,1,6.264493193,500,0.02915975,0.004676534,,mobilenet,10,1,6.605098272,470,0.837685462,0.145244582,,2021923,2955048,4976971,0.406255733,4742612,3094102,7836714,3526137,650259,4176396,,1.063829787,,1900607.62,2777745.12,4678352.74,0.381880389,4458055.28,2908455.88,7366511.16,3314568.78,611243.46,3925812.24
resnet50,75,1,6.853401732,500,0.618068289,0.099123534,,mobilenet,10,8,20.62293542,165,1.193547346,0.061430002,,11093898,22776914,33870812,0.327535637,32910564,20874532,53785096,24372805,12992906,37365711,,3.03030303,,3660986.34,7516381.62,11177367.96,0.10808676,10860486.12,6888595.56,17749081.68,8043025.65,4287658.98,12330684.63
resnet50,75,1,6.71164122,500,0.476307777,0.076388501,,mobilenet,10,16,35.3803964,93,1.536902902,0.045412064,,18851231,47845660,66696891,0.282640326,65055313,41144094,106199407,50667425,31522588,82190013,,5.376344086,,3506328.966,8899292.76,12405621.73,0.052571101,12100288.22,7652801.484,19753089.7,9424141.05,5863201.368,15287342.42
resnet50,75,1,6.885801788,500,0.650468345,0.104319737,,mobilenet,10,32,64.46951227,51,1.998940786,0.031998119,,24128868,100916572,125045440,0.192960799,121729851,80305179,202035030,106027294,70266110,176293404,,9.803921569,,2461144.536,10293490.34,12754634.88,0.019682001,12416444.8,8191128.258,20607573.06,10814783.99,7167143.22,17981927.21
resnet50,75,1,7.028789537,428,0.793456094,0.12725159,,mobilenet,25,1,5.986793343,500,0.79057222,0.152143683,,2101877,2955048,5056925,0.415643301,4822791,3093477,7916268,3124990,611317,3736307,,0.856,,2455463.785,3452158.879,5907622.664,0.485564604,5634101.636,3613875,9247976.636,3650689.252,714155.3738,4364844.626
resnet50,75,1,7.025014527,500,0.789681084,0.126646168,,mobilenet,25,8,8.859623788,394,0.804626673,0.099891615,,10260681,23747778,34008459,0.301709672,33069815,20856593,53926408,24623982,12632991,37256973,,1.269035533,,8085416.628,18713249.06,26798665.69,0.237747221,26059014.22,16434995.28,42494009.5,19403697.82,9954796.908,29358494.72
resnet50,75,1,6.742618874,500,0.507285431,0.081356584,,mobilenet,25,16,15.12949907,221,1.188863253,0.085280418,,16223788,50479016,66702804,0.243224977,64999170,41099302,106098472,51526576,31285129,82811705,,2.262443439,,7170914.296,22311725.07,29482639.37,0.10750544,28729633.14,18165891.48,46895524.62,22774746.59,13828027.02,36602773.61
resnet50,75,1,7.073266304,500,0.837932861,0.134384611,,mobilenet,25,32,27.64096006,127,1.833973843,0.071065014,,21770914,103030464,124801378,0.1744445,121587800,80216963,201804763,105019033,70789926,175808959,,3.937007874,,5529812.156,26169737.86,31699550.01,0.044308903,30883301.2,20375108.6,51258409.8,26674834.38,17980641.2,44655475.59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,13.19817828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,75,8,13.71778259,303,0.51960431,0.039369396,,mobilenet,10,1,8.125904971,500,2.358492161,0.408934168,,2021923,2955048,4976971,0.406255733,4742612,3094102,7836714,3526137,650259,4176396,,0.606,,3336506.601,4876316.832,8212823.432,0.670388998,7826092.409,5105778.878,12931871.29,5818707.921,1073034.653,6891742.574
resnet50,75,8,13.96518436,500,0.767006081,0.058114542,,mobilenet,10,8,25.60970563,270,6.180317558,0.31809121,,11093898,22776914,33870812,0.327535637,32910564,20874532,53785096,24372805,12992906,37365711,,1.851851852,,5990704.92,12299533.56,18290238.48,0.176869244,17771704.56,11272247.28,29043951.84,13161314.7,7016169.24,20177483.94
resnet50,75,8,14.0572965,500,0.859118225,0.065093698,,mobilenet,10,16,43.59986357,159,9.756370068,0.288279047,,18851231,47845660,66696891,0.282640326,65055313,41144094,106199407,50667425,31522588,82190013,,3.144654088,,5994691.458,15214919.88,21209611.34,0.089879624,20687589.53,13083821.89,33771411.43,16112241.15,10024182.98,26136424.13
resnet50,75,8,14.1408121,500,0.942633823,0.07142151,,mobilenet,10,32,79.47395546,86,17.00338398,0.272182303,,24128868,100916572,125045440,0.192960799,121729851,80305179,202035030,106027294,70266110,176293404,,5.813953488,,4150165.296,17357650.38,21507815.68,0.033189257,20937534.37,13812490.79,34750025.16,18236694.57,12085770.92,30322465.49
resnet50,75,8,13.87389525,225,0.675716967,0.051197745,,mobilenet,25,1,6.13150848,500,0.935287357,0.179993756,,2101877,2955048,5056925,0.415643301,4822791,3093477,7916268,3124990,611317,3736307,,0.45,,4670837.778,6566773.333,11237611.11,0.92365178,10717313.33,6874393.333,17591706.67,6944422.222,1358482.222,8302904.444
resnet50,75,8,14.96847067,385,1.770292385,0.134131571,,mobilenet,25,8,11.34817197,500,3.293174855,0.408836255,,10260681,23747778,34008459,0.301709672,33069815,20856593,53926408,24623982,12632991,37256973,,0.77,,13325559.74,30841270.13,44166829.87,0.391830742,42947811.69,27086484.42,70034296.1,31979197.4,16406481.82,48385679.22
