,,,,,,,,,,,,,,,,hit sum,miss sum,hit+miss sum,hit rate,l1 read from l2,l1 write to l2,l1 read+write from/to l2,l2 read from dram,l2 write to dram,l2 read+write from/to dram,,,,,,,,,,,,,
resnet50,10,16,114.688638,278,4.051252187,0.036617389,,mobilenet,10,32,63.11309003,500,0.642518547,0.01028514,,24128868,100916572,125045440,0.192960799,121729851,80305179,202035030,106027294,70266110,176293404,,0.556,,43397244.6,181504625.9,224901870.5,0.347051797,218938580.9,144433775.2,363372356.1,190696571.9,126377895.7,317074467.6
resnet50,10,16,115.9958228,27,5.358436965,0.048432426,,mobilenet,25,1,5.965087686,500,0.768866563,0.147966483,,2101877,2955048,5056925,0.415643301,4822791,3093477,7916268,3124990,611317,3736307,,0.054,,38923648.15,54723111.11,93646759.26,7.697098167,89310944.44,57286611.11,146597555.6,57870185.19,11320685.19,69190870.37
resnet50,10,16,117.9815407,38,7.34415488,0.066380409,,mobilenet,25,8,8.61866456,500,0.563667445,0.069977362,,10260681,23747778,34008459,0.301709672,33069815,20856593,53926408,24623982,12632991,37256973,,0.076,,135008960.5,312470763.2,447479723.7,3.969864101,435129144.7,274428855.3,709558000,323999763.2,166223565.8,490223328.9
resnet50,10,16,119.5430466,63,8.905660818,0.080494136,,mobilenet,25,16,14.73284665,500,0.792210825,0.056827453,,16223788,50479016,66702804,0.243224977,64999170,41099302,106098472,51526576,31285129,82811705,,0.126,,128760222.2,400627111.1,529387333.3,1.930356964,515866428.6,326184936.5,842051365.1,408941079.4,248294674.6,657235754
resnet50,10,16,120.881689,114,10.24430317,0.092593504,,mobilenet,25,32,27.0789085,500,1.271922284,0.049285968,,21770914,103030464,124801378,0.1744445,121587800,80216963,201804763,105019033,70789926,175808959,,0.228,,95486464.91,451888000,547374464.9,0.765107457,533279824.6,351828785.1,885108609.6,460609793.9,310482131.6,771091925.4
resnet50,10,16,115.9895658,27,5.352180014,0.048375872,,mobilenet,50,1,5.870476605,500,0.738810069,0.143970787,,2095118,2981840,5076958,0.412671919,4845070,3092578,7937648,3147172,493757,3640929,,0.054,,38798481.48,55219259.26,94017740.74,7.642072572,89723518.52,57269962.96,146993481.5,58280962.96,9143648.148,67424611.11
resnet50,10,16,128.0518929,24,17.41450712,0.15740165,,mobilenet,50,8,5.903486348,500,0.373660107,0.067571763,,9161675,24892654,34054329,0.269031141,33122957,20843324,53966281,25190489,12416375,37606864,,0.048,,190868229.2,518596958.3,709465187.5,5.604815446,690061604.2,434235916.7,1124297521,524801854.2,258674479.2,783476333.3
resnet50,10,16,139.6822194,36,29.0448336,0.262522776,,mobilenet,50,16,9.669136314,500,0.440705242,0.047755164,,15656851,50932060,66588911,0.235127002,64889056,41092411,105981467,51647160,30740500,82387660,,0.072,,217456263.9,707389722.2,924845986.1,3.265652803,901236888.9,570727930.6,1471964819,717321666.7,426951388.9,1144273056
resnet50,10,16,145.7904392,64,35.15305345,0.317732141,,mobilenet,50,32,18.08664288,500,1.219109496,0.072275505,,19881558,104563740,124445298,0.159761424,121276657,80186714,201463371,105646220,70891089,176537309,,0.128,,155324671.9,816904218.8,972228890.6,1.248136124,947473882.8,626458703.1,1573932586,825361093.8,553836632.8,1379197727
resnet50,10,16,115.8089511,25,5.171565311,0.046743379,,mobilenet,75,1,5.613820413,500,0.52721176,0.103647006,,2062134,3061084,5123218,0.402507565,4887344,3091566,7978910,3192418,292451,3484869,,0.05,,41242680,61221680,102464360,8.050151292,97746880,61831320,159578200,63848360,5849020,69697380
resnet50,10,16,135.4523149,22,24.8149291,0.224290631,,mobilenet,75,8,5.619139523,500,0.503158087,0.098350257,,9182769,24956776,34139545,0.268977486,33204728,20841871,54046599,25253178,12072906,37326084,,0.044,,208699295.5,567199454.5,775898750,6.11312469,754652909.1,473678886.4,1228331795,573935863.6,274384227.3,848320090.9
resnet50,10,16,158.6902217,27,48.05283592,0.43432729,,mobilenet,75,16,8.189469944,500,0.646421009,0.085697576,,14222880,51621746,65844626,0.216006694,64229599,41074298,105303897,52100352,31230080,83330432,,0.054,,263386666.7,955958259.3,1219344926,4.000123969,1189437019,760635148.1,1950072167,964821333.3,578334814.8,1543156148
resnet50,10,16,172.3373144,46,61.69992864,0.557677029,,mobilenet,75,32,15.50556525,500,1.10112272,0.076443272,,19114134,104921854,124035988,0.154101518,120885436,80163295,201048731,105621688,68979798,174601486,,0.092,,207762326.1,1140454935,1348217261,1.675016497,1313972130,871340163,2185312293,1148061826,749780413,1897842239
resnet50,10,16,116.1651637,27,5.527777876,0.04996302,,mobilenet,90,1,5.944424394,500,0.947831753,0.189695623,,,0.054,,,,,,,,,,,,,,,,,,,,,
resnet50,10,16,135.9726556,23,25.33526979,0.228993749,,mobilenet,90,8,5.941222142,500,0.90564679,0.179849715,,,0.046,,,,,,,,,,,,,,,,,,,,,
resnet50,10,16,168.881553,24,58.24416721,0.526442005,,mobilenet,90,16,7.833217738,500,0.776818722,0.110087131,,,0.048,,,,,,,,,,,,,,,,,,,,,
resnet50,10,16,183.1948093,42,72.55742352,0.655812888,,mobilenet,90,32,15.02029178,500,1.375283797,0.100790252,,,0.084,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,203.6976756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,10,32,207.5004928,17,3.802817169,0.018668928,,mobilenet,10,1,6.499079615,500,0.731666805,0.126862222,,2021923,2955048,4976971,0.406255733,4742612,3094102,7836714,3526137,650259,4176396,,0.034,,59468323.53,86913176.47,146381500,11.94869802,139488588.2,91003000,230491588.2,103709911.8,19125264.71,122835176.5
resnet50,10,32,208.5729556,50,4.875280027,0.023933901,,mobilenet,10,8,20.41141832,500,0.98203025,0.05054355,,11093898,22776914,33870812,0.327535637,32910564,20874532,53785096,24372805,12992906,37365711,,0.1,,110938980,227769140,338708120,3.275356375,329105640,208745320,537850960,243728050,129929060,373657110
resnet50,10,32,208.7573339,85,5.059658313,0.024839058,,mobilenet,10,16,34.73397301,500,0.890479507,0.02631169,,18851231,47845660,66696891,0.282640326,65055313,41144094,106199407,50667425,31522588,82190013,,0.17,,110889594.1,281445058.8,392334652.9,1.662590152,382678311.8,242024082.4,624702394.1,298043676.5,185426988.2,483470664.7
resnet50,10,32,209.0205042,153,5.322828622,0.026131023,,mobilenet,10,32,63.25310646,500,0.782534981,0.012526458,,24128868,100916572,125045440,0.192960799,121729851,80305179,202035030,106027294,70266110,176293404,,0.306,,78852509.8,329792719,408645228.8,0.630590846,397809970.6,262435225.5,660245196.1,346494424.8,229627810.5,576122235.3
resnet50,10,32,208.1698799,16,4.472204313,0.021955107,,mobilenet,25,1,6.055139448,500,0.858918325,0.165296723,,2101877,2955048,5056925,0.415643301,4822791,3093477,7916268,3124990,611317,3736307,,0.032,,65683656.25,92345250,158028906.3,12.98885316,150712218.8,96671156.25,247383375,97655937.5,19103656.25,116759593.8
resnet50,10,32,214.1926161,21,10.49494045,0.051522141,,mobilenet,25,8,8.643072199,500,0.588075084,0.073007485,,10260681,23747778,34008459,0.301709672,33069815,20856593,53926408,24623982,12632991,37256973,,0.042,,244301928.6,565423285.7,809725214.3,7.183563612,787376547.6,496585547.6,1283962095,586285285.7,300785500,887070785.7
resnet50,10,32,218.4784454,35,14.78076983,0.07256229,,mobilenet,25,16,14.80769364,500,0.867057816,0.062196433,,16223788,50479016,66702804,0.243224977,64999170,41099302,106098472,51526576,31285129,82811705,,0.07,,231768400,721128800,952897200,3.474642535,928559571.4,587132885.7,1515692457,736093942.9,446930414.3,1183024357
resnet50,10,32,220.606573,63,16.90889735,0.083009771,,mobilenet,25,32,27.18208991,500,1.375103692,0.053284164,,21770914,103030464,124801378,0.1744445,121587800,80216963,201804763,105019033,70789926,175808959,,0.126,,172785031.7,817702095.2,990487127,1.38448016,964982539.7,636642563.5,1601625103,833484388.9,561824809.5,1395309198
resnet50,10,32,208.738623,15,5.040947447,0.024747202,,mobilenet,50,1,5.855783984,500,0.724117448,0.141107658,,2095118,2981840,5076958,0.412671919,4845070,3092578,7937648,3147172,493757,3640929,,0.03,,69837266.67,99394666.67,169231933.3,13.75573063,161502333.3,103085933.3,264588266.7,104905733.3,16458566.67,121364300
resnet50,10,32,233.3324303,13,29.63475473,0.14548401,,mobilenet,50,8,5.772141178,500,0.242314937,0.04381963,,9161675,24892654,34054329,0.269031141,33122957,20843324,53966281,25190489,12416375,37606864,,0.026,,352372115.4,957409769.2,1309781885,10.34735159,1273959885,801666307.7,2075626192,968864961.5,477552884.6,1446417846
resnet50,10,32,254.4518585,20,50.75418292,0.249164271,,mobilenet,50,16,9.687146374,500,0.458715302,0.049706748,,15656851,50932060,66588911,0.235127002,64889056,41092411,105981467,51647160,30740500,82387660,,0.04,,391421275,1273301500,1664722775,5.878175046,1622226400,1027310275,2649536675,1291179000,768512500,2059691500
resnet50,10,32,265.1854697,35,61.48779411,0.301858104,,mobilenet,50,32,18.13708541,500,1.269552027,0.075266015,,19881558,104563740,124445298,0.159761424,121276657,80186714,201463371,105646220,70891089,176537309,,0.07,,284022257.1,1493767714,1777789971,2.282306055,1732523671,1145524486,2878048157,1509231714,1012729843,2521961557
resnet50,10,32,214.0696364,13,10.37196082,0.050918405,,mobilenet,75,1,5.130968193,500,0.04435954,0.008720848,,2062134,3061084,5123218,0.402507565,4887344,3091566,7978910,3192418,292451,3484869,,0.026,,79312846.15,117734000,197046846.2,15.48106018,187974769.2,118906384.6,306881153.8,122785307.7,11248115.38,134033423.1
resnet50,10,32,243.5527255,12,39.85504987,0.195657853,,mobilenet,75,8,5.642232061,500,0.526250625,0.102864061,,9182769,24956776,34139545,0.268977486,33204728,20841871,54046599,25253178,12072906,37326084,,0.024,,382615375,1039865667,1422481042,11.20739527,1383530333,868411291.7,2251941625,1052215750,503037750,1555253500
resnet50,10,32,290.5898458,15,86.89217018,0.426574186,,mobilenet,75,16,8.241827127,500,0.698778192,0.092638693,,14222880,51621746,65844626,0.216006694,64229599,41074298,105303897,52100352,31230080,83330432,,0.03,,474096000,1720724867,2194820867,7.200223143,2140986633,1369143267,3510129900,1736678400,1041002667,2777681067
resnet50,10,32,312.0349168,26,108.3372412,0.531853105,,mobilenet,75,32,15.56475457,500,1.160312036,0.080552374,,19114134,104921854,124035988,0.154101518,120885436,80163295,201048731,105621688,68979798,174601486,,0.052,,367579500,2017727962,2385307462,2.963490725,2324719923,1541601827,3866321750,2031186308,1326534577,3357720885
resnet50,10,32,211.1674754,15,7.469799782,0.036671011,,mobilenet,90,1,5.941544446,500,0.944951805,0.18911924,,,0.03,,,,,,,,,,,,,,,,,,,,,
resnet50,10,32,247.0749334,12,43.37725777,0.212949203,,mobilenet,90,8,5.535999422,500,0.50042407,0.099377734,,,0.024,,,,,,,,,,,,,,,,,,,,,
resnet50,10,32,302.9373877,14,99.23971214,0.487191186,,mobilenet,90,16,7.882837433,500,0.826438417,0.117119003,,,0.028,,,,,,,,,,,,,,,,,,,,,
resnet50,10,32,335.2062776,23,131.508602,0.645606788,,mobilenet,90,32,15.0779243,500,1.432916325,0.10501396,,,0.046,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,7.037413735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,25,1,7.559267679,435,0.521853944,0.074154222,,mobilenet,10,1,6.46390803,500,0.69649522,0.120763892,,2021923,2955048,4976971,0.406255733,4742612,3094102,7836714,3526137,650259,4176396,,0.87,,2324049.425,3396606.897,5720656.322,0.466960612,5451278.161,3556439.08,9007717.241,4053031.034,747424.1379,4800455.172
resnet50,25,1,7.461629445,500,0.42421571,0.060280058,,mobilenet,10,8,20.37794963,182,0.948561561,0.048820969,,11093898,22776914,33870812,0.327535637,32910564,20874532,53785096,24372805,12992906,37365711,,2.747252747,,4038178.872,8290796.696,12328975.57,0.119222972,11979445.3,7598329.648,19577774.94,8871701.02,4729417.784,13601118.8
resnet50,25,1,7.585288507,500,0.547874772,0.077851721,,mobilenet,10,16,34.84751746,107,1.004023959,0.029666676,,18851231,47845660,66696891,0.282640326,65055313,41144094,106199407,50667425,31522588,82190013,,4.672897196,,4034163.434,10238971.24,14273134.67,0.06048503,13921836.98,8804836.116,22726673.1,10842828.95,6745833.832,17588662.78
resnet50,25,1,7.903468673,500,0.866054938,0.123064377,,mobilenet,10,32,63.42204577,60,0.951474291,0.01523076,,24128868,100916572,125045440,0.192960799,121729851,80305179,202035030,106027294,70266110,176293404,,8.333333333,,2895464.16,12109988.64,15005452.8,0.023155296,14607582.12,9636621.48,24244203.6,12723275.28,8431933.2,21155208.48
resnet50,25,1,7.642700959,373,0.605287224,0.086009896,,mobilenet,25,1,5.656284046,500,0.460062923,0.08853798,,2101877,2955048,5056925,0.415643301,4822791,3093477,7916268,3124990,611317,3736307,,0.746,,2817529.491,3961190.349,6778719.839,0.557162602,6464867.292,4146752.011,10611619.3,4188994.638,819459.7855,5008454.424
resnet50,25,1,8.130017168,500,1.092603433,0.155256387,,mobilenet,25,8,8.655777677,465,0.600780562,0.074584826,,10260681,23747778,34008459,0.301709672,33069815,20856593,53926408,24623982,12632991,37256973,,1.075268817,,9542433.33,22085433.54,31627866.87,0.280589995,30754927.95,19396631.49,50151559.44,22900303.26,11748681.63,34648984.89
resnet50,25,1,8.245431417,500,1.208017682,0.171656482,,mobilenet,25,16,14.8071061,276,0.866470281,0.062154287,,16223788,50479016,66702804,0.243224977,64999170,41099302,106098472,51526576,31285129,82811705,,1.811594203,,8955530.976,27864416.83,36819947.81,0.134260188,35879541.84,22686814.7,58566356.54,28442669.95,17269391.21,45712061.16
resnet50,25,1,8.393156034,500,1.355742299,0.192647804,,mobilenet,25,32,27.07763035,153,1.270644128,0.04923644,,21770914,103030464,124801378,0.1744445,121587800,80216963,201804763,105019033,70789926,175808959,,3.267973856,,6661899.684,31527321.98,38189221.67,0.053380017,37205866.8,24546390.68,61752257.48,32135824.1,21661717.36,53797541.45
resnet50,25,1,7.780272717,383,0.742858982,0.10555852,,mobilenet,50,1,5.912116287,500,0.780449751,0.152085048,,2095118,2981840,5076958,0.412671919,4845070,3092578,7937648,3147172,493757,3640929,,0.766,,2735140.992,3892741.514,6627882.507,0.538736187,6325156.658,4037308.094,10362464.75,4108579.634,644591.3838,4753171.018
resnet50,25,1,8.725482626,349,1.688068891,0.239870634,,mobilenet,50,8,5.972420934,500,0.442594693,0.080037722,,9161675,24892654,34054329,0.269031141,33122957,20843324,53966281,25190489,12416375,37606864,,0.698,,13125608.88,35662828.08,48788436.96,0.385431435,47454093.12,29861495.7,77315588.83,36089525.79,17788502.87,53878028.65
resnet50,25,1,9.612648699,500,2.575234964,0.365934853,,mobilenet,50,16,9.600610301,497,0.372179229,0.040329632,,15656851,50932060,66588911,0.235127002,64889056,41092411,105981467,51647160,30740500,82387660,,1.006036217,,15562909.89,50626467.64,66189377.53,0.23371624,64499721.66,40845856.53,105345578.2,51337277.04,30556057,81893334.04
resnet50,25,1,10.24019449,500,3.202780757,0.45510764,,mobilenet,50,32,17.99495649,282,1.12742311,0.066839833,,19881558,104563740,124445298,0.159761424,121276657,80186714,201463371,105646220,70891089,176537309,,1.773049645,,11213198.71,58973949.36,70187148.07,0.090105443,68400034.55,45225306.7,113625341.2,59584468.08,39982574.2,99567042.28
resnet50,25,1,7.610576994,352,0.573163259,0.081445156,,mobilenet,75,1,5.307887686,500,0.221279033,0.043502272,,2062134,3061084,5123218,0.402507565,4887344,3091566,7978910,3192418,292451,3484869,,0.704,,2929167.614,4348130.682,7277298.295,0.5717437,6942250,4391428.977,11333678.98,4534684.659,415413.3523,4950098.011
resnet50,25,1,9.093307336,329,2.055893601,0.292137663,,mobilenet,75,8,5.89457043,500,0.778588994,0.152187611,,9182769,24956776,34139545,0.268977486,33204728,20841871,54046599,25253178,12072906,37326084,,0.658,,13955575.99,37928231,51883806.99,0.408780374,50463112.46,31674575.99,82137688.45,38378689.97,18347881.46,56726571.43
resnet50,25,1,11.47772157,362,4.440307838,0.630957338,,mobilenet,75,16,8.170948556,500,0.627899621,0.083242151,,14222880,51621746,65844626,0.216006694,64229599,41074298,105303897,52100352,31230080,83330432,,0.724,,19644861.88,71300754.14,90945616.02,0.298351788,88714915.75,56732455.8,145447371.5,71961812.15,43135469.61,115097281.8
resnet50,25,1,12.57397177,500,5.536558036,0.786731922,,mobilenet,75,32,15.41159963,405,1.007157105,0.069919895,,19114134,104921854,124035988,0.154101518,120885436,80163295,201048731,105621688,68979798,174601486,,1.234567901,,15482448.54,84986701.74,100469150.3,0.124822229,97917203.16,64932268.95,162849472.1,85553567.28,55873636.38,141427203.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,27.79364286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,25,8,28.67269738,121,0.879054523,0.031627899,,mobilenet,10,1,6.702929847,500,0.935517037,0.1622074,,2021923,2955048,4976971,0.406255733,4742612,3094102,7836714,3526137,650259,4176396,,0.242,,8355053.719,12210942.15,20565995.87,1.678742697,19597570.25,12785545.45,32383115.7,14570814.05,2687020.661,17257834.71
resnet50,25,8,28.87836121,369,1.084718348,0.03902757,,mobilenet,10,8,21.01714757,500,1.587759502,0.081719481,,11093898,22776914,33870812,0.327535637,32910564,20874532,53785096,24372805,12992906,37365711,,0.738,,15032382.11,30863027.1,45895409.21,0.443815227,44594260.16,28285273.71,72879533.88,33025481.03,17605563.69,50631044.72
resnet50,25,8,28.99586239,500,1.202219532,0.043255198,,mobilenet,10,16,35.80260457,402,1.959111071,0.057887377,,18851231,47845660,66696891,0.282640326,65055313,41144094,106199407,50667425,31522588,82190013,,1.243781095,,15156389.72,38467910.64,53624300.36,0.227242822,52304471.65,33079851.58,85384323.23,40736609.7,25344160.75,66080770.45
resnet50,25,8,29.11305986,500,1.319416996,0.047471899,,mobilenet,10,32,65.2771156,220,2.806544116,0.044925859,,24128868,100916572,125045440,0.192960799,121729851,80305179,202035030,106027294,70266110,176293404,,2.272727273,,10616701.92,44403291.68,55019993.6,0.084902752,53561134.44,35334278.76,88895413.2,46652009.36,30917088.4,77569097.76
resnet50,25,8,29.24946516,103,1.455822305,0.052379687,,mobilenet,25,1,5.82507577,500,0.628854647,0.121021533,,2101877,2955048,5056925,0.415643301,4822791,3093477,7916268,3124990,611317,3736307,,0.206,,10203286.41,14344893.2,24548179.61,2.017685927,23411606.8,15016878.64,38428485.44,15169854.37,2967558.252,18137412.62
resnet50,25,8,30.5485872,154,2.754944345,0.099121384,,mobilenet,25,8,9.123800886,500,1.068803771,0.132688287,,10260681,23747778,34008459,0.301709672,33069815,20856593,53926408,24623982,12632991,37256973,,0.308,,33313899.35,77103175.32,110417074.7,0.979576856,107369529.2,67716211.04,175085740.3,79947993.51,41016204.55,120964198.1
resnet50,25,8,31.27193051,253,3.478287646,0.125146879,,mobilenet,25,16,15.52577159,500,1.585135769,0.113706131,,16223788,50479016,66702804,0.243224977,64999170,41099302,106098472,51526576,31285129,82811705,,0.506,,32062822.13,99760901.19,131823723.3,0.480681774,128456857.7,81223917,209680774.7,101831177.9,61828318.18,163659496
resnet50,25,8,31.59854966,457,3.804906797,0.136898456,,mobilenet,25,32,28.61266489,500,2.805678674,0.108717796,,21770914,103030464,124801378,0.1744445,121587800,80216963,201804763,105019033,70789926,175808959,,0.914,,23819380.74,112724796.5,136544177.2,0.190858315,133028227.6,87764729.76,220792957.3,114900473.7,77450684.9,192351158.6
resnet50,25,8,29.30864749,102,1.515004632,0.054509034,,mobilenet,50,1,5.792125631,500,0.660459095,0.128702653,,2095118,2981840,5076958,0.412671919,4845070,3092578,7937648,3147172,493757,3640929,,0.204,,10270186.27,14616862.75,24887049.02,2.022901563,23750343.14,15159696.08,38910039.22,15427313.73,2420377.451,17847691.18
resnet50,25,8,33.31770782,98,5.524064961,0.198752822,,mobilenet,50,8,6.26306893,500,0.733242689,0.132597781,,9161675,24892654,34054329,0.269031141,33122957,20843324,53966281,25190489,12416375,37606864,,0.196,,46743239.8,127003336.7,173746576.5,1.372607864,168994678.6,106343489.8,275338168.4,128522903.1,63348852.04,191871755.1
resnet50,25,8,37.34524777,141,9.551604909,0.343661497,,mobilenet,50,16,10.25730702,500,1.028875952,0.111489802,,15656851,50932060,66588911,0.235127002,64889056,41092411,105981467,51647160,30740500,82387660,,0.282,,55520748.23,180610141.8,236130890.1,0.833783695,230103035.5,145717769.5,375820805,183145957.4,109008865.2,292154822.7
resnet50,25,8,38.46089079,252,10.66724793,0.38380172,,mobilenet,50,32,19.13045738,500,2.262924002,0.134158561,,19881558,104563740,124445298,0.159761424,121276657,80186714,201463371,105646220,70891089,176537309,,0.504,,39447535.71,207467738.1,246915273.8,0.316986952,240628287.7,159100623,399728910.7,209615515.9,140656922.6,350272438.5
resnet50,25,8,29.36387137,99,1.570228512,0.056495959,,mobilenet,75,1,5.628166531,500,0.541557878,0.106467376,,2062134,3061084,5123218,0.402507565,4887344,3091566,7978910,3192418,292451,3484869,,0.198,,10414818.18,15460020.2,25874838.38,2.032866488,24683555.56,15613969.7,40297525.25,16123323.23,1477025.253,17600348.48
resnet50,25,8,34.94977668,91,7.156133821,0.257473763,,mobilenet,75,8,6.13929785,500,1.023316414,0.200023481,,9182769,24956776,34139545,0.268977486,33204728,20841871,54046599,25253178,12072906,37326084,,0.182,,50454774.73,137125142.9,187579917.6,1.477898277,182443560.4,114515774.7,296959335.2,138753725.3,66334648.35,205088373.6
resnet50,25,8,43.01530332,104,15.22166046,0.54766698,,mobilenet,75,16,8.705540915,500,1.16249198,0.154114336,,14222880,51621746,65844626,0.216006694,64229599,41074298,105303897,52100352,31230080,83330432,,0.208,,68379230.77,248181471.2,316560701.9,1.038493723,308796149,197472586.5,506268735.6,250482461.5,150144615.4,400627076.9
resnet50,25,8,46.3152373,180,18.52159444,0.666396792,,mobilenet,75,32,16.39882354,500,1.994381006,0.138455966,,19114134,104921854,124035988,0.154101518,120885436,80163295,201048731,105621688,68979798,174601486,,0.36,,53094816.67,291449594.4,344544411.1,0.428059771,335792877.8,222675819.4,558468697.2,293393577.8,191610550,485004127.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,45.71981171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,25,16,47.75423426,77,2.034422554,0.044497614,,mobilenet,10,1,7.078221562,500,1.310808752,0.227278469,,2021923,2955048,4976971,0.406255733,4742612,3094102,7836714,3526137,650259,4176396,,0.154,,13129370.13,19188623.38,32317993.51,2.638024238,30796181.82,20091571.43,50887753.25,22896993.51,4222461.039,27119454.55
resnet50,25,16,47.65145285,232,1.931641144,0.042249543,,mobilenet,10,8,21.8022885,500,2.372900432,0.122129448,,11093898,22776914,33870812,0.327535637,32910564,20874532,53785096,24372805,12992906,37365711,,0.464,,23909262.93,49088176.72,72997439.66,0.70589577,70927939.66,44988215.52,115916155.2,52527596.98,28001952.59,80529549.57
resnet50,25,16,47.93875288,391,2.218941169,0.048533471,,mobilenet,10,16,37.08766058,500,3.244167083,0.095857926,,18851231,47845660,66696891,0.282640326,65055313,41144094,106199407,50667425,31522588,82190013,,0.782,,24106433.5,61183708.44,85290141.94,0.361432642,83190937.34,52613930.95,135804868.3,64792103.58,40310214.83,105102318.4
resnet50,25,16,48.05260217,500,2.332790455,0.051023623,,mobilenet,10,32,67.38791317,353,4.917341692,0.07871453,,24128868,100916572,125045440,0.192960799,121729851,80305179,202035030,106027294,70266110,176293404,,1.416430595,,17034980.81,71247099.83,88282080.64,0.136230324,85941274.81,56695456.37,142636731.2,74855269.56,49607873.66,124463143.2
resnet50,25,16,47.68703227,62,1.967220559,0.043027748,,mobilenet,25,1,5.676381697,500,0.480160574,0.092405724,,2101877,2955048,5056925,0.415643301,4822791,3093477,7916268,3124990,611317,3736307,,0.124,,16950620.97,23831032.26,40781653.23,3.351962105,38893475.81,24947395.16,63840870.97,25201532.26,4929975.806,30131508.06
resnet50,25,16,50.37808827,98,4.65827656,0.101887483,,mobilenet,25,8,9.585011715,500,1.5300146,0.189946015,,10260681,23747778,34008459,0.301709672,33069815,20856593,53926408,24623982,12632991,37256973,,0.196,,52350413.27,121162132.7,173512545.9,1.53933506,168723545.9,106411188.8,275134734.7,125632561.2,64454035.71,190086596.9
resnet50,25,16,51.40362688,162,5.683815168,0.124318429,,mobilenet,25,16,16.29062963,500,2.349993805,0.168571494,,16223788,50479016,66702804,0.243224977,64999170,41099302,106098472,51526576,31285129,82811705,,0.324,,50073419.75,155799432.1,205872851.9,0.750694375,200614722.2,126849697.5,327464419.8,159032642,96559040.12,255591682.1
resnet50,25,16,52.38315898,290,6.66334727,0.145743104,,mobilenet,25,32,30.04305706,500,4.236070844,0.164144345,,21770914,103030464,124801378,0.1744445,121587800,80216963,201804763,105019033,70789926,175808959,,0.58,,37536058.62,177638731,215174789.7,0.30076638,209634137.9,138305108.6,347939246.6,181067298.3,122051596.6,303118894.8
resnet50,25,16,48.06876844,64,2.348956732,0.051377218,,mobilenet,50,1,5.930379779,500,0.798713243,0.155644027,,2095118,2981840,5076958,0.412671919,4845070,3092578,7937648,3147172,493757,3640929,,0.128,,16368109.38,23295625,39663734.38,3.223999366,37852109.38,24160765.63,62012875,24587281.25,3857476.563,28444757.81
resnet50,25,16,55.70217965,60,9.982367944,0.218337906,,mobilenet,50,8,6.358944193,500,0.829117952,0.149935625,,9161675,24892654,34054329,0.269031141,33122957,20843324,53966281,25190489,12416375,37606864,,0.12,,76347291.67,207438783.3,283786075,2.241926178,276024641.7,173694366.7,449719008.3,209920741.7,103469791.7,313390533.3
resnet50,25,16,60.79530024,91,15.07548853,0.329736453,,mobilenet,50,16,10.79909722,500,1.570666151,0.170198611,,15656851,50932060,66588911,0.235127002,64889056,41092411,105981467,51647160,30740500,82387660,,0.182,,86026653.85,279846483.5,365873137.4,1.291906604,356533274.7,225782478,582315752.7,283775604.4,168903846.2,452679450.5
resnet50,25,16,63.88025879,161,18.16044708,0.397211764,,mobilenet,50,32,20.18283169,500,3.315298312,0.196549089,,19881558,104563740,124445298,0.159761424,121276657,80186714,201463371,105646220,70891089,176537309,,0.322,,61743968.94,324732111.8,386476080.7,0.49615349,376635580.7,249027062.1,625662642.9,328093850.9,220158661.5,548252512.4
resnet50,25,16,47.7435192,62,2.023707489,0.044263251,,mobilenet,75,1,5.680632836,500,0.594024183,0.116781971,,2062134,3061084,5123218,0.402507565,4887344,3091566,7978910,3192418,292451,3484869,,0.124,,16630112.9,24686161.29,41316274.19,3.246028747,39414064.52,24931983.87,64346048.39,25745306.45,2358475.806,28103782.26
resnet50,25,16,58.16904301,54,12.4492313,0.272294019,,mobilenet,75,8,6.006020153,500,0.890038717,0.173972234,,9182769,24956776,34139545,0.268977486,33204728,20841871,54046599,25253178,12072906,37326084,,0.108,,85025638.89,231081259.3,316106898.1,2.490532281,307451185.2,192980287,500431472.2,233825722.2,111786166.7,345611888.9
resnet50,25,16,69.80518464,68,24.08537293,0.526803852,,mobilenet,75,16,9.208027544,500,1.664978609,0.220730188,,14222880,51621746,65844626,0.216006694,64229599,41074298,105303897,52100352,31230080,83330432,,0.136,,104580000,379571661.8,484151661.8,1.588284517,472276463.2,302016897.1,774293360.3,383090823.5,229632941.2,612723764.7
resnet50,25,16,75.28697257,117,29.56716086,0.646703469,,mobilenet,75,32,17.29655425,500,2.892111721,0.20077915,,19114134,104921854,124035988,0.154101518,120885436,80163295,201048731,105621688,68979798,174601486,,0.234,,81684333.33,448383991.5,530068324.8,0.658553494,516604427.4,342578183.8,859182611.1,451374735,294785461.5,746160196.6
