resnet50,origin,,16.39901155,,,,,,,,,,,,,,,,,,,,
resnet50,10,8,99.9477337,213,31.59705919,46.23%,,densenet201,90,16,41.66706384,500,2.437803315,6.21%,,,,,,,,,
resnet50,10,8,113.8742918,326,45.52361734,66.60%,,densenet201,90,32,73.20714996,500,4.551660463,6.63%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,110.6373858,,,,,,,,,,,,,,,,,,,,
resnet50,10,16,113.1784239,174,2.541038071,2.30%,,densenet201,10,1,38.55945441,500,2.074336687,5.69%,,,,,,,,,
resnet50,10,16,114.424818,500,3.787432193,3.42%,,densenet201,10,8,126.7085653,449,7.783622736,6.54%,,,,,,,,,
resnet50,10,16,114.5672727,500,3.92988692,3.55%,,densenet201,10,16,198.6498476,287,11.66469638,6.24%,,,,,,,,,
resnet50,10,16,112.7944845,500,2.157098712,1.95%,,,,,,,,,,,,,,,,,
resnet50,10,16,114.7494636,118,4.11207775,3.72%,,densenet201,25,1,26.18608328,500,0.474058042,1.84%,,,,,,,,,
resnet50,10,16,116.9130253,227,6.275639539,5.67%,,densenet201,25,8,52.10650217,500,3.169849637,6.48%,,,,,,,,,
resnet50,10,16,118.5235313,368,7.886145471,7.13%,,densenet201,25,16,86.17039571,500,4.415777326,5.40%,,,,,,,,,
resnet50,10,16,114.7190555,124,4.081669745,3.69%,,densenet201,50,1,27.58452509,500,2.602517433,10.42%,,,,,,,,,
resnet50,10,16,123.8177985,132,13.1804127,11.91%,,densenet201,50,8,31.82734388,500,1.185328164,3.87%,,,,,,,,,
resnet50,10,16,133.0764471,200,22.43906134,20.28%,,densenet201,50,16,52.18085267,500,2.929035619,5.95%,,,,,,,,,
resnet50,10,16,113.7791298,500,3.141744022,2.84%,,,,,,,,,,,,,,,,,
resnet50,10,16,114.9919278,110,4.354542023,3.94%,,densenet201,75,1,24.54686306,500,-0.301549296,-1.21%,,,,,,,,,
resnet50,10,16,130.3124925,107,19.67510671,17.78%,,densenet201,75,8,26.89933867,500,1.291162689,5.04%,,,,,,,,,
resnet50,10,16,149.3997627,149,38.76237686,35.04%,,densenet201,75,16,43.64386152,500,2.401594829,5.82%,,,,,,,,,
resnet50,10,16,113.6951806,500,3.057794834,2.76%,,,,,,,,,,,,,,,,,
resnet50,10,16,114.9292044,126,4.291818626,3.88%,,densenet201,90,1,28.0298141,500,3.623781112,14.85%,,,,,,,,,
resnet50,10,16,131.7843865,108,21.14700073,19.11%,,densenet201,90,8,27.607284,500,2.301160817,9.09%,,,,,,,,,
resnet50,10,16,157.6794477,138,47.04206187,42.52%,,densenet201,90,16,42.60060896,500,3.371348443,8.59%,,,,,,,,,
resnet50,10,16,113.7330593,500,3.095673465,2.80%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,203.6976756,,,,,,,,,,,,,,,,,,,,
resnet50,10,32,207.1054699,96,3.407794263,1.67%,,densenet201,10,1,38.90055463,500,2.415436906,6.62%,,,,,,,,,
resnet50,10,32,207.9489001,308,4.251224499,2.09%,,densenet201,10,8,126.6737391,500,7.748796505,6.52%,,,,,,,,,
resnet50,10,32,208.7905838,480,5.092908233,2.50%,,densenet201,10,16,199.1027542,500,12.11760304,6.48%,,,,,,,,,
resnet50,10,32,207.8373314,500,4.139655821,2.03%,,,,,,,,,,,,,,,,,
resnet50,10,32,209.4429066,64,5.745231018,2.82%,,densenet201,25,1,25.67045739,500,-0.041567854,-0.16%,,,,,,,,,
resnet50,10,32,212.9821343,125,9.284458677,4.56%,,densenet201,25,8,52.30285039,500,3.366197858,6.88%,,,,,,,,,
resnet50,10,32,216.0419453,203,12.34426968,6.06%,,densenet201,25,16,86.42060284,500,4.665984464,5.71%,,,,,,,,,
resnet50,10,32,207.8398773,500,4.14220175,2.03%,,,,,,,,,,,,,,,,,
resnet50,10,32,210.0112948,60,6.31361921,3.10%,,densenet201,50,1,24.2595961,500,-0.722411564,-2.89%,,,,,,,,,
resnet50,10,32,225.4567108,73,21.75903522,10.68%,,densenet201,50,8,31.89949844,500,1.25748272,4.10%,,,,,,,,,
resnet50,10,32,242.9950652,110,39.29738957,19.29%,,densenet201,50,16,52.36517361,500,3.113356565,6.32%,,,,,,,,,
resnet50,10,32,207.8700625,500,4.172386869,2.05%,,,,,,,,,,,,,,,,,
resnet50,10,32,210.0956995,64,6.398023949,3.14%,,densenet201,75,1,25.79257907,500,0.944166711,3.80%,,,,,,,,,
resnet50,10,32,235.7345031,61,32.03682747,15.73%,,densenet201,75,8,27.81814138,500,2.209965396,8.63%,,,,,,,,,
resnet50,10,32,272.4996479,82,68.80197233,33.78%,,densenet201,75,16,43.8155283,500,2.573261607,6.24%,,,,,,,,,
resnet50,10,32,207.8719931,500,4.174317534,2.05%,,,,,,,,,,,,,,,,,
resnet50,10,32,209.7185384,69,6.020862767,2.96%,,densenet201,90,1,28.10139797,500,3.695364982,15.14%,,,,,,,,,
resnet50,10,32,241.4741669,58,37.77649127,18.55%,,densenet201,90,8,27.10274539,500,1.796622212,7.10%,,,,,,,,,
resnet50,10,32,287.9406606,76,84.24298498,41.36%,,densenet201,90,16,42.69872897,500,3.469468446,8.84%,,,,,,,,,
resnet50,10,32,207.9021378,500,4.204462156,2.06%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,7.037413735,,,,,,,,,,,,,,,,,,,,
resnet50,25,1,7.579622341,500,0.542208606,7.70%,,densenet201,10,1,38.8567731,97,2.371655381,6.50%,,,,,,,,,
resnet50,25,1,7.494182152,500,0.456768417,6.49%,,densenet201,10,8,127.3545586,30,8.429615963,7.09%,,,,,,,,,
resnet50,25,1,7.503494591,500,0.466080856,6.62%,,densenet201,10,16,199.3048714,19,12.31972021,6.59%,,,,,,,,,
resnet50,25,1,7.743649343,500,0.706235608,10.04%,,densenet201,10,32,354.683,11,22.97231154,6.93%,,,,,,,,,
resnet50,25,1,7.862754677,500,0.825340942,11.73%,,densenet201,25,1,27.66387834,141,1.951853099,7.59%,,,,,,,,,
resnet50,25,1,7.832939649,500,0.795525914,11.30%,,densenet201,25,8,52.95350101,74,4.016848475,8.21%,,,,,,,,,
resnet50,25,1,8.072217276,500,1.034803541,14.70%,,densenet201,25,16,86.65213467,47,4.897516292,5.99%,,,,,,,,,
resnet50,25,1,8.160218108,500,1.122804373,15.95%,,densenet201,25,32,149.0452379,28,11.05862115,8.01%,,,,,,,,,
resnet50,25,1,7.630461817,500,0.593048082,8.43%,,densenet201,50,1,26.20370487,145,1.221697213,4.89%,,,,,,,,,
resnet50,25,1,8.636508225,500,1.59909449,22.72%,,densenet201,50,8,32.49132401,132,1.849308286,6.04%,,,,,,,,,
resnet50,25,1,9.186443703,500,2.149029968,30.54%,,densenet201,50,16,52.38591155,88,3.134094501,6.36%,,,,,,,,,
resnet50,25,1,9.957863359,500,2.920449624,41.50%,,densenet201,50,32,91.67902249,55,6.373196234,7.47%,,,,,,,,,
resnet50,25,1,7.566441466,500,0.529027731,7.52%,,densenet201,75,1,25.15711723,150,0.308704873,1.24%,,,,,,,,,
resnet50,25,1,8.936708348,500,1.899294613,26.99%,,densenet201,75,8,28.32372427,157,2.715548293,10.60%,,,,,,,,,
resnet50,25,1,10.34478361,500,3.307369877,47.00%,,densenet201,75,16,43.68712761,118,2.444860924,5.93%,,,,,,,,,
resnet50,25,1,11.92146625,500,4.884052516,69.40%,,densenet201,75,32,76.52453603,78,2.817058995,3.82%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,27.79364286,,,,,,,,,,,,rd,,,,ratio,hit sum,miss sum,total,
resnet50,25,8,28.53866164,500,0.745018784,2.68%,,densenet201,10,1,40.29427389,349,3.80915617,10.44%,1,10,22686222,15030936,1.432664756,15834982.96,10491593.33,2.632657628,2.68%
resnet50,25,8,28.8331357,500,1.039492844,3.74%,,densenet201,10,8,130.8803533,110,11.95541074,10.05%,8,10,115208057,131754314,4.545454545,25345772.54,28985949.08,5.433172162,3.74%
resnet50,25,8,29.06580273,500,1.272159867,4.58%,,densenet201,10,16,205.2000861,71,18.21493494,9.74%,16,10,137691091,257830364,7.042253521,19552134.92,36611911.69,5.616404661,4.58%
resnet50,25,8,29.32422421,500,1.530581353,5.51%,,densenet201,10,32,364.7662712,40,33.05558271,9.97%,32,10,190093285,575953100,12.5,15207462.8,46076248,6.12837108,5.51%
resnet50,25,8,28.7967499,500,1.003107045,3.61%,,densenet201,25,1,28.36124071,497,2.649215473,10.30%,1,25,23539259,15030936,1.006036217,23398023.45,14940750.38,3.833877383,3.61%
resnet50,25,8,29.98703828,500,2.193395424,7.89%,,densenet201,25,8,54.67405183,271,5.737399297,11.72%,8,25,122597846,124322140,1.84501845,66448032.53,67382599.88,13.38306324,7.89%
resnet50,25,8,30.65778455,500,2.864141694,10.31%,,densenet201,25,16,90.08701442,169,8.332396038,10.19%,16,25,131359341,265363338,2.958579882,44399457.26,89692808.24,13.40922655,10.31%
resnet50,25,8,31.38760177,500,3.593958912,12.93%,,densenet201,25,32,155.7131633,101,17.72654652,12.85%,32,25,186820181,577253926,4.95049505,37737676.56,116605293.1,15.43429696,12.93%
resnet50,25,8,28.75790081,442,0.964257952,3.47%,,densenet201,50,1,24.89081293,500,-0.091194725,-0.37%,1,50,23618096,15045852,0.884,26717303.17,17020194.57,4.373749774,3.47%
resnet50,25,8,32.66875632,500,4.875113461,17.54%,,densenet201,50,8,34.00333872,472,3.361322997,10.97%,8,50,129561256,117671768,1.059322034,122305825.7,111082149,23.33879747,17.54%
resnet50,25,8,35.47231441,500,7.678671555,27.63%,,densenet201,50,16,55.31570204,317,6.063884985,12.31%,16,50,133274876,263570528,1.577287066,84496271.38,167103714.8,25.15999861,27.63%
resnet50,25,8,38.06559491,500,10.27195205,36.96%,,densenet201,50,32,97.41031843,194,12.10449217,14.19%,32,50,192049156,569170270,2.577319588,74515072.53,220838064.8,29.53531373,36.96%
resnet50,25,8,28.76731878,458,0.973675924,3.50%,,densenet201,75,1,25.78144705,500,0.933034692,3.75%,1,75,22983408,15036664,0.916,25091056.77,16415572.05,4.150662882,3.50%
resnet50,25,8,34.48259512,421,6.688952262,24.07%,,densenet201,75,8,28.38372026,500,2.775544284,10.84%,8,75,131973217,113433588,0.842,156737787.4,134719225.7,29.14570131,24.07%
resnet50,25,8,39.90645853,500,12.11281567,43.58%,,densenet201,75,16,46.32547985,425,5.083213163,12.33%,16,75,128320721,260990144,1.176470588,109072612.9,221841622.4,33.09142353,43.58%
resnet50,25,8,44.7309052,500,16.93726234,60.94%,,densenet201,75,32,81.29855559,273,7.591078551,10.30%,32,75,197524682,560578408,1.831501832,107848476.4,306075810.8,41.39242871,60.94%
,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,45.71981171,,,,,,,,,,,,,,,,,,,,
resnet50,25,16,46.94929079,452,1.22947908,2.69%,,densenet201,10,1,41.70521628,500,5.220098558,14.31%,,,,,,,,,
resnet50,25,16,47.55152421,500,1.831712498,4.01%,,densenet201,10,8,135.1785272,175,16.25358462,13.67%,,,,,,,,,
resnet50,25,16,47.87714005,500,2.157328343,4.72%,,densenet201,10,16,211.0931502,113,24.10799898,12.89%,,,,,,,,,
resnet50,25,16,46.62333187,500,0.903520161,1.98%,,,,,,,,,,,,,,,,,
resnet50,25,16,47.26300379,280,1.543192075,3.38%,,densenet201,25,1,25.82447446,500,0.112449217,0.44%,,,,,,,,,
resnet50,25,16,49.48275944,500,3.762947728,8.23%,,densenet201,25,8,57.12992996,428,8.193277431,16.74%,,,,,,,,,
resnet50,25,16,50.69259672,500,4.972785008,10.88%,,densenet201,25,16,94.05836188,268,12.3037435,15.05%,,,,,,,,,
resnet50,25,16,47.31225185,281,1.592440145,3.48%,,densenet201,50,1,25.90859424,500,0.926586578,3.71%,,,,,,,,,
resnet50,25,16,53.60880548,340,7.888993767,17.26%,,densenet201,50,8,35.71304586,500,5.07103014,16.55%,,,,,,,,,
resnet50,25,16,58.78385019,500,13.06403848,28.57%,,densenet201,50,16,58.22016499,499,8.968347943,18.21%,,,,,,,,,
resnet50,25,16,46.55785198,500,0.838040272,1.83%,,,,,,,,,,,,,,,,,
resnet50,25,16,47.26403358,292,1.544221869,3.38%,,densenet201,75,1,26.91818924,500,2.069776876,8.33%,,,,,,,,,
resnet50,25,16,56.6805726,264,10.96076089,23.97%,,densenet201,75,8,29.13604276,500,3.527866775,13.78%,,,,,,,,,
resnet50,25,16,65.14088399,382,19.42107228,42.48%,,densenet201,75,16,48.95009363,500,7.707826938,18.69%,,,,,,,,,
resnet50,25,16,46.58538411,500,0.865572399,1.89%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,83.10468872,,,,,,,,,,,,,,,,,,,,
resnet50,25,32,84.96058799,254,1.85589927,2.23%,,densenet201,10,1,42.29728816,500,5.812170442,15.93%,,,,,,,,,
resnet50,25,32,86.20542593,500,3.100737214,3.73%,,densenet201,10,8,136.8818418,313,17.95689919,15.10%,,,,,,,,,
resnet50,25,32,86.93503304,500,3.830344315,4.61%,,densenet201,10,16,213.5331004,203,26.54794925,14.20%,,,,,,,,,
resnet50,25,32,84.46620483,500,1.361516114,1.64%,,,,,,,,,,,,,,,,,
resnet50,25,32,85.49316336,164,2.388474645,2.87%,,densenet201,25,1,27.33732212,500,1.625296884,6.32%,,,,,,,,,
resnet50,25,32,89.98960655,328,6.884917835,8.28%,,densenet201,25,8,58.07457899,500,9.137926457,18.67%,,,,,,,,,
resnet50,25,32,92.35888994,500,9.254201218,11.14%,,densenet201,25,16,95.62030246,479,13.86568408,16.96%,,,,,,,,,
resnet50,25,32,84.11267877,500,1.007990052,1.21%,,,,,,,,,,,,,,,,,
resnet50,25,32,85.60254061,153,2.497851888,3.01%,,densenet201,50,1,25.45156717,500,0.469559509,1.88%,,,,,,,,,
resnet50,25,32,97.13170412,191,14.0270154,16.88%,,densenet201,50,8,36.26149744,500,5.619481717,18.34%,,,,,,,,,
resnet50,25,32,106.0657607,283,22.96107194,27.63%,,densenet201,50,16,59.18715955,500,9.935342496,20.17%,,,,,,,,,
resnet50,25,32,84.09701756,500,0.992328843,1.19%,,,,,,,,,,,,,,,,,
resnet50,25,32,85.8819693,150,2.777280579,3.34%,,densenet201,75,1,24.96322968,500,0.114817315,0.46%,,,,,,,,,
resnet50,25,32,102.8344284,148,19.72973965,23.74%,,densenet201,75,8,29.6296798,500,4.021503822,15.70%,,,,,,,,,
resnet50,25,32,117.8158235,215,34.71113482,41.77%,,densenet201,75,16,49.70368999,500,8.461423297,20.52%,,,,,,,,,
resnet50,25,32,84.12993285,500,1.025244126,1.23%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,6.423712325,,,,,,,,,,,,,,,,,,,,
resnet50,50,1,6.549863427,500,0.126151102,1.96%,,densenet201,10,1,39.56700116,83,3.081883439,8.45%,,,,,,,,,
resnet50,50,1,6.263243264,500,-0.160469061,-2.50%,,densenet201,10,8,129.9122531,24,10.98731046,9.24%,,,,,,,,,
resnet50,50,1,6.556264579,500,0.132552254,2.06%,,densenet201,10,16,203.2491646,16,16.26401338,8.70%,,,,,,,,,
resnet50,50,1,6.933273218,500,0.509560893,7.93%,,densenet201,10,32,360.2659485,10,28.55525999,8.61%,,,,,,,,,
resnet50,50,1,6.720851779,500,0.297139454,4.63%,,densenet201,25,1,26.94097371,125,1.228948469,4.78%,,,,,,,,,
resnet50,50,1,6.901708415,500,0.47799609,7.44%,,densenet201,25,8,53.41895582,65,4.482303288,9.16%,,,,,,,,,
resnet50,50,1,6.869002444,500,0.445290119,6.93%,,densenet201,25,16,87.52660828,40,5.771989896,7.06%,,,,,,,,,
resnet50,50,1,7.327268605,500,0.90355628,14.07%,,densenet201,25,32,149.8686206,25,11.88200381,8.61%,,,,,,,,,
resnet50,50,1,7.15691232,500,0.733199995,11.41%,,densenet201,50,1,28.7781028,125,3.796095138,15.20%,,,,,,,,,
resnet50,50,1,6.7247305,500,0.301018175,4.69%,,densenet201,50,8,33.09774622,101,2.455730496,8.01%,,,,,,,,,
resnet50,50,1,7.155679364,500,0.731967039,11.39%,,densenet201,50,16,53.59045535,67,4.338638304,8.81%,,,,,,,,,
resnet50,50,1,7.555550649,500,1.131838324,17.62%,,densenet201,50,32,93.69400825,41,8.388181986,9.83%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,16.03730689,,,,,,,,,,,,,,,,,,,,
resnet50,50,8,16.33289652,500,0.295589629,1.84%,,densenet201,10,1,45.26977656,179,8.784658843,24.08%,,,,,,,,,
resnet50,50,8,16.66977617,500,0.632469283,3.94%,,densenet201,10,8,146.4008626,57,27.47591998,23.10%,,,,,,,,,
resnet50,50,8,16.78299717,500,0.745690276,4.65%,,densenet201,10,16,226.988932,37,40.00378082,21.39%,,,,,,,,,
resnet50,50,8,17.02137088,500,0.98406399,6.14%,,densenet201,10,32,404.9309111,21,73.22022261,22.07%,,,,,,,,,
resnet50,50,8,16.52616222,500,0.488855326,3.05%,,densenet201,25,1,29.48142473,276,3.769399486,14.66%,,,,,,,,,
resnet50,50,8,17.69231184,500,1.655004954,10.32%,,densenet201,25,8,63.13871499,139,14.20206246,29.02%,,,,,,,,,
resnet50,50,8,18.06556501,500,2.02825812,12.65%,,densenet201,25,16,102.1357287,88,20.38111028,24.93%,,,,,,,,,
resnet50,50,8,18.55844656,500,2.521139674,15.72%,,densenet201,25,32,177.207783,52,39.22116624,28.42%,,,,,,,,,
resnet50,50,8,16.57988496,500,0.542578074,3.38%,,densenet201,50,1,27.42099776,298,2.4389901,9.76%,,,,,,,,,
resnet50,50,8,19.17747384,500,3.140166949,19.58%,,densenet201,50,8,39.22816143,241,8.586145708,28.02%,,,,,,,,,
resnet50,50,8,20.79976593,500,4.762459036,29.70%,,densenet201,50,16,62.32221254,166,13.07039549,26.54%,,,,,,,,,
resnet50,50,8,22.19446112,500,6.157154227,38.39%,,densenet201,50,32,109.6201988,101,24.31437251,28.50%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,27.63375874,,,,,,,,,,,,,,,,,,,,
resnet50,50,16,28.11044293,500,0.476684192,1.73%,,densenet201,10,1,49.90880501,278,13.42368729,36.79%,,,,,,,,,
resnet50,50,16,28.71603979,500,1.082281055,3.92%,,densenet201,10,8,162.562891,88,43.63794841,36.69%,,,,,,,,,
resnet50,50,16,29.02626574,500,1.392507003,5.04%,,densenet201,10,16,252.4949598,57,65.50980858,35.03%,,,,,,,,,
resnet50,50,16,28.39609497,500,0.762336231,2.76%,,densenet201,25,1,29.81475657,467,4.102731329,15.96%,,,,,,,,,
resnet50,50,16,30.34838949,500,2.714630752,9.82%,,densenet201,25,8,70.62054594,213,21.68389341,44.31%,,,,,,,,,
resnet50,50,16,31.21468218,500,3.580923438,12.96%,,densenet201,25,16,115.1925575,135,33.43793912,40.90%,,,,,,,,,
resnet50,50,16,28.51558983,500,0.881831088,3.19%,,densenet201,50,1,28.21075814,496,3.228750476,12.92%,,,,,,,,,
resnet50,50,16,32.64839897,500,5.014640228,18.15%,,densenet201,50,8,43.84880711,367,13.20679139,43.10%,,,,,,,,,
resnet50,50,16,35.92661243,500,8.292853694,30.01%,,densenet201,50,16,71.2711786,250,22.01936155,44.71%,,,,,,,,,
resnet50,50,16,27.71779859,500,0.084039852,0.30%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,50.28016605,,,,,,,,,,,,,,,,,,,,
resnet50,50,32,51.31212396,500,1.031957912,2.05%,,densenet201,10,1,52.48937068,483,16.00425296,43.87%,,,,,,,,,
resnet50,50,32,52.40074003,500,2.120573978,4.22%,,densenet201,10,8,170.3941288,153,51.46918624,43.28%,,,,,,,,,
resnet50,50,32,52.9498715,500,2.669705448,5.31%,,densenet201,10,16,264.3586827,100,77.37353151,41.38%,,,,,,,,,
resnet50,50,32,50.63592152,500,0.355755466,0.71%,,,,,,,,,,,,,,,,,
resnet50,50,32,51.82913949,318,1.548973444,3.08%,,densenet201,25,1,32.22077169,500,6.508746447,25.31%,,,,,,,,,
resnet50,50,32,55.130041,500,4.84987495,9.65%,,densenet201,25,8,74.15368416,368,25.21703163,51.53%,,,,,,,,,
resnet50,50,32,56.83354536,500,6.553379307,13.03%,,densenet201,25,16,120.7786962,234,39.02407779,47.73%,,,,,,,,,
resnet50,50,32,50.56316685,500,0.283000797,0.56%,,,,,,,,,,,,,,,,,
resnet50,50,32,52.10508787,271,1.824921821,3.63%,,densenet201,50,1,27.61269369,500,2.630686027,10.53%,,,,,,,,,
resnet50,50,32,59.21522931,396,8.935063264,17.77%,,densenet201,50,8,46.11492906,500,15.47291334,50.50%,,,,,,,,,
resnet50,50,32,64.64093334,500,14.36076729,28.56%,,densenet201,50,16,74.10619873,432,24.85438168,50.46%,,,,,,,,,
resnet50,50,32,50.69259153,500,0.41242548,0.82%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,6.235333443,,,,,,,,,,,,,,,,,,,,
resnet50,75,1,6.782381236,500,0.547047793,8.77%,,densenet201,10,1,39.56924124,86,3.084123515,8.45%,,,,,,,,,
resnet50,75,1,6.092292163,500,-0.14304128,-2.29%,,densenet201,10,8,130.6344332,23,11.70949065,9.85%,,,,,,,,,
resnet50,75,1,6.234157372,500,-0.001176071,-0.02%,,densenet201,10,16,203.8926392,15,16.90748796,9.04%,,,,,,,,,
resnet50,75,1,6.690294462,500,0.454961019,7.30%,,densenet201,10,32,360.3247002,9,28.61401175,8.63%,,,,,,,,,
resnet50,75,1,6.167600385,500,-0.067733058,-1.09%,,densenet201,25,1,25.53807785,120,-0.173947393,-0.68%,,,,,,,,,
resnet50,75,1,6.715372987,500,0.480039544,7.70%,,densenet201,25,8,53.46739487,63,4.530742344,9.26%,,,,,,,,,
resnet50,75,1,7.016139,500,0.780805557,12.52%,,densenet201,25,16,87.68819847,40,5.933580091,7.26%,,,,,,,,,
resnet50,75,1,6.683261631,500,0.447928188,7.18%,,densenet201,25,32,151.2856612,22,13.29904438,9.64%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,13.19817828,,,,,,,,,,,,,,,,,,,,
resnet50,75,8,13.66103713,500,0.462858854,3.51%,,densenet201,10,1,49.42047545,137,12.93535773,35.45%,,,,,,,,,
