,,,,,,,,,,,,,,,,hit sum,miss sum,hit+miss sum,hit rate,l1 read from l2,l1 write to l2,l1 read+write from/to l2,l2 read from dram,l2 write to dram,l2 read+write from/to dram,,,,,,,,,,,,,,,
densenet201,25,16,86.65213467,47,4.897516292,0.0599,,resnet50,25,1,8.072217276,500,1.034803541,0.147,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.094,,216603127.7,110851893.6,327455021.3,7.036962155,312151734,86825436.17,398977170.2,117388553.2,27073297.87,144461851.1,,
densenet201,25,16,90.08701442,169,8.332396038,0.1019,,resnet50,25,8,30.65778455,500,2.864141694,0.1031,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,0.338,,237995633.1,208163236.7,446158869.8,1.578202608,433838346.2,121015789.9,554854136.1,214609062.1,91557292.9,306166355,,
densenet201,25,16,94.05836188,268,12.3037435,0.1505,,resnet50,25,16,50.69259672,500,4.972785008,0.1088,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,0.536,,171796477.6,313762955.2,485559432.8,0.660095953,468084817.2,182975940.3,651060757.5,319627981.3,154458591.4,474086572.8,,
densenet201,25,16,95.62030246,479,13.86568408,0.1696,,resnet50,25,32,92.35888994,500,9.254201218,0.1114,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,0.958,,156508425.9,363712292.3,520220718.2,0.314039712,501456304.8,196904309,698360613.8,369907449.9,177440533.4,547347983.3,,
densenet201,25,16,87.52660828,40,5.771989896,0.0706,,resnet50,50,1,6.869002444,500,0.445290119,0.0693,,20440884,10435956,30876840,0.66201347,29411863,8160122,37571985,10778172,1672831,12451003,,0.08,,255511050,130449450,385960500,8.275168379,367648287.5,102001525,469649812.5,134727150,20910387.5,155637537.5,,
densenet201,25,16,102.1357287,88,20.38111028,0.2493,,resnet50,50,8,18.06556501,500,2.02825812,0.1265,,82404060,67213096,149617156,0.550766117,146020198,40888578,186908776,68519780,28262150,96781930,,0.176,,468204886.4,381892590.9,850097477.3,3.129352936,829660215.9,232321465.9,1061981682,389316931.8,160580397.7,549897329.5,,
densenet201,25,16,115.1925575,135,33.43793912,0.409,,resnet50,50,16,31.21468218,500,3.580923438,0.1296,,94907165,163348138,258255303,0.367493577,250242058,98081889,348323947,165883679,82912752,248796431,,0.27,,351508018.5,604993103.7,956501122.2,1.361087321,926822437,363266255.6,1290088693,614383996.3,307084266.7,921468263,,
densenet201,25,16,120.7786962,234,39.02407779,0.4773,,resnet50,50,32,56.83354536,500,6.553379307,0.1303,,152234041,345602210,497836251,0.305791394,482130911,188591255,670722166,349426080,167875671,517301751,,0.468,,325286412.4,738466260.7,1063752673,0.653400414,1030194254,402972767.1,1433167021,746636923.1,358708698.7,1105345622,,
densenet201,25,16,87.68819847,40,5.933580091,0.0726,,resnet50,75,1,7.016139,500,0.780805557,0.1252,,20064285,10425490,30489775,0.658066024,29067492,8158302,37225794,10798918,2525893,13324811,,0.08,,250803562.5,130318625,381122187.5,8.225825297,363343650,101978775,465322425,134986475,31573662.5,166560137.5,,
densenet201,25,16,111.0888577,68,29.33423927,0.3588,,resnet50,75,8,15.07980927,500,1.881630995,0.1426,,83693624,65429980,149123604,0.561236597,145631639,40869733,186501372,66376286,30521368,96897654,,0.136,,615394294.1,481102794.1,1096497088,4.126739682,1070820875,300512742.6,1371333618,488060926.5,224421823.5,712482750,,
densenet201,25,16,135.2286631,95,53.47404469,0.6541,,resnet50,75,16,25.85078992,500,3.130778041,0.1378,,97683134,159159308,256842442,0.380323179,249587185,98045617,347632802,161023210,82380965,243404175,,0.19,,514121757.9,837680568.4,1351802326,2.001700941,1313616763,516029563.2,1829646326,847490578.9,433584026.3,1281074605,,
densenet201,25,16,145.5072277,164,63.75260931,0.7798,,resnet50,75,32,47.93882555,500,5.899991016,0.1403,,153332709,342186084,495518793,0.309438736,480565824,188543451,669109275,345148692,169021805,514170497,,0.328,,467477771.3,1043250256,1510728027,0.943410781,1465139707,574827594.5,2039967302,1052282598,515310381.1,1567592979,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,137.9866168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,25,32,144.1656215,65,6.179004679,0.0448,,resnet50,10,1,18.8098585,500,2.410846951,0.147,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.13,,157586515.4,80247584.62,237834100,5.09684677,226718630.8,62773238.46,289491869.2,90188815.38,14682530.77,104871346.2,,
densenet201,25,32,146.3059191,255,8.319302294,0.0603,,resnet50,10,8,75.0827657,500,6.732091191,0.0985,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,0.51,,153014635.3,144519807.8,297534443.1,1.008383075,288239290.2,80263780.39,368503070.6,155637841.2,56519454.9,212157296.1,,
densenet201,25,32,149.0452379,28,11.05862115,0.0801,,resnet50,25,1,8.160218108,500,1.122804373,0.1595,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.056,,363583821.4,186072821.4,549656642.9,11.81204362,523968982.1,145742696.4,669711678.6,197045071.4,45444464.29,242489535.7,,
densenet201,25,32,155.7131633,101,17.72654652,0.1285,,resnet50,25,8,31.38760177,500,3.593958912,0.1293,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,0.202,,398230316.8,348312742.6,746543059.4,2.64075486,725927529.7,202491767.3,928419297,359098331.7,153199826.7,512298158.4,,
densenet201,25,32,149.8686206,25,11.88200381,0.0861,,resnet50,50,1,7.327268605,500,0.90355628,0.1407,,20440884,10435956,30876840,0.66201347,29411863,8160122,37571985,10778172,1672831,12451003,,0.05,,408817680,208719120,617536800,13.24026941,588237260,163202440,751439700,215563440,33456620,249020060,,
densenet201,25,32,177.207783,52,39.22116624,0.2842,,resnet50,50,8,18.55844656,500,2.521139674,0.1572,,82404060,67213096,149617156,0.550766117,146020198,40888578,186908776,68519780,28262150,96781930,,0.104,,792346730.8,646279769.2,1438626500,5.295828045,1404040365,393159403.8,1797199769,658844038.5,271751442.3,930595480.8,,
densenet201,25,32,151.2856612,22,13.29904438,0.0964,,resnet50,75,1,6.683261631,500,0.447928188,0.0718,,20064285,10425490,30489775,0.658066024,29067492,8158302,37225794,10798918,2525893,13324811,,0.044,,456006477.3,236942954.5,692949431.8,14.95604599,660624818.2,185415954.5,846040772.7,245429954.5,57406659.09,302836613.6,,
densenet201,25,32,192.6448765,40,54.65825968,0.3961,,resnet50,75,8,15.49815948,500,2.299981195,0.1743,,83693624,65429980,149123604,0.561236597,145631639,40869733,186501372,66376286,30521368,96897654,,0.08,,1046170300,817874750,1864045050,7.015457459,1820395488,510871662.5,2331267150,829703575,381517100,1211220675,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,24.98200766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,50,1,25.35987683,334,0.377869167,0.0151,,resnet50,10,1,17.18827417,500,0.789262624,0.0481,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.668,,30668034.43,15617044.91,46285079.34,0.991901318,44121889.22,12216348.8,56338238.02,17551715.57,2857378.743,20409094.31,,
densenet201,50,1,22.70159125,500,-2.280416409,-0.0913,,resnet50,10,8,71.01494496,164,2.66427045,0.039,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,3.048780488,,25596288.19,24175273.46,49771561.65,0.168682321,48216668.46,13426525.18,61643193.65,26035098.07,9454574.416,35489672.49,,
densenet201,50,1,27.58452509,500,2.602517433,0.1042,,resnet50,10,16,114.7190555,124,4.081669745,0.0369,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,4.032258065,,23811972.96,40782908.08,64594881.04,0.09142163,61935096.66,24345523.88,86280620.54,43085335.62,20760826.48,63846162.1,,
densenet201,50,1,24.2595961,500,-0.722411564,-0.0289,,resnet50,10,32,210.0112948,60,6.31361921,0.031,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,8.333333333,,18855615.96,41127333.84,59982949.8,0.037721951,57788122.56,22650780.96,80438903.52,43066311.24,20470884.96,63537196.2,,
densenet201,50,1,26.20370487,145,1.221697213,0.0489,,resnet50,25,1,7.630461817,500,0.593048082,0.0843,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.29,,70209289.66,35931303.45,106140593.1,2.280946354,101180217.2,28143417.24,129323634.5,38050082.76,8775482.759,46825565.52,,
densenet201,50,1,24.89081293,500,-0.091194725,-0.0037,,resnet50,25,8,28.75790081,442,0.964257952,0.0347,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,1.131221719,,71111191.22,62197509.82,133308701,0.471554314,129627427.1,36158549.91,165785977,64123470.89,27356586.66,91480057.55,,
densenet201,50,1,25.90859424,500,0.926586578,0.0371,,resnet50,25,16,47.31225185,281,1.592440145,0.0348,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,1.779359431,,51750596.54,94515442.53,146266039.1,0.198842024,141002125.6,55118208.45,196120334.1,96282176.08,46527870.41,142810046.5,,
densenet201,50,1,25.45156717,500,0.469559509,0.0188,,resnet50,25,32,85.60254061,153,2.497851888,0.0301,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,3.267973856,,45880132.03,106621531.1,152501663.1,0.092060113,147000912.8,57722104.37,204723017.2,108437629.1,52016337.49,160453966.6,,
densenet201,50,1,28.7781028,125,3.796095138,0.152,,resnet50,50,1,7.15691232,500,0.733199995,0.1141,,20440884,10435956,30876840,0.66201347,29411863,8160122,37571985,10778172,1672831,12451003,,0.25,,81763536,41743824,123507360,2.648053881,117647452,32640488,150287940,43112688,6691324,49804012,,
densenet201,50,1,27.42099776,298,2.4389901,0.0976,,resnet50,50,8,16.57988496,500,0.542578074,0.0338,,82404060,67213096,149617156,0.550766117,146020198,40888578,186908776,68519780,28262150,96781930,,0.596,,138261845.6,112773651,251035496.6,0.924104223,245000332.2,68604996.64,313605328.9,114966073.8,47419714.77,162385788.6,,
densenet201,50,1,28.21075814,496,3.228750476,0.1292,,resnet50,50,16,28.51558983,500,0.881831088,0.0319,,94907165,163348138,258255303,0.367493577,250242058,98081889,348323947,165883679,82912752,248796431,,0.992,,95672545.36,164665461.7,260338007.1,0.370457235,252260139.1,98872871.98,351133011.1,167221450.6,83581403.23,250802853.8,,
densenet201,50,1,27.61269369,500,2.630686027,0.1053,,resnet50,50,32,52.10508787,271,1.824921821,0.0363,,152234041,345602210,497836251,0.305791394,482130911,188591255,670722166,349426080,167875671,517301751,,1.84501845,,82510850.22,187316397.8,269827248,0.165738935,261314953.8,102216460.2,363531414,189388935.4,90988613.68,280377549,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,30.64201572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,50,8,30.94200388,309,0.29998816,0.0098,,resnet50,10,1,19.40278057,500,3.003769017,0.1832,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.618,,33149266.99,16880559.87,50029826.86,1.072152233,47691621.36,13204726.54,60896347.9,18971757.28,3088558.252,22060315.53,,
densenet201,50,8,31.20573293,500,0.563717209,0.0184,,resnet50,10,8,77.40404109,207,9.053366578,0.1325,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,2.415458937,,32307510.1,30513912.23,62821422.32,0.212910002,60858843.73,16946894.59,77805738.32,32861373.79,11933517.71,44794891.49,,
densenet201,50,8,31.82734388,500,1.185328164,0.0387,,resnet50,10,16,123.8177985,132,13.1804127,0.1191,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,3.787878788,,25348229.28,43414063.44,68762292.72,0.097319799,65930909.35,25916202.84,91847112.19,45865034.69,22100234.64,67965269.33,,
densenet201,50,8,31.89949844,500,1.25748272,0.041,,resnet50,10,32,225.4567108,73,21.75903522,0.1068,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,6.849315068,,22940999.42,50038256.17,72979255.59,0.045895041,70308882.45,27558450.17,97867332.62,52397345.34,24906243.37,77303588.71,,
densenet201,50,8,32.49132401,132,1.849308286,0.0604,,resnet50,25,1,8.636508225,500,1.59909449,0.2272,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.264,,77123840.91,39469992.42,116593833.3,2.50558501,111144935.6,30915117.42,142060053,41797439.39,9639734.848,51437174.24,,
densenet201,50,8,34.00333872,472,3.361322997,0.1097,,resnet50,25,8,32.66875632,500,4.875113461,0.1754,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,0.944,,85214538.14,74533023.31,159747561.4,0.565076781,155336187.5,43329806.14,198665993.6,76840956.57,32782166.31,109623122.9,,
densenet201,50,8,35.71304586,500,5.07103014,0.1655,,resnet50,25,16,53.60880548,340,7.888993767,0.1726,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,1.470588235,,62616380.16,114360321.9,176976702.1,0.240591773,170607554.2,66691070.72,237298624.9,116498006.6,56297067.4,172795074,,
densenet201,50,8,36.26149744,500,5.619481717,0.1834,,resnet50,25,32,97.13170412,191,14.0270154,0.1688,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,2.617801047,,57275197.5,133102695.6,190377893.1,0.114924717,183510943.5,72058313.3,255569256.8,135369850.7,64935427.84,200305278.6,,
densenet201,50,8,33.09774622,101,2.455730496,0.0801,,resnet50,50,1,6.7247305,500,0.301018175,0.0469,,20440884,10435956,30876840,0.66201347,29411863,8160122,37571985,10778172,1672831,12451003,,0.202,,101192495,51663148.51,152855643.6,3.277294407,145603282.2,40396643.56,185999925.7,53357287.13,8281341.584,61638628.71,,
densenet201,50,8,39.22816143,241,8.586145708,0.2802,,resnet50,50,8,19.17747384,500,3.140166949,0.1958,,82404060,67213096,149617156,0.550766117,146020198,40888578,186908776,68519780,28262150,96781930,,0.482,,170962780.1,139446257.3,310409037.3,1.142668292,302946468.9,84831074.69,387777543.6,142157219.9,58635165.98,200792385.9,,
densenet201,50,8,43.84880711,367,13.20679139,0.431,,resnet50,50,16,32.64839897,500,5.014640228,0.1815,,94907165,163348138,258255303,0.367493577,250242058,98081889,348323947,165883679,82912752,248796431,,0.734,,129301314.7,222545147.1,351846461.9,0.500672448,340929234.3,133626551.8,474555786.1,225999562.7,112960152.6,338959715.3,,
densenet201,50,8,46.11492906,500,15.47291334,0.505,,resnet50,50,32,59.21522931,396,8.935063264,0.1777,,152234041,345602210,497836251,0.305791394,482130911,188591255,670722166,349426080,167875671,517301751,,1.262626263,,120569360.5,273716950.3,394286310.8,0.242186784,381847681.5,149364274,531211955.5,276745455.4,132957531.4,409702986.8,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,49.25181705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,50,16,50.31777158,208,1.065954532,0.0216,,resnet50,10,1,21.13098366,500,4.731972112,0.2886,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.416,,49245786.06,25077370.19,74323156.25,1.592764616,70849572.12,19616637.02,90466209.13,28184004.81,4588290.865,32772295.67,,
densenet201,50,16,51.15452206,500,1.902705014,0.0386,,resnet50,10,8,83.44845356,312,15.09777905,0.2209,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,1.602564103,,48695377.54,45991983.65,94687361.18,0.32090783,91729271.71,25543145.47,117272417.2,49530186.58,17986751.33,67516937.9,,
densenet201,50,16,52.18085267,500,2.929035619,0.0595,,resnet50,10,16,133.0764471,200,22.43906134,0.2028,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,2.5,,38406408,65778884,104185292,0.147454241,99895317.2,39266974,139162291.2,69492476.8,33485204,102977680.8,,
densenet201,50,16,52.36517361,500,3.113356565,0.0632,,resnet50,10,32,242.9950652,110,39.29738957,0.1929,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,4.545454545,,34568629.26,75400112.04,109968741.3,0.069156911,105944891.4,41526431.76,147471323.1,78954903.94,37529955.76,116484859.7,,
densenet201,50,16,52.38591155,88,3.134094501,0.0636,,resnet50,25,1,9.186443703,500,2.149029968,0.3054,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.176,,115685761.4,59204988.64,174890750,3.758377514,166717403.4,46372676.14,213090079.5,62696159.09,14459602.27,77155761.36,,
densenet201,50,16,55.31570204,317,6.063884985,0.1231,,resnet50,25,8,35.47231441,500,7.678671555,0.2763,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,0.634,,126880952.7,110976615.1,237857567.8,0.841376154,231289212.9,64516304.42,295805517.4,114413033.1,48811301.26,163224334.4,,
densenet201,50,16,58.22016499,499,8.968347943,0.1821,,resnet50,25,16,58.78385019,500,13.06403848,0.2857,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,0.998,,92267446.89,168513971.9,260781418.8,0.354520472,251396254.5,98271647.29,349667901.8,171663925.9,82955716.43,254619642.3,,
densenet201,50,16,59.18715955,500,9.935342496,0.2017,,resnet50,25,32,106.0657607,283,22.96107194,0.2763,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,1.766784452,,84863250.75,197214988.8,282078239.6,0.170281125,271903649.2,106767029.6,378670678.9,200574176.7,96213225.55,296787402.3,,
densenet201,50,16,53.59045535,67,4.338638304,0.0881,,resnet50,50,1,7.155679364,500,0.731967039,0.1139,,20440884,10435956,30876840,0.66201347,29411863,8160122,37571985,10778172,1672831,12451003,,0.134,,152543910.4,77880268.66,230424179.1,4.940399032,219491514.9,60896432.84,280387947.8,80434119.4,12483813.43,92917932.84,,
densenet201,50,16,62.32221254,166,13.07039549,0.2654,,resnet50,50,8,20.79976593,500,4.762459036,0.297,,82404060,67213096,149617156,0.550766117,146020198,40888578,186908776,68519780,28262150,96781930,,0.332,,248205000,202449084.3,450654084.3,1.658934086,439819873.5,123158367.5,562978241,206384879.5,85126957.83,291511837.3,,
densenet201,50,16,71.2711786,250,22.01936155,0.4471,,resnet50,50,16,35.92661243,500,8.292853694,0.3001,,94907165,163348138,258255303,0.367493577,250242058,98081889,348323947,165883679,82912752,248796431,,0.5,,189814330,326696276,516510606,0.734987153,500484116,196163778,696647894,331767358,165825504,497592862,,
densenet201,50,16,74.10619873,432,24.85438168,0.5046,,resnet50,50,32,64.64093334,500,14.36076729,0.2856,,152234041,345602210,497836251,0.305791394,482130911,188591255,670722166,349426080,167875671,517301751,,0.864,,176196806.7,400002557.9,576199364.6,0.353925224,558021887.7,218276915.5,776298803.2,404428333.3,194300545.1,598728878.5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,85.30582626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,50,32,88.09174429,130,2.785918031,0.0327,,resnet50,10,1,22.9356007,500,6.536589147,0.3986,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.26,,78793257.69,40123792.31,118917050,2.548423385,113359315.4,31386619.23,144745934.6,45094407.69,7341265.385,52435673.08,,
densenet201,50,32,89.91019096,493,4.604364701,0.054,,resnet50,10,8,89.35100858,500,21.00033407,0.3072,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,0.986,,79145501.01,74751624.75,153897125.8,0.521577453,149089288,41515748.48,190605036.5,80502331.64,29234200.81,109736532.5,,
densenet201,50,32,91.67902249,55,6.373196234,0.0747,,resnet50,25,1,9.957863359,500,2.920449624,0.415,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.11,,185097218.2,94727981.82,279825200,6.013404023,266747845.5,74196281.82,340944127.3,100313854.5,23135363.64,123449218.2,,
densenet201,50,32,97.41031843,194,12.10449217,0.1419,,resnet50,25,8,38.06559491,500,10.27195205,0.3696,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,0.388,,207326092.8,181338077.3,388664170.1,1.374825984,377931342.8,105420971.6,483352314.4,186953255.2,79758672.68,266711927.8,,
densenet201,50,32,93.69400825,41,8.388181986,0.0983,,resnet50,50,1,7.555550649,500,1.131838324,0.1762,,20440884,10435956,30876840,0.66201347,29411863,8160122,37571985,10778172,1672831,12451003,,0.082,,249279073.2,127267756.1,376546829.3,8.073335004,358681256.1,99513682.93,458194939,131441122,20400378.05,151841500,,
densenet201,50,32,109.6201988,101,24.31437251,0.285,,resnet50,50,8,22.19446112,500,6.157154227,0.3839,,82404060,67213096,149617156,0.550766117,146020198,40888578,186908776,68519780,28262150,96781930,,0.202,,407940891.1,332738099,740678990.1,2.726564934,722872267.3,202418703,925290970.3,339206831.7,139911633.7,479118465.3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,24.84841236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,75,1,26.56769706,318,1.719284703,0.0692,,resnet50,10,1,17.12758559,500,0.728574037,0.0444,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.636,,32211080.19,16402808.18,48613888.36,1.041808302,46341858.49,12831007.86,59172866.35,18434820.75,3001146.226,21435966.98,,
densenet201,75,1,23.29853011,500,-1.549882247,-0.0624,,resnet50,10,8,71.55510684,167,3.204432333,0.0469,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,2.994011976,,26064512.98,24617504.07,50682017.04,0.171767973,49098680.69,13672132.35,62770813.04,26511349.87,9627523.948,36138873.81,,
densenet201,75,1,24.54686306,500,-0.301549296,-0.0121,,resnet50,10,16,114.9919278,110,4.354542023,0.0394,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,4.545454545,,21123524.4,36178386.2,57301910.6,0.081099833,54942424.46,21596835.7,76539260.16,38220862.24,18416862.2,56637724.44,,
densenet201,75,1,25.79257907,500,0.944166711,0.038,,resnet50,10,32,210.0956995,64,6.398023949,0.0314,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,7.8125,,20112657.02,43869156.1,63981813.12,0.040236748,61640664.06,24160833.02,85801497.09,45937398.66,21835610.62,67773009.28,,
densenet201,75,1,25.15711723,150,0.308704873,0.0124,,resnet50,25,1,7.566441466,500,0.529027731,0.0752,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.3,,67868980,34733593.33,102602573.3,2.204914809,97807543.33,27205303.33,125012846.7,36781746.67,8482966.667,45264713.33,,
densenet201,75,1,25.78144705,500,0.933034692,0.0375,,resnet50,25,8,28.76731878,458,0.973675924,0.035,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,1.091703057,,73685351.98,64449003.38,138134355.4,0.488624153,134319822.7,37467456.69,171787279.4,66444682.51,28346870.34,94791552.85,,
densenet201,75,1,26.91818924,500,2.069776876,0.0833,,resnet50,25,16,47.26403358,292,1.544221869,0.0338,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,1.712328767,,53776420.61,98215335.3,151991755.9,0.206625876,146521781.8,57275860.74,203797642.5,100051229.2,48349246.12,148400475.4,,
densenet201,75,1,24.96322968,500,0.114817315,0.0046,,resnet50,25,32,85.8819693,150,2.777280579,0.0334,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,3.333333333,,44980521.6,104530912.8,149511434.4,0.090255013,144118542,56590298.4,200708840.4,106311401.1,50996409.3,157307810.4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,25.60817598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,75,8,28.57131806,344,2.963142075,0.1157,,resnet50,10,1,20.04865616,500,3.649644608,0.2226,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.688,,29776521.8,15163061.05,44939582.85,0.963066977,42839276.16,11861222.38,54700498.55,17041491.28,2774315.407,19815806.69,,
densenet201,75,8,27.71845371,500,2.110277729,0.0824,,resnet50,10,8,81.10044189,176,12.74976738,0.1865,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,2.840909091,,27469187.33,25944195.9,53413383.23,0.18102493,51744717.38,14408953.86,66153671.23,27940105.25,10146372.54,38086477.79,,
densenet201,75,8,26.89933867,500,1.291162689,0.0504,,resnet50,10,16,130.3124925,107,19.67510671,0.1778,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,4.672897196,,20547428.28,35191702.94,55739131.22,0.078888019,53443994.7,21007831.09,74451825.79,37178475.09,17914584.14,55093059.23,,
densenet201,75,8,27.81814138,500,2.209965396,0.0863,,resnet50,10,32,235.7345031,61,32.03682747,0.1573,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,8.196721311,,19169876.23,41812789.4,60982665.63,0.038350651,58751257.94,23028293.98,81779551.91,43784083.09,20812066.38,64596149.47,,
densenet201,75,8,28.32372427,157,2.715548293,0.106,,resnet50,25,1,8.936708348,500,1.899294613,0.2699,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.314,,64842974.52,33184961.78,98027936.31,2.106606505,93446697.45,25992328.03,119439025.5,35141796.18,8104745.223,43246541.4,,
densenet201,75,8,28.38372026,500,2.775544284,0.1084,,resnet50,25,8,34.48259512,421,6.688952262,0.2407,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,1.187648456,,67732605.21,59242424.51,126975029.7,0.44915015,123468658,34440609.75,157909267.7,61076880.65,26056839.33,87133719.98,,
densenet201,75,8,29.13604276,500,3.527866775,0.1378,,resnet50,25,16,56.6805726,264,10.96076089,0.2397,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,1.893939394,,48619777.54,88797426.43,137417204,0.186812435,132471747.9,51783654.91,184255402.8,90457275.74,43713017.04,134170292.8,,
densenet201,75,8,29.6296798,500,4.021503822,0.157,,resnet50,25,32,102.8344284,148,19.72973965,0.2374,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,3.378378378,,44380781.31,103137167.3,147517948.6,0.089051613,142196961.4,55835761.09,198032722.5,104893915.8,50316457.18,155210372.9,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,41.24226669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,75,16,41.90304289,284,0.660776197,0.016,,resnet50,10,1,24.07463473,500,7.675623177,0.4681,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.568,,36067336.27,18366524.65,54433860.92,1.166531831,51889827.46,14367114.44,66256941.9,20641806.34,3360438.38,24002244.72,,
