resnet50,origin,,16.39901155,,,,,,,,,,,
resnet50,10,1,17.24305959,191,0.844048038,0.051469446,,mobilenet,10,1,6.375679683,500,0.608266873,0.105466158
resnet50,10,1,17.55077374,500,1.151762185,0.070233635,,mobilenet,10,8,20.01381825,434,0.584430183,0.030079701
resnet50,10,1,17.58008771,500,1.181076161,0.07202118,,mobilenet,10,16,34.30883426,254,0.465340756,0.013749785
resnet50,10,1,17.58466322,500,1.185651666,0.072300191,,mobilenet,10,32,62.43228221,138,-0.038289267,-0.000612917
resnet50,10,1,17.48120966,157,1.082198114,0.065991667,,mobilenet,25,1,5.351281666,500,0.155060543,0.029841021
resnet50,10,1,18.27965276,234,1.880641209,0.114680156,,mobilenet,25,8,8.346054276,500,0.291057161,0.036133739
resnet50,10,1,18.73078564,388,2.33177409,0.142189917,,mobilenet,25,16,14.33068239,500,0.390046572,0.027979109
resnet50,10,1,19.0113294,500,2.612317849,0.159297275,,mobilenet,25,32,26.33722581,358,0.530239587,0.020546358
resnet50,10,1,17.42800997,167,1.02899842,0.062747588,,mobilenet,50,1,5.696316665,500,0.564650129,0.110032506
resnet50,10,1,19.85354093,156,3.454529384,0.210654732,,mobilenet,50,8,6.005669312,500,0.475843071,0.086050275
resnet50,10,1,22.72851046,210,6.329498907,0.385968318,,mobilenet,50,16,9.321444944,500,0.093013872,0.010079056
resnet50,10,1,23.90806513,369,7.509053579,0.457896719,,mobilenet,50,32,17.40306943,500,0.535536051,0.031749518
resnet50,10,1,17.41633482,173,1.017323275,0.062035646,,mobilenet,75,1,5.898814338,500,0.812205685,0.159675285
resnet50,10,1,20.7035461,154,4.304534553,0.26248744,,mobilenet,75,8,6.202398658,500,1.086417222,0.212357538
resnet50,10,1,26.62992342,152,10.23091187,0.623873691,,mobilenet,75,16,7.865187316,500,0.322138381,0.042706654
resnet50,10,1,29.12161332,260,12.72260177,0.77581516,,mobilenet,75,32,14.90330796,500,0.498865427,0.034632748
resnet50,10,1,17.41789666,166,1.018885111,0.062130886,,mobilenet,90,1,5.657830973,500,0.661238332,0.132337851
resnet50,10,1,20.84919361,147,4.450182062,0.271368921,,mobilenet,90,8,5.964031228,500,0.928455876,0.184379303
resnet50,10,1,28.22819487,138,11.82918332,0.721335142,,mobilenet,90,16,7.559113535,500,0.502714519,0.07124236
resnet50,10,1,31.10366858,237,14.70465703,0.896679473,,mobilenet,90,32,14.49840069,500,0.853392714,0.062542486
,,,,,,,,,,,,,,
resnet50,origin,,68.35067451,,,,,,,,,,,
resnet50,10,8,71.56877185,47,3.218097339,0.047082159,,mobilenet,10,1,6.422190789,500,0.654777979,0.113530625
resnet50,10,8,71.05005009,145,2.699375581,0.039493035,,mobilenet,10,8,20.16641416,500,0.737026088,0.037933572
resnet50,10,8,71.15295908,245,2.802284574,0.040998638,,mobilenet,10,16,34.41973239,500,0.576238891,0.017026578
resnet50,10,8,71.26498283,445,2.914308318,0.042637594,,mobilenet,10,32,62.75274101,500,0.282169533,0.004516839
resnet50,10,8,71.29358176,43,2.942907253,0.043056009,,mobilenet,25,1,5.841415233,500,0.64519411,0.124166023
resnet50,10,8,73.84817378,60,5.497499267,0.080430798,,mobilenet,25,8,8.485870453,500,0.430873338,0.053491433
resnet50,10,8,74.94311423,99,6.592439723,0.096450251,,mobilenet,25,16,14.55187749,500,0.611241675,0.04384604
resnet50,10,8,75.80516896,179,7.454494452,0.109062486,,mobilenet,25,32,26.75793995,500,0.950953733,0.036848694
resnet50,10,8,71.5602327,39,3.20955819,0.046957228,,mobilenet,50,1,5.317201015,500,0.185534479,0.03615482
resnet50,10,8,80.02031277,39,11.66963826,0.170731867,,mobilenet,50,8,5.905892677,500,0.376066436,0.068006917
resnet50,10,8,88.31021949,56,19.95954498,0.292016796,,mobilenet,50,16,9.496075142,500,0.26764407,0.02900212
resnet50,10,8,91.81876289,99,23.46808838,0.343348307,,mobilenet,50,32,17.75018077,500,0.882647395,0.052328184
resnet50,10,8,71.63538411,45,3.284709605,0.048056726,,mobilenet,75,1,6.159333179,500,1.072724526,0.210891893
resnet50,10,8,83.040697,38,14.69002249,0.214921398,,mobilenet,75,8,6.061790592,500,0.945809156,0.184873454
resnet50,10,8,101.8854541,41,33.53477962,0.490628364,,mobilenet,75,16,8.036149427,500,0.493100492,0.065371509
resnet50,10,8,109.6599412,71,41.30926672,0.604372481,,mobilenet,75,32,15.20706813,500,0.802625604,0.055720699
resnet50,10,8,72.41562634,41,4.06495183,0.059472008,,mobilenet,90,1,5.765045694,500,0.768453053,0.153795418
resnet50,10,8,84.84659958,36,16.49592507,0.241342535,,mobilenet,90,8,5.787287483,500,0.751712131,0.149280286
resnet50,10,8,107.4105047,37,39.05983022,0.57146225,,mobilenet,90,16,7.673812877,500,0.617413861,0.087497016
resnet50,10,8,116.6512481,65,48.30057354,0.706658331,,mobilenet,90,32,14.73776472,500,1.092756739,0.080084727
,,,,,,,,,,,,,,
resnet50,origin,,110.6373858,,,,,,,,,,,
resnet50,10,16,115.2315211,30,4.594135298,0.041524258,,mobilenet,10,1,6.434326273,500,0.666913463,0.115634772
resnet50,10,16,114.3941833,91,3.756797516,0.03395595,,mobilenet,10,8,20.31571931,500,0.886331237,0.045618073
resnet50,10,16,114.4883824,154,3.850996614,0.034807372,,mobilenet,10,16,34.6300787,500,0.786585197,0.023241844
resnet50,10,16,114.688638,278,4.051252187,0.036617389,,mobilenet,10,32,63.11309003,500,0.642518547,0.01028514
resnet50,10,16,115.9958228,27,5.358436965,0.048432426,,mobilenet,25,1,5.965087686,500,0.768866563,0.147966483
resnet50,10,16,117.9815407,38,7.34415488,0.066380409,,mobilenet,25,8,8.61866456,500,0.563667445,0.069977362
resnet50,10,16,119.5430466,63,8.905660818,0.080494136,,mobilenet,25,16,14.73284665,500,0.792210825,0.056827453
resnet50,10,16,120.881689,114,10.24430317,0.092593504,,mobilenet,25,32,27.0789085,500,1.271922284,0.049285968
resnet50,10,16,115.9895658,27,5.352180014,0.048375872,,mobilenet,50,1,5.870476605,500,0.738810069,0.143970787
resnet50,10,16,128.0518929,24,17.41450712,0.15740165,,mobilenet,50,8,5.903486348,500,0.373660107,0.067571763
resnet50,10,16,139.6822194,36,29.0448336,0.262522776,,mobilenet,50,16,9.669136314,500,0.440705242,0.047755164
resnet50,10,16,145.7904392,64,35.15305345,0.317732141,,mobilenet,50,32,18.08664288,500,1.219109496,0.072275505
resnet50,10,16,115.8089511,25,5.171565311,0.046743379,,mobilenet,75,1,5.613820413,500,0.52721176,0.103647006
resnet50,10,16,135.4523149,22,24.8149291,0.224290631,,mobilenet,75,8,5.619139523,500,0.503158087,0.098350257
resnet50,10,16,158.6902217,27,48.05283592,0.43432729,,mobilenet,75,16,8.189469944,500,0.646421009,0.085697576
resnet50,10,16,172.3373144,46,61.69992864,0.557677029,,mobilenet,75,32,15.50556525,500,1.10112272,0.076443272
resnet50,10,16,116.1651637,27,5.527777876,0.04996302,,mobilenet,90,1,5.944424394,500,0.947831753,0.189695623
resnet50,10,16,135.9726556,23,25.33526979,0.228993749,,mobilenet,90,8,5.941222142,500,0.90564679,0.179849715
resnet50,10,16,168.881553,24,58.24416721,0.526442005,,mobilenet,90,16,7.833217738,500,0.776818722,0.110087131
resnet50,10,16,183.1948093,42,72.55742352,0.655812888,,mobilenet,90,32,15.02029178,500,1.375283797,0.100790252
,,,,,,,,,,,,,,
resnet50,origin,,203.6976756,,,,,,,,,,,
resnet50,10,32,207.5004928,17,3.802817169,0.018668928,,mobilenet,10,1,6.499079615,500,0.731666805,0.126862222
resnet50,10,32,208.5729556,50,4.875280027,0.023933901,,mobilenet,10,8,20.41141832,500,0.98203025,0.05054355
resnet50,10,32,208.7573339,85,5.059658313,0.024839058,,mobilenet,10,16,34.73397301,500,0.890479507,0.02631169
resnet50,10,32,209.0205042,153,5.322828622,0.026131023,,mobilenet,10,32,63.25310646,500,0.782534981,0.012526458
resnet50,10,32,208.1698799,16,4.472204313,0.021955107,,mobilenet,25,1,6.055139448,500,0.858918325,0.165296723
resnet50,10,32,214.1926161,21,10.49494045,0.051522141,,mobilenet,25,8,8.643072199,500,0.588075084,0.073007485
resnet50,10,32,218.4784454,35,14.78076983,0.07256229,,mobilenet,25,16,14.80769364,500,0.867057816,0.062196433
resnet50,10,32,220.606573,63,16.90889735,0.083009771,,mobilenet,25,32,27.18208991,500,1.375103692,0.053284164
resnet50,10,32,208.738623,15,5.040947447,0.024747202,,mobilenet,50,1,5.855783984,500,0.724117448,0.141107658
resnet50,10,32,233.3324303,13,29.63475473,0.14548401,,mobilenet,50,8,5.772141178,500,0.242314937,0.04381963
resnet50,10,32,254.4518585,20,50.75418292,0.249164271,,mobilenet,50,16,9.687146374,500,0.458715302,0.049706748
