vgg19,origin,,27.4591577,,,,,,,,,,,
vgg19,10,1,29.42619113,115,1.967033431,0.071634879,,mobilenet,10,1,6.501572986,500,0.734160176,0.127294543
vgg19,10,1,29.08148935,356,1.622331654,0.059081625,,mobilenet,10,8,20.31853942,500,0.889151347,0.045763219
vgg19,10,1,28.80400504,500,1.344847339,0.048976278,,mobilenet,10,16,34.41389148,413,0.570397976,0.016853992
vgg19,10,1,28.85662465,500,1.397466953,0.050892564,,mobilenet,10,32,62.81225667,226,0.34168519,0.005469538
vgg19,10,1,29.3981356,95,1.938977897,0.07061316,,mobilenet,25,1,5.389774018,500,0.193552895,0.03724878
vgg19,10,1,30.17296273,147,2.713805034,0.0988306,,mobilenet,25,8,8.593056765,500,0.53805965,0.066798242
vgg19,10,1,30.41418559,247,2.95502789,0.107615387,,mobilenet,25,16,14.67194126,500,0.731305439,0.052458543
vgg19,10,1,30.46738652,449,3.008228818,0.109552844,,mobilenet,25,32,26.96190386,500,1.154917642,0.044752132
vgg19,10,1,29.62355123,94,2.164393527,0.078822284,,mobilenet,50,1,5.371865982,500,0.240199446,0.046807298
vgg19,10,1,33.03002039,91,5.570862689,0.202878134,,mobilenet,50,8,5.779613186,500,0.249786945,0.045170849
vgg19,10,1,35.76598264,138,8.306824942,0.30251565,,mobilenet,50,16,9.552919928,500,0.324488856,0.035161866
vgg19,10,1,36.81511845,248,9.355960751,0.340722787,,mobilenet,50,32,17.88790642,500,1.020373042,0.060493317
vgg19,10,1,29.44151774,93,1.982360038,0.072193039,,mobilenet,75,1,5.268909699,500,0.182301046,0.035839409
vgg19,10,1,33.90252335,92,6.443365652,0.234652706,,mobilenet,75,8,6.009296698,500,0.893315262,0.174612686
vgg19,10,1,41.45791584,101,13.99875814,0.509802897,,mobilenet,75,16,8.095856902,500,0.552807967,0.073287072
vgg19,10,1,43.74141533,179,16.28225763,0.592962749,,mobilenet,75,32,15.31877524,500,0.914332708,0.063475744
vgg19,10,1,29.50085877,103,2.04170107,0.074354104,,mobilenet,90,1,5.889132864,500,0.892540223,0.178629776
vgg19,10,1,34.79526773,89,7.336110027,0.267164423,,mobilenet,90,8,5.943904716,500,0.908329364,0.180382439
vgg19,10,1,43.50947846,93,16.05032076,0.584516136,,mobilenet,90,16,7.779430983,500,0.723031967,0.102464722
vgg19,10,1,46.67403251,164,19.21487481,0.699761989,,mobilenet,90,32,14.93209357,500,1.287085595,0.094326482
,,,,,,,,,,,,,,
vgg19,origin,,172.9283553,,,,,,,,,,,
vgg19,10,8,178.5159559,19,5.587600575,0.03231165,,mobilenet,10,1,6.379652095,500,0.612239285,0.106154927
