,,,,,,,,,,,,,,,,,hit sum,miss sum,hit+miss sum,hit rate,l1 read from l2,l1 write to l2,l1 read+write from/to l2,l2 read from dram,l2 write to dram,l2 read+write from/to dram,,,,,,,,,,,,,,,
vgg19,50,16,47.27860275,326,1.617725262,0.0354,,densenet201,25,1,30.85712068,500,5.145095442,0.2001,,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,0.652,,36103157.98,23053582.82,59156740.8,0.936037735,56771345.09,18724311.35,75495656.44,25297759.2,2648840.491,27946599.69,,
vgg19,50,16,50.29761745,500,4.636739965,0.1015,,densenet201,25,8,69.61727683,364,20.6806243,0.4226,,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,1.373626374,,89251231.89,90506517.92,179757749.8,0.361458112,173199876.3,62772712.91,235972589.2,93286334.23,36168015.52,129454349.8,,
vgg19,50,16,51.67224742,500,6.011369931,0.1317,,densenet201,25,16,114.1336299,229,32.3790115,0.3961,,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,2.183406114,,60162578.18,121536408.8,181698987,0.151648951,176009748.5,89375593.39,265385341.9,124622875.4,66202217.31,190825092.7,,
vgg19,50,16,45.89308541,500,0.232207921,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,50,16,47.53407833,284,1.873200839,0.041,,densenet201,50,1,27.0756291,500,2.093621437,0.0838,,,23618096,15045852,38663948,0.610855777,37068764,12201701,49270465,16124930,1211766,17336696,,0.568,,41581154.93,26489176.06,68070330.99,1.075450312,65261908.45,21481867.96,86743776.41,28388961.27,2133390.845,30522352.11,,
vgg19,50,16,53.77157745,401,8.11069996,0.1776,,densenet201,50,8,43.17937531,500,12.53735959,0.4092,,,129561256,117671768,247233024,0.524045105,239610816,86220044,325830860,119888543,48201829,168090372,,0.802,,161547700.7,146722902.7,308270603.5,0.653422824,298766603.5,107506289.3,406272892.8,149486961.3,60102031.17,209588992.5,,
vgg19,50,16,58.209872,500,12.54899451,0.2748,,densenet201,50,16,69.95775722,419,20.70594017,0.4204,,,133274876,263570528,396845404,0.335835755,384992802,195227201,580220003,267587148,142844019,410431167,,1.193317422,,111684346.1,220872102.5,332556448.6,0.281430363,322623968.1,163600394.4,486224362.5,224238030,119703287.9,343941317.9,,
vgg19,50,16,45.91666503,500,0.255787541,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,87.3222274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,50,32,89.4850885,275,2.162861101,0.0248,,densenet201,10,1,49.87847427,500,13.39335655,0.3671,,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,0.55,,41247676.36,27328974.55,68576650.91,1.0936051,65619403.64,22193672.73,87813076.36,32571521.82,3180707.273,35752229.09,,
vgg19,50,32,91.42035838,500,4.098130983,0.0469,,densenet201,10,8,163.2926889,284,44.36774633,0.3731,,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,1.76056338,,65438176.38,74836450.35,140274626.7,0.264972255,134531746.3,49035814.31,183567560.6,80806276.33,29364403.22,110170679.6,,
vgg19,50,32,92.29175589,500,4.96952849,0.0569,,densenet201,10,16,252.8129326,186,65.82778138,0.352,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,2.688172043,,51221085.85,95912895.41,147133981.3,0.129502674,142279711.2,72739708.57,215019419.8,101446973.5,54612220.74,156059194.2,,
vgg19,50,32,87.87569327,500,0.553465868,0.0063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,50,32,90.39813242,161,3.075905019,0.0352,,densenet201,25,1,29.98946505,500,4.27743981,0.1664,,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,0.322,,73103288.82,46679925.47,119783214.3,1.895331066,114953158.4,37913822.98,152866981.4,51224034.16,5363490.683,56587524.84,,
vgg19,50,32,95.85772868,361,8.535501278,0.0977,,densenet201,25,8,70.03948297,500,21.10283044,0.4312,,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,0.722,,169803110.8,172191329.6,341994440.4,0.687684758,329517892,119426944.6,448944836.6,177480012.5,68810720.22,246290732.7,,
vgg19,50,32,98.33994583,500,11.01771843,0.1262,,densenet201,25,16,114.775797,433,33.02117865,0.4039,,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,1.154734411,,113757189.3,229804650.7,343561840,0.28674234,332804459,168994025.9,501798484.9,235640633.4,125177118.3,360817751.7,,
vgg19,50,32,87.91412994,500,0.591902544,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,50,32,90.56999667,149,3.247769274,0.0372,,densenet201,50,1,27.83800202,500,2.855994358,0.1143,,,23618096,15045852,38663948,0.610855777,37068764,12201701,49270465,16124930,1211766,17336696,,0.298,,79255355.7,50489436.24,129744791.9,2.049851601,124391825.5,40945305.37,165337130.9,54110503.36,4066328.859,58176832.21,,
vgg19,50,32,102.2718249,207,14.9495975,0.1712,,densenet201,50,8,43.38443515,500,12.74241943,0.4158,,,129561256,117671768,247233024,0.524045105,239610816,86220044,325830860,119888543,48201829,168090372,,0.414,,312949893.7,284231323.7,597181217.4,1.265809432,578770087,208260975.8,787031062.8,289585852.7,116429538.6,406015391.3,,
vgg19,50,32,110.5772187,315,23.25499128,0.2663,,densenet201,50,16,70.5929836,500,21.34116655,0.4333,,,133274876,263570528,396845404,0.335835755,384992802,195227201,580220003,267587148,142844019,410431167,,0.63,,211547422.2,418365917.5,629913339.7,0.533072628,611099685.7,309884446,920984131.7,424741504.8,226736538.1,651478042.9,,
vgg19,50,32,87.90808084,500,0.585853441,0.0067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,5.125228777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,75,1,5.334943808,500,0.209715031,0.0409,,densenet201,10,1,53.35257713,51,16.86745941,0.4623,,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,9.803921569,,2313994.644,1533155.472,3847150.116,0.061351246,3681248.544,1245065.04,4926313.584,1827262.374,178437.678,2005700.052,,
vgg19,75,1,5.461830593,500,0.336601816,0.0657,,densenet201,10,8,175.6323004,16,56.70735778,0.4768,,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,31.25,,3686657.824,4216138.048,7902795.872,0.014928014,7579253.312,2762581.088,10341834.4,4552466.272,1654332.576,6206798.848,,
vgg19,75,1,5.482109694,500,0.356880917,0.0696,,densenet201,10,16,266.2856445,11,79.30049333,0.4241,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,45.45454545,,3029204.002,5672268.008,8701472.01,0.00765876,8414391.524,4301810.722,12716202.25,5999552.196,3229754.99,9229307.186,,
vgg19,75,1,5.486250829,500,0.361022052,0.0704,,densenet201,10,32,473.5063578,6,141.7956693,0.4275,,,190093285,575953100,766046385,0.248148531,736205505,373195792,1109401297,601861481,317181847,919043328,,83.33333333,,2281119.42,6911437.2,9192556.62,0.002977782,8834466.06,4478349.504,13312815.56,7222337.772,3806182.164,11028519.94,,
vgg19,75,1,5.390006647,500,0.26477787,0.0517,,densenet201,25,1,31.62457934,86,5.912554101,0.23,,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,5.813953488,,4048752.548,2585320.992,6634073.54,0.104971016,6366565.724,2099819.172,8466384.896,2836991.908,297051.568,3134043.476,,
vgg19,75,1,5.732184765,500,0.606955988,0.1184,,densenet201,25,8,74.94226465,39,26.00561212,0.5314,,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,12.82051282,,9562631.988,9697126.92,19259758.91,0.038727655,18557129.6,6725647.812,25282777.42,9994964.382,3875144.52,13870108.9,,
vgg19,75,1,5.845969912,500,0.720741135,0.1406,,densenet201,25,16,120.4097137,25,38.65509537,0.4728,,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,20,,6567967.05,13268166.9,19836133.95,0.016555562,19215038.05,9757160.85,28972198.9,13605117.4,7227316.3,20832433.7,,
vgg19,75,1,5.975112065,500,0.849883288,0.1658,,densenet201,25,32,208.7097209,15,70.72310407,0.5125,,,186820181,577253926,764074107,0.244505316,735767874,372640926,1108408800,588447297,316571472,905018769,,33.33333333,,5604605.43,17317617.78,22922223.21,0.007335159,22073036.22,11179227.78,33252264,17653418.91,9497144.16,27150563.07,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,28.11888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,75,8,29.06321051,500,0.944330506,0.0336,,densenet201,10,1,53.10674604,275,16.62162832,0.4556,,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,1.818181818,,12477422.1,8267014.8,20744436.9,0.330815543,19849869.6,6713586,26563455.6,9852885.35,962163.95,10815049.3,,
vgg19,75,8,29.5157542,500,1.396874196,0.0497,,densenet201,10,8,171.7649647,88,52.84002211,0.4443,,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,5.681818182,,20276618.03,23188759.26,43465377.3,0.082104079,41685893.22,15194195.98,56880089.2,25038564.5,9098829.168,34137393.66,,
vgg19,75,8,29.72220193,500,1.603321935,0.057,,densenet201,10,16,265.8442166,57,78.8590654,0.4217,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,8.771929825,,15696784.37,29392661.5,45089445.87,0.039686303,43601846.99,22291201.01,65893048,31088588.65,16736003.13,47824591.78,,
vgg19,75,8,29.32239417,500,1.203514169,0.0428,,densenet201,25,1,31.83354604,460,6.121520801,0.2381,,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,1.086956522,,21656118.28,13828461.12,35484579.4,0.561472875,34053723.64,11231590.92,45285314.56,15174607.88,1588880.48,16763488.36,,
vgg19,75,8,30.86722031,500,2.748340314,0.0977,,densenet201,25,8,73.49579933,212,24.5591468,0.5019,,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,2.358490566,,51981486.7,52712587.36,104694074.1,0.21051956,100874653.2,36559931.7,137434584.9,54331601.26,21064888.16,75396489.42,,
vgg19,75,8,31.49431053,500,3.375430528,0.12,,densenet201,25,16,119.911552,133,38.15693365,0.4667,,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,3.759398496,,34941584.71,70586647.91,105528232.6,0.088075592,102224002.4,51908095.72,154132098.1,72379224.57,38449322.72,110828547.3,,
vgg19,75,8,28.44513725,500,0.326257245,0.0116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,37.54244286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,75,16,38.55546751,500,1.013024646,0.027,,densenet201,10,1,60.25204289,322,23.76692517,0.6514,,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,1.552795031,,14609926.97,9679922.784,24289849.75,0.387354927,23242392.77,7860998.88,31103391.65,11536833.03,1126606.516,12663439.54,,
vgg19,75,16,39.29802647,500,1.755583614,0.0468,,densenet201,10,8,195.6336275,102,76.7086849,0.645,,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,4.901960784,,23502443.63,26877880.06,50380323.68,0.095166092,48317739.86,17611454.44,65929194.3,29021972.48,10546370.17,39568342.66,,
vgg19,75,16,39.6908562,500,2.148413341,0.0572,,densenet201,10,16,301.8919878,67,114.9068366,0.6145,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,7.462686567,,18450606.19,34549268.78,52999874.97,0.046648812,51251293.83,26201938.03,77453231.86,36542727.01,19672144.03,56214871.04,,
vgg19,75,16,38.90797485,447,1.365531989,0.0364,,densenet201,25,1,34.77255861,500,9.060533365,0.3524,,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,0.894,,26330267.34,16813127.52,43143394.85,0.682658393,41403710.29,13655761.74,55059472.04,18449819.91,1931816.555,20381636.47,,
vgg19,75,16,41.08041927,500,3.537976406,0.0942,,densenet201,25,8,84.91642589,244,35.97977336,0.7352,,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,2.049180328,,59827748.85,60669204.32,120496953.2,0.242296097,116101016,42078411.95,158179427.9,62532597.67,24244493.92,86777091.59,,
vgg19,75,16,42.20321677,500,4.660773914,0.1241,,densenet201,25,16,137.2652265,156,55.51060808,0.679,,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,3.205128205,,40984114.39,82793361.46,123777475.8,0.103306709,119901837.4,60884683.7,180786521.1,84895932.58,45098453.71,129994386.3,,
vgg19,75,16,37.85018693,500,0.307744068,0.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,71.4945507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,75,32,73.34645012,412,1.85189942,0.0259,,densenet201,10,1,60.81961301,500,24.33449529,0.667,,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,0.824,,27531822.82,18241427.18,45773250,0.729954861,43799359.22,14813737.86,58613097.09,21740700.24,2123044.903,23863745.15,,
vgg19,75,32,74.63829767,500,3.143746968,0.044,,densenet201,10,8,198.1311405,191,79.2061979,0.666,,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,2.617801047,,44009477.77,50330147.95,94339625.72,0.178203172,90477336.41,32978311.74,123455648.2,54345066.12,19748595.13,74093661.25,,
vgg19,75,32,75.42400879,500,3.929458089,0.055,,densenet201,10,16,304.2265124,126,117.2413612,0.627,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,3.968253968,,34698154.93,64973251.73,99671406.66,0.087727618,96383030.18,49275286.45,145658316.6,68722143.34,36995375.34,105717518.7,,
vgg19,75,32,71.99829259,500,0.503741887,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,75,32,73.98455313,236,2.490002427,0.0348,,densenet201,25,1,35.44032743,500,9.728302187,0.3784,,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,0.472,,49871311.44,31845203.39,81716514.83,1.293001278,78421434.32,25864938.56,104286372.9,34945209.75,3658991.525,38604201.27,,
vgg19,75,32,78.10905908,500,6.614508382,0.0925,,densenet201,25,8,85.41003999,461,36.47338746,0.7453,,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,1.084598698,,113035214,114625013.1,227660227.1,0.45778074,219354788.4,79500606.19,298855394.6,118145604.6,45806195.48,163951800.1,,
vgg19,75,32,80.08551932,500,8.590968618,0.1202,,densenet201,25,16,138.0163447,294,56.2617263,0.6882,,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,1.700680272,,77239292.51,156033642.7,233272935.3,0.194693413,225968847.5,114744211.6,340713059.1,159996180.6,84993239.69,244989420.3,,
vgg19,75,32,72.12766797,500,0.633117269,0.0089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,4.411927056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,90,1,5.060621812,500,0.648694756,0.147,,densenet201,10,1,55.422349,47,18.93723128,0.519,,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,10.63829787,,2132504.868,1412907.984,3545412.852,0.056539384,3392523.168,1147412.88,4539936.048,1683947.678,164442.566,1848390.244,,
vgg19,90,1,5.170988749,500,0.759061693,0.172,,densenet201,10,8,180.8953003,15,61.97035769,0.5211,,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,33.33333333,,3456241.71,3952629.42,7408871.13,0.013995013,7105549.98,2589919.77,9695469.75,4267937.13,1550936.79,5818873.92,,
vgg19,90,1,5.165081101,500,0.753154045,0.1707,,densenet201,10,16,275.9169968,10,88.93184557,0.4756,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,50,,2753821.82,5156607.28,7910429.1,0.006962509,7649446.84,3910737.02,11560183.86,5454138.36,2936140.9,8390279.26,,
vgg19,90,1,5.201935804,500,0.790008748,0.1791,,densenet201,10,32,482.3581746,6,150.6474861,0.4542,,,190093285,575953100,766046385,0.248148531,736205505,373195792,1109401297,601861481,317181847,919043328,,83.33333333,,2281119.42,6911437.2,9192556.62,0.002977782,8834466.06,4478349.504,13312815.56,7222337.772,3806182.164,11028519.94,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,23.66669727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,90,8,26.148302,500,2.481604728,0.1049,,densenet201,10,1,57.08685915,231,20.60174143,0.5647,,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,2.164502165,,10481034.56,6944292.432,17425327,0.277885056,16673890.46,5639412.24,22313302.7,8276423.694,808217.718,9084641.412,,
vgg19,90,8,26.6244017,500,2.957704425,0.125,,densenet201,10,8,185.8915786,73,66.96663597,0.5631,,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,6.849315068,,16820376.32,19236129.84,36056506.17,0.068109066,34580343.24,12604276.21,47184619.45,20770627.37,7547892.378,28318519.74,,
vgg19,90,8,26.80048513,500,3.13378786,0.1324,,densenet201,10,16,286.5330346,48,99.54788344,0.5324,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,10.41666667,,13218344.74,24751714.94,37970059.68,0.033420045,36717344.83,18771537.7,55488882.53,26179864.13,14093476.32,40273340.45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,33.21990154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,90,16,35.56592346,500,2.346021922,0.0706,,densenet201,10,1,67.08803498,267,30.60291726,0.8388,,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,1.872659176,,12114442.55,8026519.824,20140962.37,0.321191818,19272418.85,6518281.68,25790700.53,9566255.958,934173.726,10500429.68,,
vgg19,90,16,36.28566209,500,3.065760546,0.0923,,densenet201,10,8,218.0815931,85,99.15665045,0.8338,,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,5.882352941,,19585369.69,22398233.38,41983603.07,0.079305076,40264783.22,14676212.03,54940995.25,24184977.07,8788641.81,32973618.88,,
vgg19,90,16,36.62326502,500,3.403363482,0.1024,,densenet201,10,16,335.0621237,56,148.0769725,0.7919,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,8.928571429,,15421402.19,28877000.77,44298402.96,0.038990052,42836902.3,21900127.31,64737029.62,30543174.82,16442389.04,46985563.86,,
vgg19,90,16,35.02470461,500,1.804803073,0.0543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,63.22911003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,90,32,67.83935869,492,4.610248664,0.0729,,densenet201,10,1,67.03966992,500,30.5545522,0.8375,,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,0.984,,23055103.66,15275341.46,38330445.12,0.611263013,36677512.2,12405000,49082512.2,18205627.03,1777834.35,19983461.38,,
vgg19,90,32,69.06887587,500,5.83976584,0.0924,,densenet201,10,8,219.7631929,160,100.8382503,0.8479,,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,3.125,,36866578.24,42161380.48,79027958.72,0.149280144,75792533.12,27625810.88,103418344,45524662.72,16543325.76,62067988.48,,
vgg19,90,32,69.65629749,500,6.427187455,0.1016,,densenet201,10,16,338.1575091,105,151.1723579,0.8085,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,4.761904762,,28915129.11,54144376.44,83059505.55,0.073106348,80319191.82,41062738.71,121381930.5,57268452.78,30829479.45,88097932.23,,
vgg19,90,32,66.6115714,500,3.382461366,0.0535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
