,,,,,,,,,,,,,,,,,hit sum,miss sum,hit+miss sum,hit rate,l1 read from l2,l1 write to l2,l1 read+write from/to l2,l2 read from dram,l2 write to dram,l2 read+write from/to dram,,,,,,,,,,,,,,,
vgg19,25,1,11.25991873,500,0.611481578,0.0574,,densenet201,10,16,209.1377209,28,22.15256973,0.1185,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,17.85714286,,7710701.096,14438500.38,22149201.48,0.019495026,21418451.15,10950063.66,32368514.81,15271587.41,8221194.52,23492781.93,,
vgg19,25,1,11.30531507,500,0.656877925,0.0617,,densenet201,10,32,369.2436028,16,37.53291425,0.1131,,,190093285,575953100,766046385,0.248148531,736205505,373195792,1109401297,601861481,317181847,919043328,,31.25,,6082985.12,18430499.2,24513484.32,0.007940753,23558576.16,11942265.34,35500841.5,19259567.39,10149819.1,29409386.5,,
vgg19,25,1,11.19877998,500,0.550342834,0.0517,,densenet201,25,1,26.05148611,215,0.339460868,0.0132,,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,2.325581395,,10121881.37,6463302.48,16585183.85,0.262427539,15916414.31,5249547.93,21165962.24,7092479.77,742628.92,7835108.69,,
vgg19,25,1,11.64762684,500,0.999189691,0.0938,,densenet201,25,8,56.14540194,106,7.208749407,0.1473,,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,4.716981132,,25990743.35,26356293.68,52347037.03,0.10525978,50437326.62,18279965.85,68717292.46,27165800.63,10532444.08,37698244.71,,
vgg19,25,1,11.90029478,500,1.251857629,0.1176,,densenet201,25,16,92.9561726,66,11.20155422,0.137,,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,7.575757576,,17339433.01,35027960.62,52367393.63,0.043706685,50727700.45,25758904.64,76486605.1,35917509.94,19080115.03,54997624.97,,
vgg19,25,1,12.17526183,500,1.526824683,0.1434,,densenet201,25,32,161.1137132,39,23.12709639,0.1676,,,186820181,577253926,764074107,0.244505316,735767874,372640926,1108408800,588447297,316571472,905018769,,12.82051282,,14571974.12,45025806.23,59597780.35,0.019071415,57389894.17,29065992.23,86455886.4,45898889.17,24692574.82,70591463.98,,
vgg19,25,1,11.19908359,500,0.550646441,0.0517,,densenet201,50,1,26.71085671,210,1.72884905,0.0692,,,23618096,15045852,38663948,0.610855777,37068764,12201701,49270465,16124930,1211766,17336696,,2.380952381,,9919600.32,6319257.84,16238858.16,0.256559426,15568880.88,5124714.42,20693595.3,6772470.6,508941.72,7281412.32,,
vgg19,25,1,12.69079578,500,2.042358632,0.1918,,densenet201,50,8,34.84910836,183,4.207092637,0.1373,,,129561256,117671768,247233024,0.524045105,239610816,86220044,325830860,119888543,48201829,168090372,,2.732240437,,47419419.7,43067867.09,90487286.78,0.191800508,87697558.66,31556536.1,119254094.8,43879206.74,17641869.41,61521076.15,,
vgg19,25,1,13.73216704,500,3.083729894,0.2896,,densenet201,50,16,57.01910432,122,7.767287267,0.1577,,,133274876,263570528,396845404,0.335835755,384992802,195227201,580220003,267587148,142844019,410431167,,4.098360656,,32519069.74,64311208.83,96830278.58,0.081943924,93938243.69,47635437.04,141573680.7,65291264.11,34853940.64,100145204.7,,
vgg19,25,1,14.55014646,500,3.901709313,0.3664,,densenet201,50,32,100.4345223,74,15.12869601,0.1773,,,192049156,569170270,761219426,0.252291454,736466950,372429610,1108896560,574702314,311524150,886226464,,6.756756757,,28423275.09,84237199.96,112660475,0.037339135,108997108.6,55119582.28,164116690.9,85055942.47,46105574.2,131161516.7,,
vgg19,25,1,11.30323259,500,0.654795444,0.0615,,densenet201,75,1,25.04151264,226,0.193100281,0.0078,,,22983408,15036664,38020072,0.604507219,36470994,12196191,48667185,16090340,1525869,17616209,,2.212389381,,10388500.42,6796572.128,17185072.54,0.273237263,16484889.29,5512678.332,21997567.62,7272833.68,689692.788,7962526.468,,
vgg19,25,1,13.48819417,500,2.839757018,0.2667,,densenet201,75,8,28.23292656,239,2.624750584,0.1025,,,131973217,113433588,245406805,0.537773258,238377352,86180435,324557787,115116278,48492046,163608324,,2.092050209,,63083197.73,54221255.06,117304452.8,0.257055617,113944374.3,41194247.93,155138622.2,55025580.88,23179197.99,78204778.87,,
vgg19,25,1,15.3722471,500,4.723809953,0.4436,,densenet201,75,16,47.68292211,163,6.440655416,0.1562,,,128320721,260990144,389310865,0.329609915,378839579,195123691,573963270,263946711,142256852,406203563,,3.067484663,,41832555.05,85082786.94,126915342,0.107452832,123501702.8,63610323.27,187112026,86046627.79,46375733.75,132422361.5,,
vgg19,25,1,16.94675553,500,6.298318379,0.5915,,densenet201,75,32,83.5730159,103,9.865538858,0.1338,,,197524682,560578408,758103090,0.260551216,734408067,372164778,1106572845,564974396,310907186,875881582,,4.854368932,,40690084.49,115479152,156169236.5,0.053673551,151288061.8,76665944.27,227954006.1,116384725.6,64046880.32,180431605.9,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,66.75958099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,25,8,68.45686332,290,1.697282334,0.0254,,densenet201,10,1,40.01337967,500,3.528261949,0.0967,,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,0.58,,39114175.86,25915406.9,65029582.76,1.037039319,62225296.55,21045724.14,83271020.69,30886787.93,3016187.931,33902975.86,,
vgg19,25,8,68.86664943,500,2.107068439,0.0316,,densenet201,10,8,130.5445393,267,11.61959672,0.0977,,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,1.872659176,,61521102.44,70356803.68,131877906.1,0.24911124,126478789.6,46100571.91,172579361.6,75969280.91,27606674.86,103575955.8,,
vgg19,25,8,69.09379611,500,2.334215122,0.035,,densenet201,10,16,204.605937,172,17.62078578,0.0942,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,2.906976744,,47365735.3,88693645.22,136059380.5,0.11975516,131570485.6,67264676.74,198835162.4,93811179.79,50501623.48,144312803.3,,
vgg19,25,8,68.84370731,183,2.084126319,0.0312,,densenet201,25,1,25.6437808,500,-0.068244436,-0.0027,,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,0.366,,64314915.3,41068131.15,105383046.4,1.667477058,101133653,33355877.05,134489530.1,45065953.55,4718699.454,49784653.01,,
vgg19,25,8,70.76071884,380,4.001137848,0.0599,,densenet201,25,8,54.24930054,500,5.312648015,0.1086,,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,0.76,,161312955.3,163581763.2,324894718.4,0.65330052,313041997.4,113455597.4,426497594.7,168606011.8,65370184.21,233976196.1,,
vgg19,25,8,72.32992365,500,5.570342655,0.0834,,densenet201,25,16,90.24631642,404,8.491698039,0.1039,,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,1.237623762,,106138347.5,214413577.1,320551924.6,0.267537888,310515014.9,157675719.3,468190734.2,219858697.2,116793431.4,336652128.6,,
vgg19,25,8,68.79891988,193,2.039338885,0.0305,,densenet201,50,1,26.96251628,500,1.980508621,0.0793,,,23618096,15045852,38663948,0.610855777,37068764,12201701,49270465,16124930,1211766,17336696,,0.386,,61186777.2,38978891.19,100165668.4,1.58252792,96033067.36,31610624.35,127643691.7,41774430.05,3139290.155,44913720.21,,
vgg19,25,8,75.99885447,218,9.239273481,0.1384,,densenet201,50,8,33.71097005,500,3.068954327,0.1002,,,129561256,117671768,247233024,0.524045105,239610816,86220044,325830860,119888543,48201829,168090372,,0.436,,297158844,269889376.1,567048220.2,1.201938314,549566091.7,197752394.5,747318486.2,274973722.5,110554653.7,385528376.1,,
vgg19,25,8,81.84606003,336,15.08647904,0.226,,densenet201,50,16,55.57888898,500,6.327071927,0.1285,,,133274876,263570528,396845404,0.335835755,384992802,195227201,580220003,267587148,142844019,410431167,,0.672,,198325708.3,392218047.6,590543756,0.499755588,572905955.4,290516668.2,863422623.5,398195160.7,212565504.5,610760665.2,,
vgg19,25,8,67.86388133,500,1.104300342,0.0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,25,8,69.01671456,190,2.257133568,0.0338,,densenet201,75,1,26.693683,500,1.845270642,0.0743,,,22983408,15036664,38020072,0.604507219,36470994,12196191,48667185,16090340,1525869,17616209,,0.38,,60482652.63,39570168.42,100052821.1,1.590808472,95976300,32095239.47,128071539.5,42343000,4015444.737,46358444.74,,
vgg19,25,8,80.25839369,169,13.4988127,0.2022,,densenet201,75,8,27.75145927,500,2.143283287,0.0837,,,131973217,113433588,245406805,0.537773258,238377352,86180435,324557787,115116278,48492046,163608324,,0.338,,390453304.7,335602331.4,726055636.1,1.591045141,705258437.9,254971701.2,960230139.1,340580704.1,143467591.7,484048295.9,,
vgg19,25,8,90.96801258,252,24.20843159,0.3626,,densenet201,75,16,46.59270138,500,5.350434688,0.1297,,,128320721,260990144,389310865,0.329609915,378839579,195123691,573963270,263946711,142256852,406203563,,0.504,,254604605.2,517837587.3,772442192.5,0.653987926,751665831.3,387150180.6,1138816012,523703791.7,282255658.7,805959450.4,,
vgg19,25,8,67.88462497,500,1.125043979,0.0169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,81.24857765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,25,16,82.98980562,242,1.741227966,0.0214,,densenet201,10,1,40.74157875,500,4.256461031,0.1167,,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,0.484,,46872359.5,31055652.89,77928012.4,1.242733069,74567504.13,25220082.64,99787586.78,37013092.98,3614440.083,40627533.06,,
vgg19,25,16,83.66741386,500,2.418836214,0.0298,,densenet201,10,8,132.9010059,319,13.9760633,0.1175,,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,1.567398119,,73502740.37,84059252.33,157561992.7,0.297627287,151111362.9,55078960.44,206190323.4,90764796.3,32983255.73,123748052,,
vgg19,25,16,84.24184537,500,2.993267717,0.0368,,densenet201,10,16,208.2042756,206,21.21912436,0.1135,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,2.427184466,,56728729.49,106226110,162954839.5,0.143427692,157578604.9,80561182.61,238139787.5,112355250.2,60484502.54,172839752.8,,
vgg19,25,16,82.12493929,500,0.876361635,0.0108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,25,16,83.3796644,164,2.131086748,0.0262,,densenet201,25,1,28.1420769,500,2.430051664,0.0945,,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,0.328,,71766033.54,45826024.39,117592057.9,1.860660376,112850356.7,37220277.44,150070634.1,50287009.15,5265378.049,55552387.2,,
vgg19,25,16,86.80892357,318,5.560345915,0.0684,,densenet201,25,8,55.77067519,500,6.834022664,0.1397,,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,0.636,,192763908.8,195475062.9,388238971.7,0.780673577,374075342.8,135575871.1,509651213.8,201478882.1,78115314.47,279594196.5,,
vgg19,25,16,88.96885806,500,7.720280413,0.095,,densenet201,25,16,92.61241408,485,10.8577957,0.1328,,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,1.030927835,,127418560.8,257402437.9,384820998.6,0.32117791,372771738.2,189288920.5,562060658.7,263939277.6,140209936.2,404149213.8,,
vgg19,25,16,82.20998091,500,0.961403261,0.0118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,25,16,83.44502992,154,2.196452265,0.027,,densenet201,50,1,26.37355975,500,1.391552086,0.0557,,,23618096,15045852,38663948,0.610855777,37068764,12201701,49270465,16124930,1211766,17336696,,0.308,,76682129.87,48850168.83,125532298.7,1.983297977,120353129.9,39615912.34,159969042.2,52353668.83,3934305.195,56287974.03,,
vgg19,25,16,93.09560671,182,11.84702906,0.1458,,densenet201,50,8,34.62805176,500,3.986036038,0.1301,,,129561256,117671768,247233024,0.524045105,239610816,86220044,325830860,119888543,48201829,168090372,,0.364,,355937516.5,323274087.9,679211604.4,1.439684354,658271472.5,236868252.7,895139725.3,329364129.1,132422607.1,461786736.3,,
vgg19,25,16,100.8052548,279,19.55667719,0.2407,,densenet201,50,16,57.11815841,500,7.866341359,0.1597,,,133274876,263570528,396845404,0.335835755,384992802,195227201,580220003,267587148,142844019,410431167,,0.558,,238843863.8,472348616.5,711192480.3,0.601856192,689951258.1,349869535.8,1039820794,479546860.2,255992865.6,735539725.8,,
vgg19,25,16,82.13382622,500,0.885248568,0.0109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,25,16,83.479868,155,2.231290347,0.0275,,densenet201,75,1,26.68224356,500,1.833831197,0.0738,,,22983408,15036664,38020072,0.604507219,36470994,12196191,48667185,16090340,1525869,17616209,,0.31,,74140025.81,48505367.74,122645393.5,1.950023288,117648367.7,39342551.61,156990919.4,51904322.58,4922158.065,56826480.65,,
vgg19,25,16,98.67674946,138,17.42817181,0.2145,,densenet201,75,8,28.14989682,500,2.54172084,0.0993,,,131973217,113433588,245406805,0.537773258,238377352,86180435,324557787,115116278,48492046,163608324,,0.276,,478163829.7,410991260.9,889155090.6,1.948453832,863686058,312247952.9,1175934011,417087963.8,175695818.8,592783782.6,,
vgg19,25,16,111.6744767,209,30.42589908,0.3745,,densenet201,75,16,47.8796535,500,6.637386806,0.1609,,,128320721,260990144,389310865,0.329609915,378839579,195123691,573963270,263946711,142256852,406203563,,0.418,,306987370.8,624378334.9,931365705.7,0.788540466,906314782.3,466803088.5,1373117871,631451461.7,340327397.1,971778858.9,,
vgg19,25,16,82.17736182,500,0.928784166,0.0114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,155.9886815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,25,32,158.9368619,122,2.948180382,0.0189,,densenet201,10,1,40.8191431,500,4.334025377,0.1188,,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,0.244,,92976319.67,61602196.72,154578516.4,2.465093464,147912590.2,50026721.31,197939311.5,73419413.93,7169627.049,80589040.98,,
vgg19,25,32,160.1250726,409,4.1363911,0.0265,,densenet201,10,8,132.8991538,500,13.97421118,0.1175,,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,0.818,,140841145.5,161068843.5,301909989,0.570293948,289549713.9,105538702.9,395088416.9,173917568.5,63200358.19,237117926.7,,
vgg19,25,32,161.4718687,500,5.483187183,0.0352,,densenet201,10,16,208.631735,393,21.64658379,0.1158,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,1.272264631,,108225197.5,202654666.1,310879863.6,0.273626617,300623260.8,153691964.9,454315225.7,214347637.5,115390337.4,329737974.9,,
vgg19,25,32,157.5890029,500,1.600321399,0.0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,25,32,159.5865469,80,3.597865398,0.0231,,densenet201,25,1,27.56897817,500,1.856952928,0.0722,,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,0.16,,147120368.8,93943350,241063718.8,3.814353771,231343231.3,76301568.75,307644800,103088368.8,10794025,113882393.8,,
vgg19,25,32,166.1685972,162,10.17991569,0.0653,,densenet201,25,8,55.83986732,500,6.903214787,0.1411,,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,0.324,,378388413.6,383710308.6,762098722.2,1.532433319,734296043.2,266130413.6,1000426457,395495583.3,153337469.1,548833052.5,,
vgg19,25,32,170.2040557,266,14.21537423,0.0911,,densenet201,25,16,92.65355571,500,10.89893733,0.1333,,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,0.532,,246916054.5,498803266.9,745719321.4,0.622389562,722369851.5,366810558.3,1089180410,511470578.9,271703620.3,783174199.2,,
vgg19,25,32,157.5760195,500,1.587338001,0.0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,25,32,159.8791461,81,3.890464558,0.0249,,densenet201,50,1,27.62638284,500,2.644375179,0.1059,,,23618096,15045852,38663948,0.610855777,37068764,12201701,49270465,16124930,1211766,17336696,,0.162,,145790716,92875629.63,238666345.7,3.770714673,228819530.9,75319141.98,304138672.8,99536604.94,7480037.037,107016642,,
vgg19,25,32,177.0445201,91,21.05583862,0.135,,densenet201,50,8,34.59759071,500,3.955574986,0.1291,,,129561256,117671768,247233024,0.524045105,239610816,86220044,325830860,119888543,48201829,168090372,,0.182,,711875033,646548175.8,1358423209,2.879368708,1316542945,473736505.5,1790279451,658728258.2,264845214.3,923573472.5,,
vgg19,25,32,192.0525604,143,36.06387895,0.2312,,densenet201,50,16,57.2116931,500,7.95987605,0.1616,,,133274876,263570528,396845404,0.335835755,384992802,195227201,580220003,267587148,142844019,410431167,,0.286,,465996069.9,921575272.7,1387571343,1.174250893,1346128678,682612590.9,2028741269,935619398.6,499454611.9,1435074010,,
vgg19,25,32,157.4864811,500,1.497799579,0.0096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,25,32,159.9634816,70,3.974800076,0.0255,,densenet201,75,1,24.51271155,500,-0.335700808,-0.0135,,,22983408,15036664,38020072,0.604507219,36470994,12196191,48667185,16090340,1525869,17616209,,0.14,,164167200,107404742.9,271571942.9,4.317908709,260507100,87115650,347622750,114931000,10899064.29,125830064.3,,
vgg19,25,32,187.6392554,70,31.65057391,0.2029,,densenet201,75,8,28.71664624,500,3.108470264,0.1214,,,131973217,113433588,245406805,0.537773258,238377352,86180435,324557787,115116278,48492046,163608324,,0.14,,942665835.7,810239914.3,1752905750,3.841237555,1702695371,615574535.7,2318269907,822259128.6,346371757.1,1168630886,,
vgg19,25,32,212.2144102,106,56.22572867,0.3604,,densenet201,75,16,47.87158934,500,6.62932265,0.1607,,,128320721,260990144,389310865,0.329609915,378839579,195123691,573963270,263946711,142256852,406203563,,0.212,,605286419.8,1231085585,1836372005,1.554763749,1786979146,920394768.9,2707373915,1245031656,671022886.8,1916054542,,
vgg19,25,32,157.5266445,500,1.537963001,0.0099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,6.122538891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,50,1,6.394015744,500,0.271476853,0.0443,,densenet201,10,1,47.90917514,68,11.42405742,0.3131,,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,7.352941176,,3085326.192,2044207.296,5129533.488,0.081801662,4908331.392,1660086.72,6568418.112,2436349.832,237916.904,2674266.736,,
vgg19,50,1,6.505977858,500,0.383438967,0.0626,,densenet201,10,8,156.0366322,22,37.11168959,0.3121,,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,22.72727273,,5069154.508,5797189.816,10866344.32,0.02052602,10421473.3,3798548.996,14220022.3,6259641.124,2274707.292,8534348.416,,
vgg19,50,1,6.531282303,500,0.408743412,0.0668,,densenet201,10,16,241.3367942,14,54.35164297,0.2907,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,35.71428571,,3855350.548,7219250.192,11074600.74,0.009747513,10709225.58,5475031.828,16184257.4,7635793.704,4110597.26,11746390.96,,
vgg19,50,1,6.57496576,500,0.452426869,0.0739,,densenet201,10,32,427.0754395,8,95.36475095,0.2875,,,190093285,575953100,766046385,0.248148531,736205505,373195792,1109401297,601861481,317181847,919043328,,62.5,,3041492.56,9215249.6,12256742.16,0.003970376,11779288.08,5971132.672,17750420.75,9629783.696,5074909.552,14704693.25,,
vgg19,50,1,6.445284537,500,0.322745646,0.0527,,densenet201,25,1,29.57243432,110,3.860409081,0.1501,,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,4.545454545,,5178636.98,3306805.92,8485442.9,0.134265253,8143281.74,2685815.22,10829096.96,3628710.58,379949.68,4008660.26,,
vgg19,50,1,6.882282947,500,0.759744056,0.1241,,densenet201,25,8,67.11080962,52,18.17415709,0.3714,,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,9.615384615,,12750175.98,12929502.56,25679678.54,0.051636873,24742839.47,8967530.416,33710369.89,13326619.18,5166859.36,18493478.54,,
vgg19,50,1,7.037937469,500,0.915398578,0.1495,,densenet201,25,16,108.9905338,33,27.23591539,0.3331,,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,15.15151515,,8669716.506,17513980.31,26183696.81,0.021853342,25363850.23,12879452.32,38243302.55,17958754.97,9540057.516,27498812.48,,
vgg19,50,1,7.168853316,500,1.046314425,0.1709,,densenet201,25,32,188.0686302,20,50.08201342,0.3629,,,186820181,577253926,764074107,0.244505316,735767874,372640926,1108408800,588447297,316571472,905018769,,25,,7472807.24,23090157.04,30562964.28,0.009780213,29430714.96,14905637.04,44336352,23537891.88,12662858.88,36200750.76,,
vgg19,50,1,6.461316104,500,0.338777213,0.0553,,densenet201,50,1,26.39163301,123,1.40962535,0.0564,,,23618096,15045852,38663948,0.610855777,37068764,12201701,49270465,16124930,1211766,17336696,,4.06504065,,5810051.616,3701279.592,9511331.208,0.150270521,9118915.944,3001618.446,12120534.39,3966732.78,298094.436,4264827.216,,
vgg19,50,1,7.481842561,500,1.35930367,0.222,,densenet201,50,8,41.24231699,92,10.60030127,0.3459,,,129561256,117671768,247233024,0.524045105,239610816,86220044,325830860,119888543,48201829,168090372,,5.434782609,,23839271.1,21651605.31,45490876.42,0.096424299,44088390.14,15864488.1,59952878.24,22059491.91,8869136.536,30928628.45,,
vgg19,50,1,7.93313772,500,1.810598829,0.2957,,densenet201,50,16,65.80532662,61,16.55350957,0.3361,,,133274876,263570528,396845404,0.335835755,384992802,195227201,580220003,267587148,142844019,410431167,,8.196721311,,16259534.87,32155604.42,48415139.29,0.040971962,46969121.84,23817718.52,70786840.37,32645632.06,17426970.32,50072602.37,,
vgg19,50,1,8.425349512,500,2.302810621,0.3761,,densenet201,50,32,116.0775462,37,30.77171994,0.3607,,,192049156,569170270,761219426,0.252291454,736466950,372429610,1108896560,574702314,311524150,886226464,,13.51351351,,14211637.54,42118599.98,56330237.52,0.018669568,54498554.3,27559791.14,82058345.44,42527971.24,23052787.1,65580758.34,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,35.66789368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,50,8,36.81469196,500,1.146798276,0.0322,,densenet201,10,1,46.32777311,399,9.842655391,0.2698,,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,1.253132832,,18103605.16,11994686.93,30098292.08,0.479983279,28800356.26,9740802.96,38541159.22,14295640.93,1396012.422,15691653.35,,
vgg19,50,8,37.4378739,500,1.769980221,0.0496,,densenet201,10,8,150.814025,126,31.88908243,0.2681,,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,3.968253968,,29032430.36,33202087.13,62234517.49,0.117558113,59686619.83,21755326.07,81441945.9,35850671.89,13027869.04,48878540.93,,
vgg19,50,8,37.81756089,500,2.14966721,0.0603,,densenet201,10,16,235.0995686,82,48.11441742,0.2573,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,6.097560976,,22581338.92,42284179.7,64865518.62,0.057092576,62725464.09,32068043.56,94793507.65,44723934.55,24076355.38,68800289.93,,
vgg19,50,8,36.10892941,500,0.441035725,0.0124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,50,8,37.22691765,387,1.559023971,0.0437,,densenet201,25,1,28.76689883,500,3.054873594,0.1188,,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,0.774,,30412479.33,19419813.95,49832293.28,0.788496904,47822890.18,15772934.11,63595824.29,21310257.11,2231322.997,23541580.1,,
vgg19,50,8,39.34022338,500,3.672329701,0.103,,densenet201,25,8,64.49498132,307,15.55832879,0.3179,,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,1.628664495,,75275077.44,76333793.96,151608871.4,0.304856155,146077917.7,52942919.96,199020837.6,78678309.37,30504342.76,109182652.1,,
vgg19,50,8,40.21317637,500,4.545282689,0.1274,,densenet201,25,16,105.9015327,192,24.14691435,0.2954,,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,2.604166667,,50441986.94,101899521.8,152341508.7,0.127146719,147571492.2,74934995.33,222506487.6,104487301.6,55505789.18,159993090.8,,
vgg19,50,8,37.27747891,353,1.609585227,0.0451,,densenet201,50,1,26.28171524,500,1.299707584,0.052,,,23618096,15045852,38663948,0.610855777,37068764,12201701,49270465,16124930,1211766,17336696,,0.706,,33453393.77,21311405.1,54764798.87,0.865234812,52505331.44,17282862.61,69788194.05,22839844.19,1716382.436,24556226.63,,
vgg19,50,8,42.14472206,474,6.476828377,0.1816,,densenet201,50,8,39.96825195,500,9.326236225,0.3044,,,129561256,117671768,247233024,0.524045105,239610816,86220044,325830860,119888543,48201829,168090372,,0.948,,136667991.6,124126337.6,260794329.1,0.552790195,252754025.3,90949413.5,343703438.8,126464707.8,50845811.18,177310519,,
vgg19,50,8,45.27375697,500,9.605863293,0.2693,,densenet201,50,16,64.83019121,352,15.57837416,0.3163,,,133274876,263570528,396845404,0.335835755,384992802,195227201,580220003,267587148,142844019,410431167,,1.420454545,,93825512.7,185553651.7,279379164.4,0.236428372,271034932.6,137439949.5,408474882.1,188381352.2,100562189.4,288943541.6,,
vgg19,50,8,36.04475137,500,0.376857686,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,45.66087749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,50,16,46.85299857,500,1.192121076,0.0261,,densenet201,10,1,49.5878387,475,13.10272098,0.3591,,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,1.052631579,,21551910.9,14279389.2,35831300.1,0.571408665,34286138.4,11596194,45882332.4,17018620.15,1661919.55,18680539.7,,
vgg19,50,16,47.84773783,500,2.186860341,0.0479,,densenet201,10,8,161.8584903,150,42.9335477,0.361,,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,3.333333333,,34562417.1,39526294.2,74088711.3,0.139950135,71055499.8,25899197.7,96954697.5,42679371.3,15509367.9,58188739.2,,
vgg19,50,16,48.37647482,500,2.715597333,0.0595,,densenet201,10,16,251.4158425,98,64.43069128,0.3446,,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,5.102040816,,26987453.84,50534751.34,77522205.18,0.068232591,74964579.03,38325222.8,113289801.8,53450555.93,28774180.82,82224736.75,,
vgg19,50,16,46.01170068,500,0.350823186,0.0077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
