densenet201,10,1,42.03207995,219,5.761492409,0.158847507,,resnet50,10,1,18.30987625,500,1.926495761,0.117588416,,vgg19,10,1,29.34560318,319,1.771585938,0.06424838, ,858645.8734122197,290409.61129024497,426206.29341470404,41620.32909342142, ,2654138.128132296,448271.0830016871,1441124.4000310292,237201.01436474355
densenet201,10,1,42.03207995,219,5.761492409,0.158847507,,resnet50,10,1,18.30987625,500,1.926495761,0.117588416,,vgg19,10,1,29.34560318,319,1.771585938,0.06424838, ,701212.5508673524,194149.8257927633,278942.7983089854,45411.24308553281, ,2811571.450677163,544530.8684991688,1588387.8951367477,233410.10037263215
densenet201,10,1,42.03207995,219,5.761492409,0.158847507,,resnet50,10,1,18.30987625,500,1.926495761,0.117588416,,vgg19,10,1,29.34560318,319,1.771585938,0.06424838, ,1952925.5772649432,254121.2572089238,1162181.6017220437,191789.77127921072, ,1559858.424279572,484559.43708300823,705149.0917236895,87031.57217895423
densenet201,10,1,42.37682098,340,6.106233439,0.168352206,,resnet50,10,8,72.44097245,199,3.636905748,0.052858878,,vgg19,10,1,29.31692893,500,1.742911688,0.063208479, ,851660.675939642,288047.09078486427,422739.0489828102,41281.742224732596, ,5405963.843019732,1218018.9973278171,3025810.007327265,870434.4532452939
densenet201,10,1,42.37682098,340,6.106233439,0.168352206,,resnet50,10,8,72.44097245,199,3.636905748,0.052858878,,vgg19,10,1,29.31692893,500,1.742911688,0.063208479, ,3468925.573000828,965965.0500758258,1873082.9062770344,680204.9170607701, ,2788698.9459585464,540101.0380368556,1575466.1500330411,231511.27840925645
densenet201,10,1,42.37682098,340,6.106233439,0.168352206,,resnet50,10,8,72.44097245,199,3.636905748,0.052858878,,vgg19,10,1,29.31692893,500,1.742911688,0.063208479, ,1937038.2700189042,252053.94725199134,1152727.101050231,190229.53618452387, ,4320586.24894047,1254012.14086069,2295821.9552598447,721486.6592855027
densenet201,10,1,42.87825422,339,6.607666678,0.182176996,,resnet50,10,16,116.0078141,125,4.684299648,0.042078259,,vgg19,10,1,29.51294554,500,1.938928298,0.070317222, ,841701.0593487731,284678.56777402165,417795.39129753306,40798.97915209478, ,7738743.63675061,2538552.0464876797,5190978.645212202,2140346.771795412
densenet201,10,1,42.87825422,339,6.607666678,0.182176996,,resnet50,10,16,116.0078141,125,4.684299648,0.042078259,,vgg19,10,1,29.51294554,500,1.938928298,0.070317222, ,5824357.766961343,2289445.7058890956,4051731.936394121,1952341.846066885, ,2756086.9291380397,533784.9083726058,1557042.100115614,228803.9048806218
densenet201,10,1,42.87825422,339,6.607666678,0.182176996,,resnet50,10,16,116.0078141,125,4.684299648,0.042078259,,vgg19,10,1,29.51294554,500,1.938928298,0.070317222, ,1914385.8697892667,249106.34059858418,1139246.708818081,188004.925728527, ,6666058.826310116,2574124.273663117,4469527.327691654,1993140.8252189797
densenet201,10,1,41.23398592,220,4.963398378,0.136843617,,resnet50,10,1,18.1141794,500,1.730798908,0.105643576,,vgg19,10,8,179.8030539,52,5.059791929,0.028955577, ,875265.1773714337,296030.5613840594,434455.6219899878,42425.9008914169, ,8847515.365305725,2567175.2715193243,4411999.226874645,2269064.6056271438
densenet201,10,1,41.23398592,220,4.963398378,0.136843617,,resnet50,10,1,18.1141794,500,1.730798908,0.105643576,,vgg19,10,8,179.8030539,52,5.059791929,0.028955577, ,714784.6938004678,197907.64385069662,284341.8053919731,46290.188964588946, ,9007995.848876692,2665298.189052687,4562113.043472659,2265200.3175539714
densenet201,10,1,41.23398592,220,4.963398378,0.136843617,,resnet50,10,1,18.1141794,500,1.730798908,0.105643576,,vgg19,10,8,179.8030539,52,5.059791929,0.028955577, ,8132730.671505258,2369267.6276686275,4127657.4214826715,2222774.4166625547, ,1590049.8711719015,493938.205234756,718797.4273819609,88716.08985600586
densenet201,10,1,41.79180305,500,5.521215507,0.152222941,,resnet50,10,8,72.27971681,291,3.475650106,0.050515184,,vgg19,10,8,180.1443701,119,5.401108071,0.03090882, ,863582.5536606036,292079.2861077575,428656.71477651165,41859.62012471726, ,11541663.790454717,3317130.7740454143,5971866.461502193,2882832.570201826
densenet201,10,1,41.79180305,500,5.521215507,0.152222941,,resnet50,10,8,72.27971681,291,3.475650106,0.050515184,,vgg19,10,8,180.1443701,119,5.401108071,0.03090882, ,3517484.943737071,979487.0049283504,1899303.0500511033,689726.6903156503, ,8887761.40037825,2629723.0552248214,4501220.1262276005,2234965.5000108927
densenet201,10,1,41.79180305,500,5.521215507,0.152222941,,resnet50,10,8,72.27971681,291,3.475650106,0.050515184,,vgg19,10,8,180.1443701,119,5.401108071,0.03090882, ,8024178.846717646,2337643.769117064,4072563.4114510887,2193105.8798861755, ,4381067.497397674,1271566.291036108,2327959.764827615,731586.3104403676
densenet201,10,1,42.33387418,500,6.063286644,0.16716814,,resnet50,10,16,115.8553071,183,4.531792615,0.040708314,,vgg19,10,8,181.0567523,120,6.313490268,0.036130093, ,852524.6672805224,288339.30833022564,423167.9086074139,41323.621659613484, ,13820686.30223344,4626597.182370139,8124249.59118164,4142471.304524485
densenet201,10,1,42.33387418,500,6.063286644,0.16716814,,resnet50,10,16,115.8553071,183,4.531792615,0.040708314,,vgg19,10,8,181.0567523,120,6.313490268,0.036130093, ,5899254.387588865,2318886.1615310824,4103833.995001494,1977447.413484045, ,8773956.581925098,2596050.3291692827,4443583.50478756,2206347.5127000534
densenet201,10,1,42.33387418,500,6.063286644,0.16716814,,resnet50,10,16,115.8553071,183,4.531792615,0.040708314,,vgg19,10,8,181.0567523,120,6.313490268,0.036130093, ,7921431.914644576,2307711.020839057,4020415.596180146,2165023.8910404397, ,6751779.054869387,2607225.469861308,4527001.903608908,2018771.0351436585
densenet201,10,1,41.40307248,220,5.132484939,0.141505426,,resnet50,10,1,18.19997216,500,1.81659167,0.110880149,,vgg19,10,16,215.764749,44,5.680871107,0.027040967, ,871690.6702379108,294821.59822550445,432681.3428798944,42252.637188823435, ,10351489.088328645,4549098.236392528,5639401.1848465605,4229474.952241516
densenet201,10,1,41.40307248,220,5.132484939,0.141505426,,resnet50,10,1,18.19997216,500,1.81659167,0.110880149,,vgg19,10,16,215.764749,44,5.680871107,0.027040967, ,711865.5750545401,197099.40618397313,283180.5780999372,46101.14384438553, ,10511314.183512015,4646820.428434059,5788901.9496265175,4225626.445585954
densenet201,10,1,41.40307248,220,5.132484939,0.141505426,,resnet50,10,1,18.19997216,500,1.81659167,0.110880149,,vgg19,10,16,215.764749,44,5.680871107,0.027040967, ,9639623.513274105,4351998.830208555,5356220.606746623,4183373.80839713, ,1583556.2452924508,491921.0044094776,715861.9209798316,88353.78103320897
densenet201,10,1,42.09357646,500,5.822988922,0.160543,,resnet50,10,8,72.56795342,292,3.763886723,0.054704422,,vgg19,10,16,216.5170074,100,6.433129546,0.030621719, ,857391.4367741039,289985.3380621961,425583.62834821944,41559.52397303139, ,12973762.62430327,5253073.49947142,7154043.783525065,4799531.614805439
