densenet201,10,1,42.03207995,219,5.761492409,0.158847507,,resnet50,10,1,18.30987625,500,1.926495761,0.117588416,,vgg19,10,1,29.34560318,319,1.771585938,0.06424838
densenet201,10,1,42.44494008,341,6.17435254,0.170230287,,resnet50,10,4,42.90414605,339,3.139355364,0.078948117,,vgg19,10,1,29.45075288,500,1.876735636,0.068061742
densenet201,10,1,42.37682098,340,6.106233439,0.168352206,,resnet50,10,8,72.44097245,199,3.636905748,0.052858878,,vgg19,10,1,29.31692893,500,1.742911688,0.063208479
densenet201,10,1,42.87825422,339,6.607666678,0.182176996,,resnet50,10,16,116.0078141,125,4.684299648,0.042078259,,vgg19,10,1,29.51294554,500,1.938928298,0.070317222
densenet201,10,1,41.61434071,219,5.343753168,0.147330207,,resnet50,10,1,18.19582017,500,1.812439678,0.110626722,,vgg19,10,4,108.3655883,86,7.082139043,0.069923952
densenet201,10,1,41.86255338,500,5.591965835,0.154173566,,resnet50,10,4,42.47086198,497,2.706071294,0.068051944,,vgg19,10,4,108.5393422,197,7.255892854,0.071639472
densenet201,10,1,42.11080616,500,5.84021862,0.161018032,,resnet50,10,8,72.22051551,293,3.416448815,0.049654751,,vgg19,10,4,108.7229289,198,7.439479605,0.073452076
densenet201,10,1,42.56501482,500,6.294427276,0.173540814,,resnet50,10,16,115.6088246,185,4.285310111,0.038494204,,vgg19,10,4,109.0774726,199,7.794023253,0.076952585
densenet201,10,1,41.23398592,220,4.963398378,0.136843617,,resnet50,10,1,18.1141794,500,1.730798908,0.105643576,,vgg19,10,8,179.8030539,52,5.059791929,0.028955577
densenet201,10,1,41.53157552,500,5.260987983,0.145048325,,resnet50,10,4,42.39696113,494,2.632170437,0.066193494,,vgg19,10,8,179.7143371,118,4.971075106,0.028447879
densenet201,10,1,41.79180305,500,5.521215507,0.152222941,,resnet50,10,8,72.27971681,291,3.475650106,0.050515184,,vgg19,10,8,180.1443701,119,5.401108071,0.03090882
densenet201,10,1,42.33387418,500,6.063286644,0.16716814,,resnet50,10,16,115.8553071,183,4.531792615,0.040708314,,vgg19,10,8,181.0567523,120,6.313490268,0.036130093
densenet201,10,1,41.40307248,220,5.132484939,0.141505426,,resnet50,10,1,18.19997216,500,1.81659167,0.110880149,,vgg19,10,16,215.764749,44,5.680871107,0.027040967
densenet201,10,1,41.80896056,500,5.538373024,0.152695983,,resnet50,10,4,42.6453055,494,2.880514812,0.072438827,,vgg19,10,16,215.7509356,99,5.667057664,0.026975214
densenet201,10,1,42.09357646,500,5.822988922,0.160543,,resnet50,10,8,72.56795342,292,3.763886723,0.054704422,,vgg19,10,16,216.5170074,100,6.433129546,0.030621719
densenet201,10,1,42.62301331,500,6.352425766,0.175139864,,resnet50,10,16,116.3996249,184,5.076110449,0.045597828,,vgg19,10,16,217.6041037,100,7.520225799,0.035796301
densenet201,10,1,42.38460934,99,6.114021798,0.168566936,,resnet50,25,1,8.249499918,500,1.049731279,0.145800696,,vgg19,10,1,30.2033343,142,2.629317058,0.095354878
densenet201,10,1,44.51101265,202,8.240425113,0.227193042,,resnet50,25,4,17.93739661,500,1.88877932,0.117691094,,vgg19,10,1,30.59669631,299,3.022679071,0.109620555
densenet201,10,1,44.82223528,336,8.551647738,0.23577362,,resnet50,25,8,30.22504029,500,2.293520321,0.082112263,,vgg19,10,1,30.75620668,498,3.182189437,0.115405362
densenet201,10,1,46.59664648,333,10.32605894,0.284695111,,resnet50,25,16,49.36442828,316,3.177878139,0.068805272,,vgg19,10,1,31.50997947,500,3.935962229,0.142741705
densenet201,10,1,41.95381462,100,5.683227081,0.156689689,,resnet50,25,1,8.260448237,500,1.060679598,0.147321345,,vgg19,10,4,111.6744708,39,10.39102145,0.102593479
densenet201,10,1,44.12032573,202,7.849738191,0.216421589,,resnet50,25,4,17.82320125,500,1.774583962,0.110575505,,vgg19,10,4,112.9727354,81,11.68928607,0.115411611
densenet201,10,1,44.5892991,336,8.31871156,0.229351442,,resnet50,25,8,30.09184299,500,2.160323025,0.077343554,,vgg19,10,4,113.7287652,135,12.44531595,0.122876107
densenet201,10,1,46.17029337,500,9.899705833,0.272940322,,resnet50,25,16,49.10777817,474,2.921228031,0.063248457,,vgg19,10,4,116.0735385,203,14.79008923,0.146026713
densenet201,10,1,41.78025509,100,5.509667549,0.151904557,,resnet50,25,1,8.26123826,500,1.061469621,0.147431074,,vgg19,10,8,183.8882529,24,9.144990894,0.052333868
densenet201,10,1,43.78202951,203,7.511441974,0.207094577,,resnet50,25,4,17.7438269,500,1.695209607,0.105629636,,vgg19,10,8,185.3564462,49,10.61318425,0.060735871
densenet201,10,1,44.42675313,337,8.156165586,0.22486996,,resnet50,25,8,30.03566336,500,2.104143394,0.07533222,,vgg19,10,8,186.8140041,82,12.07074211,0.06907701
densenet201,10,1,45.98827526,500,9.717687721,0.267921983,,resnet50,25,16,49.05792548,473,2.871375344,0.06216908,,vgg19,10,8,190.3058467,124,15.56258468,0.089059713
densenet201,10,1,41.92314768,99,5.652560143,0.155844185,,resnet50,25,1,8.15917807,500,0.959409431,0.133255592,,vgg19,10,16,219.4894974,20,9.405619475,0.044770782
densenet201,10,1,44.15146853,203,7.880880991,0.217280213,,resnet50,25,4,17.87278939,500,1.824172101,0.113665375,,vgg19,10,16,222.4114123,41,12.32753441,0.058679107
densenet201,10,1,44.57208181,337,8.301494266,0.228876752,,resnet50,25,8,30.16039116,500,2.228871193,0.079797705,,vgg19,10,16,223.354448,69,13.27057006,0.06316796
