,,,,,,,,,,,,,,,,hit sum,miss sum,hit+miss sum,hit rate,l1 read from l2,l1 write to l2,l1 read+write from/to l2,l2 read from dram,l2 write to dram,l2 read+write from/to dram,,,,,,,,,,,,,
vgg19,75,1,5.549737216,500,0.424508439,0.0828,,resnet50,10,32,273.8857311,11,70.18805549,0.344569742,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,45.45454545,,3456862.926,7540011.204,10996874.13,0.006915691,10594489.14,4152643.176,14747132.31,7895490.394,3752995.576,11648485.97
vgg19,75,1,5.640867705,500,0.515638928,0.1006,,resnet50,25,1,10.7341144,266,3.696700661,0.525292501,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,1.879699248,,10831889.21,5543481.496,16375370.7,0.351904403,15610083.92,4341966.412,19952050.33,5870366.768,1353881.48,7224248.248
vgg19,75,1,5.74974649,500,0.624517713,0.1219,,resnet50,25,8,40.48409266,73,12.6904498,0.456595412,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,6.849315068,,11744608.5,10272439.4,22017047.91,0.077881142,21409054.71,5971887.202,27380941.91,10590528,4518169.29,15108697.29
vgg19,75,1,5.968728127,500,0.84349935,0.1646,,resnet50,25,16,65.59771729,47,19.87790558,0.434776628,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,10.63829787,,8655793.728,15808632.74,24464426.46,0.033258274,23583985.43,9219059.776,32803045.2,16104136.21,7782241.67,23886377.88
vgg19,75,1,6.045388687,500,0.92015991,0.1795,,resnet50,25,32,118.1760093,27,35.07132056,0.422013741,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,18.51851852,,8096493.888,18815564.3,26912058.19,0.016245902,25941337.56,10186253.71,36127591.27,19136052.2,9179353.674,28315405.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,28.11888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,75,8,29.27577178,408,1.156891777,0.0411,,resnet50,10,1,24.31730847,500,7.918296922,0.482852085,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.816,,25105694.85,12784541.67,37890236.52,0.811997647,36119389.71,10000638.48,46120028.19,14368316.18,2339128.676,16707444.85
vgg19,75,8,29.57051489,500,1.451634893,0.0516,,resnet50,10,8,94.81873845,159,26.46806394,0.38723925,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,3.144654088,,24815913.55,23438222.44,48254135.99,0.163539567,46746648.08,13017179.9,59763827.99,25241345.08,9166325.196,34407670.28
vgg19,75,8,29.90089401,500,1.782014009,0.0634,,resnet50,10,16,149.9910581,102,39.35367225,0.355699585,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,4.901960784,,19587268.08,33547230.84,53134498.92,0.075201663,50946611.77,20026156.74,70972768.51,35441163.17,17077454.04,52518617.21
vgg19,75,8,29.95095574,500,1.832075738,0.0652,,resnet50,10,32,274.4334611,56,70.73578545,0.347258678,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,8.928571429,,17598574.9,38385511.58,55984086.48,0.035207155,53935581.06,21140728.9,75076309.95,40195223.82,19106159.3,59301383.12
vgg19,75,8,30.23662709,167,2.117747088,0.0753,,resnet50,25,1,10.42851468,500,3.39110095,0.481867498,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.334,,60960161.68,31197838.32,92158000,1.980462403,87851086.83,24435901.2,112286988,33037497.01,7619431.138,40656928.14
vgg19,75,8,31.34828154,500,3.22940154,0.1148,,resnet50,25,8,39.78591587,400,11.99227301,0.431475394,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,1.25,,64354019.2,56287339.2,120641358.4,0.426745985,117309888.8,32722669.6,150032558.4,58030290.4,24757092,82787382.4
vgg19,75,8,32.42922978,500,4.310349782,0.1533,,resnet50,25,16,65.77848731,251,20.0586756,0.438730494,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,1.992031873,,46225621.82,84424825.89,130650447.7,0.177613338,125948517.9,49233702.21,175182220.1,86002940.2,41560482.11,127563422.3
vgg19,75,8,32.71248648,500,4.593606481,0.1634,,resnet50,25,32,119.201044,140,36.09635531,0.434348,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,3.571428571,,41981820.16,97562185.28,139544005.4,0.084238012,134510639.2,52817611.84,187328251,99223974.36,47596648.68,146820623
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,37.54244286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,75,16,38.89455152,355,1.352108656,0.036,,resnet50,10,1,28.10730006,500,11.70828851,0.713963063,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.71,,28853869.01,14693219.72,43547088.73,0.933225465,41511861.97,11493691.55,53005553.52,16513445.07,2688350.704,19201795.77
vgg19,75,16,39.44469676,500,1.902253902,0.0507,,resnet50,10,8,106.4221167,189,38.07144217,0.557001704,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,2.645502646,,29498161.39,27860528.56,57358689.95,0.194396089,55566770.36,15473251.58,71040021.95,30003863.02,10895820.52,40899683.54
vgg19,75,16,39.9939241,500,2.451481243,0.0653,,resnet50,10,16,168.5921869,121,57.95480112,0.523826559,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,4.132231405,,23235876.84,39796224.82,63032101.66,0.089209816,60436666.91,23756519.27,84193186.18,42042948.46,20258548.42,62301496.88
vgg19,75,16,40.06527073,500,2.522827869,0.0672,,resnet50,10,32,306.732812,67,103.0351364,0.50582382,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,7.462686567,,21055437.82,45925522.79,66980960.61,0.042122846,64530070.19,25293372.07,89823442.26,48090714.22,22859154.87,70949869.09
vgg19,75,16,40.05898847,144,2.516545605,0.067,,resnet50,25,1,12.07605561,500,5.038641872,0.715979202,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.288,,70696854.17,36180826.39,106877680.6,2.296786259,101882857.6,28338857.64,130221715.3,38314319.44,8836423.611,47150743.06
vgg19,75,16,41.85418388,500,4.311741016,0.1148,,resnet50,25,8,45.21986838,470,17.42622552,0.62698602,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,1.063829787,,75615972.56,66137623.56,141753596.1,0.501426533,137839119.3,38449136.78,176288256.1,68185591.22,29089583.1,97275174.32
vgg19,75,16,43.32742197,500,5.784979114,0.1541,,resnet50,25,16,74.19791489,297,28.47810318,0.622883212,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,1.683501684,,54697249.73,99897104.74,154594354.5,0.21016399,149030716.4,58256611.78,207287328.2,101764435.2,49177144.17,150941579.4
vgg19,75,16,43.85830594,500,6.315863079,0.1682,,resnet50,25,32,134.5560847,166,51.45139597,0.619115441,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,3.012048193,,49778443.9,115680876.8,165459320.7,0.099882215,159491186.5,62626596.9,222117783.4,117651283.9,56436026.29,174087310.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,71.4945507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,75,32,74.04539875,184,2.550848054,0.0357,,resnet50,10,1,28.30575637,500,11.90674482,0.726064786,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.368,,55669149.46,28348331.52,84017480.98,1.800516522,80090820.65,22175328.8,102266149.5,31860179.35,5186763.587,37046942.93
vgg19,75,32,75.08583522,500,3.59128452,0.0502,,resnet50,10,8,107.0761563,357,38.72548174,0.566570586,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,1.400560224,,55718749.3,52625442.83,108344192.1,0.367192613,104959455.1,29227252.99,134186708.1,56673963.49,20580994.31,77254957.79
vgg19,75,32,75.97070049,500,4.476149785,0.0626,,resnet50,10,16,169.6881189,228,59.05073312,0.53373218,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,2.192982456,,43783305.12,74987927.76,118771232.9,0.168097835,113880661.6,44764350.36,158645012,79221423.55,38173132.56,117394556.1
vgg19,75,32,76.10684402,500,4.612293325,0.0645,,resnet50,10,32,308.6660103,126,104.9683347,0.515314347,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,3.968253968,,39596793.52,86367401.06,125964194.6,0.079216098,121355057.4,47566640.02,168921697.4,90439253.6,42988858.42,133428112
vgg19,75,32,75.94431932,73,4.44976862,0.0622,,resnet50,25,1,12.15036947,500,5.112955736,0.726539028,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.146,,139456808.2,71370397.26,210827205.5,4.530646867,200974404.1,55901308.22,256875712.3,75578931.51,17430753.42,93009684.93
vgg19,75,32,79.30295039,281,7.808399687,0.1092,,resnet50,25,8,45.74136802,500,17.94772516,0.645749291,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,0.562,,143136163.7,125194259.8,268330423.5,0.949168117,260920571.2,72781738.43,333702309.6,129070930.6,55064706.41,184135637
vgg19,75,32,82.23684188,449,10.74229118,0.1503,,resnet50,25,16,75.12067003,500,29.40085832,0.643066041,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,0.898,,102542218.3,187279447.7,289821665.9,0.393999366,279391383.1,109215037.9,388606420.9,190780175.9,92193546.77,282973722.7
vgg19,75,32,83.17235983,500,11.67780913,0.1633,,resnet50,25,32,135.8904263,312,52.78573755,0.635171593,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,1.602564103,,93559484.93,217424298.6,310983783.6,0.187730427,299766567.4,117707820.7,417474388,221127714.3,106072531.3,327200245.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,4.411927056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,90,1,5.085907395,500,0.673980339,0.1528,,resnet50,10,1,25.6088875,102,9.209875954,0.561611651,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,4.901960784,,4179194.388,2128165.944,6307360.332,0.135168376,6012578.088,1664746.284,7677324.372,2391807.384,389380.716,2781188.1
vgg19,90,1,5.238671292,500,0.826744236,0.1874,,resnet50,10,8,100.7130299,27,32.36235542,0.47347529,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,18.51851852,,4214023.056,3980075.508,8194098.564,0.02777087,7938110.052,2210464.512,10148574.56,4286266.146,1556545.788,5842811.934
vgg19,90,1,5.20437728,500,0.792450224,0.1796,,resnet50,10,16,158.1102044,17,47.47281856,0.429084782,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,29.41176471,,3264544.68,5591205.14,8855749.82,0.012533611,8491101.962,3337692.79,11828794.75,5906860.528,2846242.34,8753102.868
vgg19,90,1,5.223809601,500,0.811882545,0.184,,resnet50,10,32,284.284462,10,80.58678638,0.395619568,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,50,,3142602.66,6854555.64,9997158.3,0.006286992,9631353.76,3775130.16,13406483.92,7177718.54,3411814.16,10589532.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,23.66669727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,90,8,26.43768112,492,2.770983854,0.1171,,resnet50,10,1,26.31679414,500,9.91778259,0.604779292,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.984,,20819356.71,10601815.04,31421171.75,0.673363903,29952664.63,8293212.398,38245877.03,11915189.02,1939765.244,13854954.27
vgg19,90,8,26.73654041,500,3.069843135,0.1297,,resnet50,10,8,101.7741951,134,33.42352058,0.489000596,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,3.731343284,,20914040.35,19752967.34,40667007.69,0.137825799,39396546.18,10970453.5,50366999.69,21272580.13,7725079.096,28997659.23
vgg19,90,8,26.99920002,500,3.33250275,0.1408,,resnet50,10,16,162.2633313,85,51.62594553,0.46662297,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,5.882352941,,16322723.4,27956025.7,44278749.1,0.062668053,42455509.81,16688463.95,59143973.76,29534302.64,14231211.7,43765514.34
vgg19,90,8,27.10167591,500,3.434978645,0.1451,,resnet50,10,32,296.2667873,47,92.56911167,0.454443633,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,10.63829787,,14770232.5,32216411.51,46986644.01,0.029548862,45267362.67,17743111.75,63010474.42,33735277.14,16035526.55,49770803.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,33.21990154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,90,16,35.99379687,429,2.773895327,0.0835,,resnet50,10,1,31.36265872,500,14.96364717,0.912472506,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.858,,23876744.76,12158724.94,36035469.7,0.772249511,34351307.69,9511096.737,43862404.43,13664972.03,2224625.874,15889597.9
vgg19,90,16,36.46292876,500,3.243027224,0.0976,,resnet50,10,8,118.3833979,157,50.03272341,0.732000434,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,3.184713376,,24503763.7,23143402.03,47647165.72,0.161482466,46158639.93,12853441.79,59012081.72,24923843.89,9051025.508,33974869.39
vgg19,90,16,36.87709133,500,3.657189791,0.1101,,resnet50,10,16,184.6821869,102,74.04480115,0.669256604,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,4.901960784,,19587268.08,33547230.84,53134498.92,0.075201663,50946611.77,20026156.74,70972768.51,35441163.17,17077454.04,52518617.21
vgg19,90,16,37.05337079,500,3.833469249,0.1154,,resnet50,10,32,339.8301255,56,136.1324499,0.668306349,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,8.928571429,,17598574.9,38385511.58,55984086.48,0.035207155,53935581.06,21140728.9,75076309.95,40195223.82,19106159.3,59301383.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,origin,,63.22911003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vgg19,90,32,68.29589398,224,5.066783946,0.0801,,resnet50,10,1,31.64148021,500,15.24246866,0.929474842,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.448,,45728229.91,23286129.46,69014359.38,1.478995715,65788888.39,18215448.66,84004337.05,26170861.61,4260555.804,30431417.41
vgg19,90,32,69.30323647,500,6.074126435,0.0961,,resnet50,10,8,118.6430737,297,50.29239922,0.735799604,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,1.683501684,,46354253.62,43780830.59,90135084.2,0.305479569,87319210.57,24315109.63,111634320.2,47148927.61,17122003.67,64270931.27
vgg19,90,32,70.13492821,500,6.905818177,0.1092,,resnet50,10,16,186.9494857,191,76.31209994,0.689749666,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,2.617801047,,36678119.64,62818834.22,99496953.86,0.140818801,95400027.93,37499960.17,132899988.1,66365315.34,31978369.82,98343685.16
vgg19,90,32,70.28820203,500,7.059091996,0.1116,,resnet50,10,32,341.7370908,105,138.0394152,0.677668092,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,4.761904762,,32997327.93,71972834.22,104970162.2,0.066013415,101129214.5,39638866.68,140768081.2,75366044.67,35824048.68,111190093.4
